Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000175087,PDIK1L,9,-0.6183,12,-0.1415,9,-0.5536,9,-0.6155,8,-0.8236,16,0.28316,20,0.66147,9,-0.4889,30,1.40077
ENSG00000142684,ZNF593,45,0.46553,37,0.16783,53,0.89548,19,-0.8693,32,-0.0703,15,-1.2612,33,-0.0403,29,-0.2342,19,-0.8668
ENSG00000142669,SH3BGRL3,393,0.70980,174,-0.5987,412,0.92830,174,-0.5991,192,-0.4494,125,-1.1109,130,-1.0414,321,0.37006,220,-0.2364
ENSG00000158062,UBXN11,8,-1.2854,11,-0.8454,9,-1.2747,7,-1.5669,14,-0.5080,7,-1.5722,17,-0.1891,102,3.31158,9,-1.1863
ENSG00000117682,DHDDS,65,1.73054,26,0.13005,34,0.68699,18,-0.4393,10,-1.2928,17,-0.4924,13,-0.9084,15,-0.7006,5,-2.2371
ENSG00000198830,HMGN2,37,-2.2318,127,-0.3757,74,-1.3071,214,0.45932,283,0.93474,100,-0.7510,123,-0.4286,353,1.33075,229,0.57388
ENSG00000117676,RPS6KA1,10,-0.3424,5,-1.3711,7,-0.8753,23,0.98218,23,0.97237,11,-0.1409,9,-0.5530,1,-3.3314,29,1.39781
ENSG00000117713,ARID1A,40,-0.6830,53,-0.2567,41,-0.7069,67,0.11357,59,-0.0819,40,-0.6672,66,0.09785,136,1.32573,78,0.36997
ENSG00000060642,PIGV,21,0.50344,12,-0.4228,14,-0.1499,12,-0.3682,11,-0.5367,14,-0.1580,16,0.11958,32,1.25810,7,-1.2421
ENSG00000204160,ZDHHC18,67,1.50419,40,0.61510,38,0.57160,10,-1.4989,7,-2.1097,18,-0.6925,12,-1.2828,3,-2.9559,44,0.76665
ENSG00000142751,GPN2,16,-0.0862,20,0.30381,20,0.38189,15,-0.1691,17,0.06029,18,0.14035,21,0.40703,8,-1.1111,9,-0.8324
ENSG00000090273,NUDC,128,-0.5048,177,0.00300,154,-0.2431,134,-0.4321,170,-0.0569,107,-0.7759,200,0.20442,344,1.12059,196,0.17125
ENSG00000253368,TRNP1,74,0.46907,75,0.50211,101,1.19357,20,-1.5783,32,-0.8489,34,-0.7505,52,-0.0927,12,-2.2394,52,-0.1043
ENSG00000090020,SLC9A1,24,0.78159,32,1.25267,16,0.08397,7,-1.0211,7,-1.0489,10,-0.6179,10,-0.5462,5,-1.6120,22,0.60602
ENSG00000142784,WDTC1,14,-1.4313,22,-0.7206,24,-0.6547,51,0.57468,34,-0.0696,36,0.03477,17,-1.1360,69,1.10807,64,0.97217
ENSG00000186501,TMEM222,59,-0.0940,37,-0.8341,93,0.73497,70,0.17941,53,-0.2565,61,-0.0456,55,-0.1964,45,-0.5065,62,-0.0285
ENSG00000158195,WASF2,20,-1.4505,13,-2.0872,15,-2.0507,116,1.32958,82,0.72441,44,-0.2890,35,-0.6542,128,1.52083,60,0.21282
ENSG00000126705,AHDC1,14,-0.9973,29,0.07328,16,-0.9354,21,-0.4188,20,-0.5478,27,-0.0650,29,0.08240,63,1.37878,43,0.71430
ENSG00000126709,IFI6,540,1.46929,281,0.33311,227,-0.0141,107,-1.1826,103,-1.2370,118,-1.0286,82,-1.5740,275,0.29771,330,0.59882
ENSG00000009780,FAM76A,3,-2.4219,21,0.27528,8,-1.2784,29,0.78652,21,0.29422,10,-0.8023,14,-0.3509,47,1.67471,15,-0.2564
ENSG00000117758,STX12,136,0.20004,140,0.24265,163,0.56882,82,-0.6071,90,-0.4547,104,-0.2301,126,0.07091,86,-0.5203,113,-0.0955
ENSG00000117751,PPP1R8,11,-1.2194,17,-0.5666,24,-0.0550,33,0.43032,39,0.70674,16,-0.7002,19,-0.4457,26,0.05082,42,0.82349
ENSG00000117748,RPA2,51,0.06665,61,0.34956,60,0.36545,48,-0.0202,27,-0.8946,21,-1.2775,29,-0.8302,95,1.10255,38,-0.3989
ENSG00000126698,DNAJC8,87,-0.6877,145,0.10440,139,0.03916,110,-0.3370,170,0.36327,101,-0.4657,112,-0.3080,148,0.13958,208,0.69683
ENSG00000130770,ATP5IF1,579,0.39143,690,0.68473,675,0.75262,176,-1.4658,314,-0.5854,252,-0.9227,573,0.37252,289,-0.7126,331,-0.5041
ENSG00000130766,SESN2,7,-0.8277,9,-0.3805,18,0.74499,5,-1.3604,5,-1.1649,10,-0.2110,17,0.58887,23,1.07327,7,-0.8460
ENSG00000204138,PHACTR4,6,-1.6520,2,-2.9301,5,-1.9772,25,0.55296,22,0.31968,21,0.29112,7,-1.3699,44,1.56761,40,1.35388
ENSG00000180098,TRNAU1AP,20,-0.0702,25,0.31908,21,-0.0023,22,0.06230,23,0.18544,12,-0.8170,12,-0.8850,36,0.87733,17,-0.3321
ENSG00000197989,SNHG12,8,-0.7512,17,0.43557,8,-0.7427,7,-0.9182,15,0.14484,17,0.38042,11,-0.2187,22,0.85068,18,0.45381
ENSG00000120656,TAF12,21,0.21516,16,-0.2193,20,0.16626,19,0.08202,16,-0.2220,10,-0.8700,14,-0.4561,26,0.56893,21,0.20609
ENSG00000198492,YTHDF2,80,0.16677,102,0.57431,84,0.27967,67,-0.1021,35,-1.0956,61,-0.2438,88,0.32969,48,-0.6127,68,-0.0812
ENSG00000159023,EPB41,24,-0.0355,25,0.04211,23,-0.1537,7,-1.8449,19,-0.4419,54,1.30445,12,-1.0401,24,-0.0208,36,0.61158
ENSG00000116350,SRSF4,21,-1.1407,40,-0.1566,45,0.03907,37,-0.2587,64,0.60730,43,-0.0314,24,-0.9650,80,0.98625,42,-0.0825
ENSG00000116353,MECR,38,0.68634,23,-0.1280,38,0.80646,11,-1.2720,16,-0.6516,23,-0.1694,25,-0.0190,6,-2.0464,32,0.38681
ENSG00000060656,PTPRU,31,0.25431,20,-0.4546,57,1.59817,21,-0.3797,3,-2.8946,21,-0.3328,28,0.08104,4,-2.6613,21,-0.3483
ENSG00000162511,LAPTM5,20,-2.0603,5,-3.9938,22,-2.0764,57,-0.5100,145,1.01615,83,0.08852,53,-0.6187,121,0.70711,260,2.13926
ENSG00000162512,SDC3,143,0.03284,73,-1.0088,118,-0.3027,94,-0.6217,211,0.66786,137,-0.0353,219,0.73214,166,0.27629,123,-0.2131
ENSG00000134644,PUM1,90,-0.6349,148,0.13750,176,0.48105,89,-0.6549,83,-0.7730,117,-0.2308,166,0.32876,134,-0.0161,177,0.43666
ENSG00000060688,SNRNP40,8,-1.6341,28,0.30359,21,-0.1889,45,1.12750,20,-0.1963,21,-0.1254,14,-0.7630,28,0.32196,24,0.08460
ENSG00000121766,ZCCHC17,170,0.61593,143,0.32884,169,0.70458,118,0.02271,84,-0.5119,84,-0.5254,101,-0.2330,47,-1.3929,82,-0.5571
ENSG00000121769,FABP3,290,1.88009,106,0.09873,174,1.10642,67,-0.6186,29,-1.8542,52,-0.9890,35,-1.6093,26,-2.0539,41,-1.3428
ENSG00000162517,PEF1,112,0.70435,101,0.53665,99,0.57505,53,-0.4874,39,-0.9617,42,-0.8413,52,-0.5380,54,-0.4759,77,0.08887
ENSG00000084636,COL16A1,11,-2.0813,16,-1.4885,14,-1.8228,74,0.88615,29,-0.6205,21,-1.0884,29,-0.6097,212,3.07040,14,-1.7365
ENSG00000121753,ADGRB2,35,-1.0309,63,-0.1246,123,1.18332,57,-0.2677,37,-0.9575,57,-0.2739,79,0.23479,66,-0.0387,39,-0.8573
ENSG00000184007,PTP4A2,115,-0.8063,130,-0.6148,131,-0.6573,524,1.75364,252,0.44430,234,0.32262,107,-0.9056,85,-1.2638,211,0.14893
ENSG00000121774,KHDRBS1,63,-1.0081,112,-0.1315,124,0.03637,99,-0.3262,98,-0.3365,78,-0.6918,140,0.22600,221,0.99069,157,0.41444
ENSG00000025800,KPNA6,23,-1.2490,78,0.64381,59,0.21358,49,-0.1176,25,-1.1274,63,0.29335,59,0.16859,46,-0.1999,65,0.32683
ENSG00000084652,TXLNA,32,0.25984,26,-0.1039,30,0.13989,35,0.37645,15,-0.8821,34,0.33731,17,-0.7136,36,0.44269,20,-0.5128
ENSG00000160050,CCDC28B,6,-1.2237,5,-1.5953,17,0.26567,17,0.23833,13,-0.1888,8,-0.9157,23,0.73723,18,0.30467,22,0.67589
ENSG00000084623,EIF3I,129,0.17816,151,0.43510,133,0.25954,95,-0.3125,92,-0.3552,53,-1.2162,110,-0.0803,131,0.20068,129,0.17364
ENSG00000116478,HDAC1,2,-2.8790,2,-2.8365,5,-1.9112,30,0.83305,24,0.46285,9,-1.0047,14,-0.4308,46,1.57970,43,1.43900
ENSG00000175130,MARCKSL1,85,-1.9388,165,-0.9489,114,-1.6172,1317,2.78488,370,0.32067,185,-0.7759,245,-0.3379,143,-1.1646,296,-0.0393
ENSG00000160058,BSDC1,47,-0.2186,52,-0.0348,62,0.26358,69,0.41732,31,-0.8659,42,-0.3761,43,-0.3580,77,0.59841,51,-0.0845
ENSG00000176261,ZBTB8OS,22,-0.6779,46,0.47694,38,0.16552,33,-0.0731,39,0.20717,24,-0.5421,45,0.44506,23,-0.6392,36,0.06385
ENSG00000162521,RBBP4,66,-0.6083,85,-0.2046,96,-0.0161,106,0.15114,83,-0.2506,56,-0.8509,99,0.03847,208,1.29558,73,-0.4355
ENSG00000134684,YARS,114,0.21260,165,0.82596,148,0.74633,60,-0.7928,57,-0.8702,87,-0.2217,103,0.05230,33,-1.7022,85,-0.2578
ENSG00000116497,S100PBP,31,0.15948,39,0.53257,40,0.66136,17,-0.7669,14,-1.0439,22,-0.3695,30,0.10256,26,-0.1008,21,-0.4401
ENSG00000160097,FNDC5,26,-0.5939,72,1.09156,24,-0.7562,19,-1.0054,10,-1.9992,58,0.71152,69,1.01823,16,-1.2741,57,0.66747
ENSG00000121905,HPCA,0,-4.9407,31,0.40772,19,-0.3828,25,0.11129,12,-1.0314,38,0.77062,51,1.28043,21,-0.2240,21,-0.1754
ENSG00000121900,TMEM54,50,0.23495,40,-0.1007,45,0.08451,22,-1.0434,61,0.57191,11,-1.9747,35,-0.3385,98,1.40242,22,-0.9970
ENSG00000116514,RNF19B,32,-0.0187,50,0.67948,40,0.35034,22,-0.6181,28,-0.2283,18,-0.9238,28,-0.2751,36,0.16642,34,0.06268
ENSG00000004455,AK2,26,-0.8276,53,0.31042,33,-0.4691,47,0.12123,65,0.63875,26,-0.8208,29,-0.6331,63,0.59998,62,0.56941
ENSG00000142920,AZIN2,10,-1.1272,34,0.81752,26,0.39721,34,0.80642,8,-1.4393,19,-0.1089,11,-0.8992,21,-0.0151,18,-0.1785
ENSG00000160094,ZNF362,11,-0.4242,4,-1.9891,12,-0.3899,16,0.10830,17,0.27785,16,0.10788,18,0.29804,8,-0.8250,33,1.37955
ENSG00000134686,PHC2,49,-0.0009,60,0.32391,44,-0.2158,72,0.60979,47,-0.0681,31,-0.7420,45,-0.1434,50,0.00311,53,0.09586
ENSG00000163866,SMIM12,102,0.70097,86,0.41205,102,0.81149,39,-0.8463,31,-1.1549,43,-0.6992,83,0.35007,42,-0.7296,38,-0.8885
ENSG00000116544,DLGAP3,10,-0.1861,17,0.67614,20,1.08538,12,0.07325,7,-0.7267,14,0.35867,7,-0.6480,0,-4.9458,6,-1.0313
ENSG00000163867,ZMYM6,23,0.17665,31,0.66789,17,-0.3435,28,0.49038,14,-0.5790,17,-0.2868,14,-0.5723,18,-0.1705,26,0.38474
ENSG00000116560,SFPQ,81,-0.9674,141,-0.0987,105,-0.6246,211,0.54868,162,0.11720,128,-0.2549,139,-0.1214,218,0.60813,215,0.58256
ENSG00000146463,ZMYM4,12,-1.8603,42,-0.0183,38,-0.2055,16,-1.4899,50,0.27190,51,0.30316,56,0.45157,56,0.44489,65,0.70207
ENSG00000142687,KIAA0319L,28,-1.0636,67,0.30614,68,0.37837,43,-0.4042,46,-0.3006,53,-0.0603,61,0.14311,73,0.44310,48,-0.2315
ENSG00000020129,NCDN,207,-0.4057,471,0.93637,524,1.35941,123,-1.2040,95,-1.5954,220,-0.3146,302,0.19273,81,-1.8201,133,-1.0837
ENSG00000126067,PSMB2,280,1.20997,192,0.55413,182,0.53155,92,-0.6165,97,-0.5435,76,-0.9147,77,-0.8943,110,-0.3474,81,-0.8246
ENSG00000142686,C1orf216,50,-0.0048,85,0.87104,93,1.21481,31,-0.7675,32,-0.6799,40,-0.3476,54,0.10556,16,-1.6812,8,-2.6405
ENSG00000134698,AGO4,0,-4.7923,5,-1.3137,15,0.33324,20,0.84657,12,0.02947,7,-0.7719,13,0.06578,20,0.76395,15,0.31325
ENSG00000092847,AGO1,3,-2.7448,12,-1.0714,15,-0.7728,31,0.46122,30,0.39866,34,0.59333,39,0.82763,27,0.23119,29,0.31912
ENSG00000126070,AGO3,9,-1.5727,53,1.12911,21,-0.3841,37,0.53194,28,0.04680,35,0.40901,24,-0.2052,21,-0.3896,19,-0.5247
ENSG00000116863,ADPRHL2,21,-0.4743,30,0.09738,26,-0.1623,31,0.15291,18,-0.6721,12,-1.2860,24,-0.2589,62,1.34216,32,0.20651
ENSG00000054116,TRAPPC3,46,-0.5339,96,0.64680,76,0.30194,49,-0.4315,51,-0.3791,34,-0.9899,75,0.23182,82,0.38705,61,-0.0843
ENSG00000116871,MAP7D1,314,0.82174,231,0.30604,207,0.14859,312,0.81175,117,-0.7701,139,-0.4932,147,-0.4146,73,-1.4746,162,-0.2554
ENSG00000054118,THRAP3,41,-1.0225,57,-0.5312,45,-0.9564,104,0.42593,59,-0.4803,77,-0.0483,73,-0.1289,194,1.52845,101,0.38841
ENSG00000196182,STK40,17,-0.0296,13,-0.4055,6,-1.6028,11,-0.6999,18,0.02667,13,-0.4151,26,0.67750,30,0.88967,32,1.02266
ENSG00000181817,LSM10,49,0.18802,70,0.77725,60,0.59081,35,-0.3357,30,-0.5936,19,-1.2220,51,0.24497,25,-0.8615,37,-0.2545
ENSG00000116885,OSCP1,20,-0.3896,34,0.49383,21,-0.3294,8,-1.7571,17,-0.6527,10,-1.3783,17,-0.6521,99,2.48730,8,-1.7557
ENSG00000116898,MRPS15,78,0.53754,85,0.68777,74,0.50753,39,-0.5684,30,-0.9720,39,-0.5530,43,-0.4023,46,-0.3084,52,-0.1072
ENSG00000163875,MEAF6,103,-0.1652,137,0.29718,157,0.59728,56,-1.1033,63,-0.9219,94,-0.3108,121,0.09585,137,0.29591,117,0.03720
ENSG00000163877,SNIP1,8,-0.5788,8,-0.4862,12,0.12496,16,0.52844,14,0.29030,6,-0.8979,12,0.11983,17,0.63422,8,-0.4709
ENSG00000163879,DNALI1,7,-2.4121,1,-4.9161,9,-2.2356,2,-4.1357,33,-0.2346,6,-2.7377,8,-2.3681,299,4.90762,10,-2.0495
ENSG00000134697,GNL2,20,0.15358,29,0.79082,14,-0.4499,10,-0.9232,6,-1.6691,16,-0.1333,6,-1.5426,26,0.57306,39,1.29634
ENSG00000116922,C1orf109,14,0.00421,20,0.48481,21,0.69129,7,-1.1020,13,-0.1885,6,-1.2032,20,0.48189,8,-0.8723,15,0.03092
ENSG00000185090,MANEAL,54,0.53108,50,0.39839,82,1.52927,8,-2.3878,16,-1.3176,15,-1.4675,28,-0.5359,19,-1.1059,36,-0.1259
ENSG00000196449,YRDC,9,-0.6341,19,0.55963,25,1.24960,6,-1.1860,11,-0.2888,6,-1.0595,14,0.07599,10,-0.4122,7,-0.8726
ENSG00000197982,C1orf122,255,0.13621,232,-0.0182,220,-0.1126,383,0.81486,272,0.24149,170,-0.5086,268,0.21563,134,-0.8671,189,-0.3386
ENSG00000188786,MTF1,4,-1.7754,5,-1.3824,2,-2.7509,21,0.65324,20,0.57258,12,-0.1815,9,-0.7083,39,1.77061,25,0.91806
ENSG00000183431,SF3A3,28,-0.4706,61,0.75185,37,-0.0480,25,-0.6776,32,-0.2749,31,-0.3133,31,-0.3405,60,0.74777,40,0.06894
ENSG00000183520,UTP11,32,-0.2374,50,0.51305,45,0.35473,26,-0.5592,33,-0.1491,15,-1.3816,40,0.13954,26,-0.5336,56,0.69370
ENSG00000116954,RRAGC,86,0.40008,127,1.05829,81,0.34562,60,-0.1675,39,-0.8276,52,-0.3862,67,-0.0058,63,-0.0905,14,-2.3238
ENSG00000174574,AKIRIN1,154,0.43315,196,0.83586,115,-0.0428,98,-0.3018,80,-0.6118,82,-0.5753,75,-0.7117,157,0.46072,109,-0.1203
ENSG00000168653,NDUFS5,537,0.36765,533,0.35772,573,0.54768,259,-0.7818,380,-0.1866,284,-0.6404,548,0.40283,242,-0.8873,348,-0.3260
ENSG00000127603,MACF1,125,-0.5312,112,-0.6959,133,-0.4753,188,0.11000,236,0.48519,197,0.18743,169,-0.0565,229,0.43544,230,0.43841
ENSG00000090621,PABPC4,46,-0.7089,50,-0.5750,39,-1.0307,113,0.73081,116,0.76264,61,-0.2851,42,-0.8405,114,0.73267,106,0.61910
ENSG00000163909,HEYL,11,-0.2381,0,-5.6141,5,-1.3880,5,-1.2126,8,-0.7014,7,-0.8262,26,1.16847,31,1.53892,27,1.27463
ENSG00000116983,HPCAL4,106,-0.1353,142,0.33925,170,0.74192,61,-0.9831,87,-0.4331,101,-0.2088,107,-0.1178,84,-0.4990,123,0.11379
ENSG00000084072,PPIE,20,-0.8710,52,0.60532,46,0.44945,42,0.24049,24,-0.6269,31,-0.2184,26,-0.4703,47,0.43935,24,-0.6038
ENSG00000168389,MFSD2A,6,-1.9486,3,-2.9251,13,-1.0633,53,1.31867,23,-0.0600,19,-0.3622,13,-0.9831,6,-2.1359,93,2.46365
ENSG00000131236,CAP1,304,1.06987,157,-0.0375,142,-0.2195,144,-0.1692,151,-0.1021,106,-0.6535,88,-0.9406,132,-0.3109,241,0.66509
ENSG00000131238,PPT1,70,-0.9621,165,0.39824,150,0.26701,75,-0.8428,139,0.11599,82,-0.7078,150,0.23783,175,0.49168,138,0.10261
ENSG00000259943,AL050341.2,3,-2.2169,6,-1.0701,16,0.37717,17,0.43060,13,-0.0813,9,-0.6541,23,0.88679,9,-0.5559,20,0.66000
ENSG00000084073,ZMPSTE24,58,-0.0515,87,0.61141,45,-0.4834,64,0.11808,68,0.21535,42,-0.5508,55,-0.1197,50,-0.2789,82,0.51866
ENSG00000049089,COL9A2,6,-2.2631,4,-2.8140,7,-2.1763,135,2.97033,31,0.13739,29,0.03354,10,-1.5073,7,-2.0587,49,0.87554
ENSG00000084070,SMAP2,97,0.29342,103,0.40423,95,0.30946,49,-0.7769,45,-0.8906,85,0.08138,102,0.38517,58,-0.5176,76,-0.0980
ENSG00000117016,RIMS3,48,-0.5536,119,0.92414,106,0.83766,32,-1.1774,23,-1.6734,65,-0.0884,83,0.30742,29,-1.3273,74,0.12846
ENSG00000066136,NFYC,21,-0.1966,36,0.68229,23,-0.0580,24,0.03638,24,0.00532,18,-0.4473,20,-0.2323,23,-0.0548,25,0.08834
ENSG00000179862,CITED4,7,-1.8254,12,-0.9485,30,0.44450,13,-0.8489,21,-0.1225,9,-1.3913,37,0.74812,54,1.42381,19,-0.2950
ENSG00000171793,CTPS1,31,1.15019,30,1.11089,21,0.57624,10,-0.5920,2,-2.8311,9,-0.8894,12,-0.4241,9,-0.8730,10,-0.7287
ENSG00000127124,HIVEP3,9,-0.9690,10,-0.8666,23,0.55729,22,0.39319,15,-0.1684,13,-0.4700,12,-0.5574,24,0.53227,21,0.29128
ENSG00000198815,FOXJ3,32,-0.5399,73,0.82019,46,0.06908,32,-0.5376,34,-0.4129,37,-0.3119,42,-0.0796,47,0.07979,57,0.38511
ENSG00000177181,RIMKLA,64,0.62140,71,0.79816,63,0.68401,23,-0.9758,15,-1.6040,51,0.25272,39,-0.1531,10,-2.1357,37,-0.2695
ENSG00000127125,PPCS,78,0.50608,56,-0.0174,76,0.52505,33,-0.8640,84,0.62169,34,-0.7973,38,-0.6178,59,0.04886,37,-0.6531
ENSG00000186409,CCDC30,8,-2.1506,20,-0.8712,13,-1.6262,18,-0.9908,39,0.16265,32,-0.1720,23,-0.6529,145,2.63699,41,0.23136
ENSG00000171960,PPIH,7,-1.0973,23,0.78385,13,-0.2096,13,-0.1616,16,0.14359,6,-1.2234,17,0.26103,16,0.16099,20,0.54123
ENSG00000065978,YBX1,38,-1.6899,40,-1.5935,48,-1.4371,132,0.23036,220,1.09061,83,-0.5100,67,-0.8253,154,0.48456,315,1.76476
ENSG00000164008,C1orf50,33,0.61314,31,0.47576,28,0.34852,12,-0.9398,24,0.08528,18,-0.3546,12,-0.9247,5,-2.1320,37,0.76984
ENSG00000177868,SVBP,31,-0.2768,53,0.55738,29,-0.4370,25,-0.6167,42,0.17738,13,-1.5500,29,-0.3872,45,0.31664,77,1.20560
ENSG00000117394,SLC2A1,41,-1.2767,34,-1.5739,23,-2.2395,101,0.11546,70,-0.4595,56,-0.7986,71,-0.4374,48,-1.0345,474,3.17212
ENSG00000186973,FAM183A,0,-9.6776,0,-9.7256,0,-10.136,0,-9.6809,8,-2.6351,0,-6.5408,0,-10.520,468,8.37381,3,-3.9884
ENSG00000117395,EBNA1BP2,51,-0.4893,89,0.38955,91,0.50518,54,-0.4020,63,-0.1706,31,-1.2559,89,0.39836,87,0.36570,51,-0.4998
ENSG00000179178,TMEM125,2,-3.1933,13,-0.9378,3,-2.8850,158,4.09544,14,-0.7783,12,-1.0338,1,-4.1777,0,-6.3138,30,0.36966
ENSG00000066322,ELOVL1,9,-3.0313,22,-1.7285,11,-2.8368,429,3.81802,38,-0.9434,33,-1.1377,22,-1.7428,38,-0.9591,85,0.30912
ENSG00000159479,MED8,34,0.40739,44,0.83412,31,0.26914,32,0.31824,12,-1.1501,17,-0.7003,10,-1.4371,22,-0.2755,31,0.26590
ENSG00000178922,HYI,5,-1.7594,5,-1.8694,17,-0.0162,14,-0.3800,18,0.08827,17,-0.0255,14,-0.3704,39,1.33222,28,0.77802
ENSG00000142949,PTPRF,86,-0.6614,128,-0.0386,146,0.19382,115,-0.2120,85,-0.6686,101,-0.4157,105,-0.3536,354,1.73533,45,-1.6328
ENSG00000066135,KDM4A,5,-1.9567,17,-0.0995,21,0.27387,24,0.41691,9,-1.0342,17,-0.1048,20,0.15436,44,1.47226,4,-2.0500
ENSG00000126091,ST3GAL3,15,-0.7221,21,-0.1791,33,0.62266,13,-0.9455,17,-0.5402,24,-0.0102,39,0.82166,17,-0.5382,26,0.14596
ENSG00000117408,IPO13,29,-0.7981,31,-0.7061,29,-0.9156,156,2.05478,42,-0.2583,24,-1.0953,43,-0.2256,70,0.58526,39,-0.3688
ENSG00000117410,ATP6V0B,753,0.94615,556,0.43218,722,1.03345,309,-0.5099,187,-1.2767,258,-0.7856,280,-0.6628,234,-0.9370,245,-0.8628
ENSG00000117411,B4GALT2,73,0.85341,26,-0.8003,48,0.17237,62,0.56131,29,-0.6450,45,0.06042,49,0.17265,24,-0.9093,32,-0.4577
ENSG00000159214,CCDC24,19,0.06322,17,-0.0567,29,0.88551,8,-1.2626,18,0.01275,3,-2.5605,8,-1.2870,45,1.56128,5,-1.8697
ENSG00000196517,SLC6A9,7,-2.6892,20,-1.1464,18,-1.3774,121,1.83805,47,0.16351,27,-0.6911,45,0.11237,87,1.21054,32,-0.4267
ENSG00000178028,DMAP1,4,-2.9126,24,-0.5110,38,0.22414,41,0.29626,26,-0.3936,31,-0.1373,33,-0.0198,47,0.54345,54,0.76878
ENSG00000117419,ERI3,340,1.35894,232,0.68701,181,0.30908,120,-0.3830,103,-0.6178,93,-0.7748,109,-0.5327,84,-0.9257,86,-0.8945
ENSG00000187147,RNF220,95,-0.1789,204,1.09149,98,-0.1450,163,0.69819,38,-1.5820,88,-0.3006,105,-0.0125,81,-0.4227,93,-0.2078
ENSG00000126106,TMEM53,29,1.39897,15,0.32569,12,-0.0358,4,-1.5494,12,-0.1025,12,0.00113,6,-1.0079,18,0.55646,4,-1.7556
ENSG00000142937,RPS8,422,-0.8099,497,-0.5590,477,-0.6826,779,0.15328,1321,1.04286,450,-0.7113,575,-0.3323,668,-0.0941,1420,1.17298
ENSG00000070785,EIF2B3,63,1.51603,43,0.81239,42,0.91036,9,-1.5702,11,-1.3035,11,-1.2288,13,-1.0827,20,-0.3880,6,-2.2134
ENSG00000126107,HECTD3,8,-0.9882,22,0.62819,19,0.43909,18,0.30561,14,-0.0904,16,0.09216,11,-0.5288,1,-3.5989,22,0.61614
ENSG00000126088,UROD,82,-0.0719,115,0.48876,101,0.29796,66,-0.4028,73,-0.2583,49,-0.8592,67,-0.3850,99,0.24324,102,0.28926
ENSG00000280670,CCDC163,3,-2.1131,5,-1.3648,4,-1.9364,10,-0.3989,40,1.98278,9,-0.5943,17,0.42426,14,0.18872,23,0.96971
ENSG00000117450,PRDX1,699,0.10086,627,-0.0748,733,0.19987,562,-0.2484,798,0.31679,436,-0.6443,657,0.00102,765,0.24579,559,-0.2570
ENSG00000117448,AKR1A1,27,-0.9423,29,-0.8536,71,0.62932,48,-0.0697,62,0.33040,48,-0.0775,40,-0.3766,57,0.18943,52,0.05797
ENSG00000132780,NASP,7,-2.3869,23,-0.6818,15,-1.3736,54,0.67205,45,0.36547,51,0.59281,19,-0.9643,70,1.12851,57,0.75554
ENSG00000159592,GPBP1L1,27,-0.6719,28,-0.5961,39,-0.1136,60,0.58874,44,0.09064,32,-0.4185,44,0.08311,57,0.51816,46,0.15852
ENSG00000159596,TMEM69,12,-0.3915,19,0.30619,23,0.66307,8,-0.9595,19,0.29582,11,-0.5922,18,0.21507,15,-0.0483,10,-0.7112
ENSG00000086015,MAST2,53,0.55735,44,0.28381,62,0.98745,25,-0.6384,22,-0.7952,24,-0.6793,44,0.25054,19,-1.0576,18,-1.0837
ENSG00000117461,PIK3R3,13,-1.2751,18,-0.7770,35,0.23337,28,-0.1178,20,-0.6256,39,0.38595,42,0.53075,15,-1.0890,59,1.10851
ENSG00000085998,POMGNT1,43,-0.3423,66,0.31778,59,0.17699,90,0.84972,29,-0.9716,32,-0.8066,53,-0.0282,59,0.13491,49,-0.1634
ENSG00000132128,LRRC41,44,0.04087,59,0.50670,45,0.10335,44,0.04028,20,-1.1284,19,-1.2572,43,-0.0064,71,0.83179,38,-0.1797
ENSG00000173660,UQCRH,519,0.31888,625,0.63025,548,0.47111,211,-1.0876,288,-0.6148,327,-0.4177,656,0.71198,188,-1.2667,349,-0.3162
ENSG00000117481,NSUN4,13,-0.4084,14,-0.2399,11,-0.7088,13,-0.4070,7,-1.2658,18,0.10083,14,-0.2433,11,-0.6496,56,2.11017
ENSG00000117480,FAAH,26,-0.1259,12,-1.2890,31,0.19271,42,0.63942,25,-0.2048,23,-0.3421,35,0.33829,29,0.03750,28,0.00439
ENSG00000079277,MKNK1,9,-0.9122,16,0.01507,18,0.22212,13,-0.2829,11,-0.5165,12,-0.3739,8,-0.9276,25,0.73263,27,0.90034
ENSG00000123472,ATPAF1,117,0.03194,82,-0.5375,158,0.60109,109,-0.0815,94,-0.3214,77,-0.6235,176,0.69528,96,-0.2804,82,-0.5248
ENSG00000159658,EFCAB14,39,-1.0747,35,-1.2526,55,-0.6093,116,0.64454,121,0.72372,76,-0.0476,67,-0.2531,105,0.48615,113,0.60415
ENSG00000186377,CYP4X1,24,0.29559,44,1.27238,35,1.03475,2,-3.1433,5,-1.9882,10,-1.0458,23,0.22439,10,-1.0393,15,-0.5017
ENSG00000162368,CMPK1,247,0.75824,203,0.42655,169,0.14349,91,-0.8415,128,-0.3140,90,-0.8524,159,0.03024,132,-0.2584,172,0.15631
