Tested Domain	Other Domain	Gene Symbol	FDR	logFC	p	t statistic	Ensembl Gene ID
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TAF13	0.529	-0.113	0.323	-0.989	ENSG00000197780
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMEM167B	0.897	-0.041	0.816	-0.232	ENSG00000215717
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SARS	0.477	-0.118	0.269	-1.107	ENSG00000031698
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CELSR2	0.636	-0.122	0.443	-0.768	ENSG00000143126
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SORT1	0.098	0.194	0.019	2.35	ENSG00000134243
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PSMA5	0.177	-0.355	0.049	-1.972	ENSG00000143106
ACHE_SERT_LC_WM	ACHE_SERT_Npep	AMPD2	0.433	-0.199	0.224	-1.217	ENSG00000116337
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GSTM3	0.522	-0.152	0.315	-1.006	ENSG00000134202
ACHE_SERT_LC_WM	ACHE_SERT_Npep	AHCYL1	0.141	0.178	0.034	2.122	ENSG00000168710
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SLC6A17	0.477	-0.172	0.268	-1.108	ENSG00000197106
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KCNC4	0.922	-0.029	0.854	-0.184	ENSG00000116396
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LAMTOR5	0.258	-0.167	0.093	-1.683	ENSG00000134248
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KCNA2	0.33	-0.257	0.14	-1.477	ENSG00000177301
ACHE_SERT_LC_WM	ACHE_SERT_Npep	AL365361.1	0.084	-0.494	0.015	-2.444	ENSG00000259834
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ATP5PB	0.008	-0.383	0.001	-3.458	ENSG00000116459
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RAP1A	0.785	-0.065	0.646	-0.46	ENSG00000116473
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KCND3	0.856	-0.059	0.753	-0.314	ENSG00000171385
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CAPZA1	0.162	-0.297	0.042	-2.034	ENSG00000116489
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RHOC	0.521	0.138	0.313	1.009	ENSG00000155366
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HIPK1	0.659	0.126	0.469	0.725	ENSG00000163349
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TRIM33	0.702	0.122	0.529	0.63	ENSG00000197323
ACHE_SERT_LC_WM	ACHE_SERT_Npep	BCAS2	0.21	-0.268	0.066	-1.844	ENSG00000116752
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NRAS	0.17	-0.368	0.046	-1.997	ENSG00000213281
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CSDE1	0.332	0.083	0.142	1.471	ENSG00000009307
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NHLH2	0.363	-0.279	0.168	-1.38	ENSG00000177551
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ATP1A1	0.687	0.065	0.504	0.668	ENSG00000163399
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MAN1A2	0.236	0.196	0.08	1.754	ENSG00000198162
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PHGDH	0.246	0.276	0.086	1.718	ENSG00000092621
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NOTCH2	0.897	0.046	0.816	0.233	ENSG00000134250
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SEC22B	0.508	-0.172	0.3	-1.037	ENSG00000265808
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RNF115	0.258	-0.296	0.093	-1.683	ENSG00000265491
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RBM8A	0.675	-0.092	0.49	-0.691	ENSG00000265241
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TXNIP	0.201	0.291	0.06	1.885	ENSG00000265972
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PDE4DIP	0.687	0.08	0.504	0.668	ENSG00000178104
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SV2A	0.179	-0.219	0.05	-1.96	ENSG00000159164
ACHE_SERT_LC_WM	ACHE_SERT_Npep	OTUD7B	0.281	0.298	0.108	1.609	ENSG00000264522
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ANP32E	0.406	0.182	0.202	1.278	ENSG00000143401
ACHE_SERT_LC_WM	ACHE_SERT_Npep	APH1A	0.437	0.216	0.228	1.206	ENSG00000117362
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MRPS21	0.123	-0.226	0.027	-2.212	ENSG00000266472
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MCL1	0.226	0.29	0.074	1.789	ENSG00000143384
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ENSA	0.728	-0.081	0.564	-0.577	ENSG00000143420
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CERS2	0.972	-0.012	0.941	-0.073	ENSG00000143418
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MLLT11	0.291	-0.201	0.113	-1.585	ENSG00000213190
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PSMD4	0.288	-0.203	0.112	-1.593	ENSG00000159352
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PI4KB	0.65	-0.13	0.458	-0.742	ENSG00000143393
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PSMB4	0.003	-0.342	0	-3.786	ENSG00000159377
ACHE_SERT_LC_WM	ACHE_SERT_Npep	POGZ	0.4	-0.242	0.197	-1.291	ENSG00000143442
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SNX27	0.641	-0.115	0.448	-0.759	ENSG00000143376
ACHE_SERT_LC_WM	ACHE_SERT_Npep	S100A10	0.021	-0.39	0.002	-3.109	ENSG00000197747
ACHE_SERT_LC_WM	ACHE_SERT_Npep	S100A11	0.917	0.04	0.847	0.193	ENSG00000163191
ACHE_SERT_LC_WM	ACHE_SERT_Npep	S100A6	0.084	-0.267	0.015	-2.439	ENSG00000197956
ACHE_SERT_LC_WM	ACHE_SERT_Npep	S100A16	0.99	-0.005	0.978	-0.027	ENSG00000188643
ACHE_SERT_LC_WM	ACHE_SERT_Npep	S100A13	0.084	0.258	0.015	2.436	ENSG00000189171
ACHE_SERT_LC_WM	ACHE_SERT_Npep	S100A1	0.145	0.258	0.036	2.105	ENSG00000160678
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CHTOP	0.595	-0.14	0.395	-0.851	ENSG00000160679
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ILF2	0.294	-0.248	0.116	-1.575	ENSG00000143621
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GATAD2B	0.311	0.264	0.126	1.532	ENSG00000143614
ACHE_SERT_LC_WM	ACHE_SERT_Npep	JTB	0.13	-0.265	0.03	-2.171	ENSG00000143543
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RAB13	0.592	0.165	0.392	0.856	ENSG00000143545
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RPS27	0.008	0.201	0.001	3.475	ENSG00000177954
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TPM3	0.884	0.022	0.793	0.263	ENSG00000143549
ACHE_SERT_LC_WM	ACHE_SERT_Npep	C1orf43	0.33	-0.188	0.14	-1.476	ENSG00000143612
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UBAP2L	0.214	-0.345	0.068	-1.828	ENSG00000143569
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HAX1	0.199	-0.311	0.059	-1.891	ENSG00000143575
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UBE2Q1	0.745	-0.078	0.585	-0.546	ENSG00000160714
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ADAR	0.678	-0.064	0.493	-0.686	ENSG00000160710
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KCNN3	0.316	0.263	0.13	1.518	ENSG00000143603
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PMVK	0.879	-0.04	0.784	-0.275	ENSG00000163344
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PBXIP1	0.037	0.374	0.005	2.841	ENSG00000163346
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ADAM15	0.501	-0.193	0.292	-1.055	ENSG00000143537
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DPM3	0.043	-0.497	0.006	-2.779	ENSG00000179085
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KRTCAP2	0.331	-0.196	0.141	-1.473	ENSG00000163463
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GBA	0.992	0.003	0.983	0.022	ENSG00000177628
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SCAMP3	0.779	-0.077	0.634	-0.476	ENSG00000116521
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FDPS	0.129	-0.25	0.03	-2.179	ENSG00000160752
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RUSC1	0.08	-0.423	0.014	-2.467	ENSG00000160753
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ASH1L	0.02	0.426	0.002	3.129	ENSG00000116539
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DAP3	0.109	-0.418	0.023	-2.287	ENSG00000132676
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SYT11	0.828	-0.022	0.711	-0.37	ENSG00000132718
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ARHGEF2	0.932	-0.031	0.872	-0.161	ENSG00000116584
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SSR2	0.462	-0.188	0.254	-1.141	ENSG00000163479
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UBQLN4	0.934	-0.027	0.875	-0.157	ENSG00000160803
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LAMTOR2	0.078	-0.431	0.013	-2.483	ENSG00000116586
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LMNA	0.857	-0.057	0.754	-0.313	ENSG00000160789
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SLC25A44	0.614	-0.145	0.417	-0.812	ENSG00000160785
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PAQR6	0	0.792	0	10.339	ENSG00000160781
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SMG5	0.613	0.148	0.416	0.814	ENSG00000198952
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CCT3	0.089	-0.332	0.017	-2.402	ENSG00000163468
ACHE_SERT_LC_WM	ACHE_SERT_Npep	C1orf61	0.045	0.193	0.006	2.748	ENSG00000125462
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NAXE	0.6	-0.125	0.401	-0.84	ENSG00000163382
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HAPLN2	0.224	0.287	0.073	1.793	ENSG00000132702
ACHE_SERT_LC_WM	ACHE_SERT_Npep	BCAN	0.019	0.388	0.002	3.148	ENSG00000132692
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MRPL24	0.078	-0.454	0.013	-2.488	ENSG00000143314
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HDGF	0.74	0.084	0.58	0.554	ENSG00000143321
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CADM3	0.258	-0.192	0.093	-1.683	ENSG00000162706
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TAGLN2	0.868	0.041	0.771	0.291	ENSG00000158710
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KCNJ10	0.145	0.255	0.036	2.104	ENSG00000177807
ACHE_SERT_LC_WM	ACHE_SERT_Npep	IGSF8	0.169	-0.278	0.046	-2.002	ENSG00000162729
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ATP1A2	0	0.395	0	4.977	ENSG00000018625
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PEA15	0.036	0.14	0.004	2.861	ENSG00000162734
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DCAF8	0.695	0.107	0.516	0.65	ENSG00000132716
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PEX19	0.317	-0.253	0.131	-1.512	ENSG00000162735
ACHE_SERT_LC_WM	ACHE_SERT_Npep	COPA	0.135	-0.229	0.032	-2.148	ENSG00000122218
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NCSTN	0.431	-0.22	0.222	-1.223	ENSG00000162736
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PFDN2	0.121	-0.264	0.026	-2.224	ENSG00000143256
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UFC1	0.297	-0.236	0.118	-1.566	ENSG00000143222
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ADAMTS4	0.075	0.481	0.013	2.504	ENSG00000158859
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NDUFS2	0.055	-0.272	0.008	-2.656	ENSG00000158864
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PCP4L1	0.342	-0.294	0.151	-1.437	ENSG00000248485
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SDHC	0.824	-0.05	0.703	-0.382	ENSG00000143252
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UHMK1	0.347	-0.178	0.156	-1.422	ENSG00000152332
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RGS4	0.551	-0.182	0.346	-0.943	ENSG00000117152
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RGS5	0	0.612	0	4.832	ENSG00000143248
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PBX1	0.734	0.078	0.574	0.563	ENSG00000185630
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MGST3	0	-0.54	0	-5.324	ENSG00000143198
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ALDH9A1	0.21	-0.317	0.065	-1.846	ENSG00000143149
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMCO1	0.884	-0.036	0.792	-0.264	ENSG00000143183
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MPZL1	0.837	-0.061	0.727	-0.35	ENSG00000197965
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MPC2	0.281	-0.227	0.108	-1.61	ENSG00000143158
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TIPRL	0.146	-0.381	0.036	-2.101	ENSG00000143155
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ATP1B1	0.081	-0.15	0.014	-2.462	ENSG00000143153
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KIFAP3	0.027	-0.329	0.003	-2.999	ENSG00000075945
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PRRC2C	0	0.776	0	6.595	ENSG00000117523
ACHE_SERT_LC_WM	ACHE_SERT_Npep	VAMP4	0.162	-0.387	0.043	-2.032	ENSG00000117533
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DNM3	0.256	-0.182	0.091	-1.69	ENSG00000197959
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PRDX6	0.94	0.013	0.885	0.144	ENSG00000117592
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GAS5	0.259	0.222	0.094	1.677	ENSG00000234741
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RABGAP1L	0.649	-0.115	0.457	-0.745	ENSG00000152061
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CACYBP	0.001	-0.341	0	-4.01	ENSG00000116161
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TNR	0.153	0.266	0.039	2.073	ENSG00000116147
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ASTN1	0.141	-0.392	0.034	-2.122	ENSG00000152092
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FAM20B	0.334	-0.244	0.143	-1.465	ENSG00000116199
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TOR1AIP2	0.582	-0.145	0.382	-0.875	ENSG00000169905
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TOR1AIP1	0.936	-0.025	0.88	-0.151	ENSG00000143337
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CEP350	0.055	0.434	0.008	2.662	ENSG00000135837
ACHE_SERT_LC_WM	ACHE_SERT_Npep	QSOX1	0.892	-0.035	0.806	-0.245	ENSG00000116260
ACHE_SERT_LC_WM	ACHE_SERT_Npep	XPR1	0.709	-0.115	0.539	-0.615	ENSG00000143324
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GLUL	0	0.316	0	4.49	ENSG00000135821
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DHX9	0.216	-0.29	0.069	-1.825	ENSG00000135829
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NMNAT2	0.418	-0.202	0.212	-1.25	ENSG00000157064
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ARPC5	0.976	0.009	0.949	0.064	ENSG00000162704
ACHE_SERT_LC_WM	ACHE_SERT_Npep	COLGALT2	0.887	-0.048	0.798	-0.256	ENSG00000198756
ACHE_SERT_LC_WM	ACHE_SERT_Npep	C1orf21	0.716	0.111	0.548	0.601	ENSG00000116667
ACHE_SERT_LC_WM	ACHE_SERT_Npep	IVNS1ABP	0.814	-0.07	0.687	-0.403	ENSG00000116679
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TPR	0.666	0.125	0.477	0.711	ENSG00000047410
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RGS2	0.008	-0.65	0.001	-3.488	ENSG00000116741
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UCHL5	0.314	-0.274	0.128	-1.522	ENSG00000116750
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RO60	0.453	0.215	0.245	1.165	ENSG00000116747
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GLRX2	0.062	-0.517	0.009	-2.603	ENSG00000023572
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NEK7	0.91	0.033	0.837	0.205	ENSG00000151414
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CAMSAP2	0.617	0.097	0.42	0.808	ENSG00000118200
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMEM9	0.154	-0.257	0.039	-2.07	ENSG00000116857
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PHLDA3	0.989	0.004	0.976	0.031	ENSG00000174307
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CSRP1	0	0.348	0	5.529	ENSG00000159176
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NAV1	0.982	0.008	0.963	0.047	ENSG00000134369
ACHE_SERT_LC_WM	ACHE_SERT_Npep	IPO9	0.928	0.03	0.864	0.171	ENSG00000198700
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SHISA4	0.634	-0.091	0.441	-0.772	ENSG00000198892
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TIMM17A	0.381	-0.206	0.182	-1.337	ENSG00000134375
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GPR37L1	0.002	0.453	0	4.001	ENSG00000170075
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ARL8A	0.587	-0.099	0.387	-0.867	ENSG00000143862
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PPP1R12B	0.426	-0.215	0.218	-1.234	ENSG00000077157
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SYT2	0.568	-0.191	0.369	-0.899	ENSG00000143858
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KLHL12	0.057	-0.491	0.009	-2.638	ENSG00000117153
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ADIPOR1	0.514	-0.156	0.306	-1.024	ENSG00000159346
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CYB5R1	0.126	-0.368	0.029	-2.192	ENSG00000159348
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMEM183A	0.628	-0.113	0.434	-0.782	ENSG00000163444
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ADORA1	0.922	0.033	0.854	0.184	ENSG00000163485
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CHI3L1	0.675	0.166	0.49	0.69	ENSG00000133048
ACHE_SERT_LC_WM	ACHE_SERT_Npep	BTG2	0.864	-0.064	0.766	-0.298	ENSG00000159388
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PRELP	0.598	0.169	0.4	0.843	ENSG00000188783
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ATP2B4	0.111	-0.297	0.023	-2.278	ENSG00000058668
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SNRPE	0.212	-0.293	0.067	-1.837	ENSG00000182004
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PLEKHA6	0.241	-0.311	0.083	-1.736	ENSG00000143850
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MDM4	0.224	0.322	0.073	1.795	ENSG00000198625
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NFASC	0.707	-0.073	0.536	-0.62	ENSG00000163531
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CNTN2	0.008	0.398	0.001	3.448	ENSG00000184144
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DSTYK	0.677	0.11	0.492	0.688	ENSG00000133059
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMCC2	0.693	0.102	0.513	0.655	ENSG00000133069
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CDK18	0.371	0.197	0.174	1.36	ENSG00000117266
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NUCKS1	0.006	0.227	0	3.565	ENSG00000069275
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SRGAP2	0.663	0.128	0.473	0.718	ENSG00000266028
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MAPKAPK2	0.827	0.068	0.709	0.373	ENSG00000162889
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CD55	0.172	-0.368	0.047	-1.991	ENSG00000196352
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CD46	0.422	-0.188	0.215	-1.241	ENSG00000117335
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LPGAT1	0.533	-0.172	0.329	-0.976	ENSG00000123684
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PPP2R5A	0.291	0.276	0.114	1.583	ENSG00000066027
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PACC1	0.072	-0.509	0.012	-2.533	ENSG00000065600
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NENF	0.912	0.022	0.841	0.201	ENSG00000117691
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NSL1	0.892	0.047	0.805	0.248	ENSG00000117697
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KCTD3	0.663	0.136	0.473	0.717	ENSG00000136636
ACHE_SERT_LC_WM	ACHE_SERT_Npep	EPRS	0.863	-0.041	0.762	-0.304	ENSG00000136628
ACHE_SERT_LC_WM	ACHE_SERT_Npep	IARS2	0.348	-0.256	0.156	-1.421	ENSG00000067704
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RAB3GAP2	0.823	0.059	0.701	0.384	ENSG00000118873
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MIA3	0.122	-0.382	0.027	-2.216	ENSG00000154305
ACHE_SERT_LC_WM	ACHE_SERT_Npep	AIDA	0.449	-0.182	0.24	-1.176	ENSG00000186063
ACHE_SERT_LC_WM	ACHE_SERT_Npep	BROX	0.91	-0.032	0.838	-0.204	ENSG00000162819
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SUSD4	0.387	-0.253	0.187	-1.322	ENSG00000143502
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CAPN2	0.983	-0.007	0.964	-0.045	ENSG00000162909
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TP53BP2	0.281	0.291	0.107	1.613	ENSG00000143514
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DEGS1	0.037	-0.449	0.005	-2.848	ENSG00000143753
ACHE_SERT_LC_WM	ACHE_SERT_Npep	WDR26	0.306	-0.273	0.123	-1.543	ENSG00000162923
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ENAH	0.342	0.19	0.152	1.434	ENSG00000154380
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SRP9	0	-0.377	0	-4.481	ENSG00000143742
ACHE_SERT_LC_WM	ACHE_SERT_Npep	EPHX1	0.461	0.152	0.252	1.146	ENSG00000143819
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMEM63A	0.721	0.109	0.556	0.589	ENSG00000196187
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PYCR2	0.374	-0.207	0.177	-1.352	ENSG00000143811
ACHE_SERT_LC_WM	ACHE_SERT_Npep	H3F3A	0.914	-0.018	0.843	-0.198	ENSG00000163041
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ACBD3	0.851	0.057	0.746	0.325	ENSG00000182827
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PARP1	0.855	0.036	0.751	0.318	ENSG00000143799
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ITPKB	0.001	0.476	0	4.079	ENSG00000143772
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CDC42BPA	0.599	0.116	0.4	0.841	ENSG00000143776
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ARF1	0.054	-0.262	0.008	-2.665	ENSG00000143761
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MRPL55	0.296	-0.23	0.117	-1.571	ENSG00000162910
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GUK1	0.115	-0.174	0.024	-2.255	ENSG00000143774
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GJC2	0.398	0.25	0.195	1.298	ENSG00000198835
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RNF187	0.955	0.009	0.913	0.11	ENSG00000168159
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RHOU	0.994	-0.002	0.991	-0.011	ENSG00000116574
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RAB4A	0.506	-0.14	0.297	-1.043	ENSG00000168118
ACHE_SERT_LC_WM	ACHE_SERT_Npep	AGT	0.205	0.215	0.063	1.863	ENSG00000135744
ACHE_SERT_LC_WM	ACHE_SERT_Npep	C1orf198	0.957	-0.015	0.915	-0.106	ENSG00000119280
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GNPAT	0.233	-0.335	0.078	-1.764	ENSG00000116906
ACHE_SERT_LC_WM	ACHE_SERT_Npep	EGLN1	0.372	0.204	0.175	1.357	ENSG00000135766
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TSNAX	0.751	-0.084	0.593	-0.534	ENSG00000116918
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NTPCR	0.23	-0.3	0.077	-1.774	ENSG00000135778
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KCNK1	0.091	-0.436	0.017	-2.39	ENSG00000135750
ACHE_SERT_LC_WM	ACHE_SERT_Npep	IRF2BP2	0.507	-0.137	0.299	-1.039	ENSG00000168264
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TOMM20	0.43	-0.091	0.221	-1.225	ENSG00000173726
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ARID4B	0.316	0.194	0.13	1.516	ENSG00000054267
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GNG4	0.045	-0.429	0.006	-2.75	ENSG00000168243
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LGALS8	0.394	-0.248	0.192	-1.307	ENSG00000116977
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MTRNR2L11	0.007	0.742	0	3.513	ENSG00000270188
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FMN2	0.801	-0.076	0.668	-0.429	ENSG00000155816
