Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000117600,PLPPR4,64,-2.6100,37,-2.8708,6,-5.4276,9,-4.7878,1698,4.71530,206,-0.2790
ENSG00000137996,RTCA,113,0.42583,26,-2.0066,48,-1.0996,50,-1.0294,90,-0.1199,206,1.30404
ENSG00000162694,EXTL2,76,-0.0585,22,-1.9103,34,-1.2838,45,-0.8490,90,0.22793,206,1.72187
ENSG00000162636,FAM102B,86,0.24429,35,-1.2482,21,-1.9885,11,-2.9505,90,0.21750,206,1.70903
ENSG00000134186,PRPF38B,32,-1.5836,77,0.22070,48,-0.5296,57,-0.2575,90,0.47986,206,2.03910
ENSG00000116266,STXBP3,13,-3.0487,46,-0.5447,138,1.28187,59,-0.1731,90,0.52177,206,2.09336
ENSG00000085433,WDR47,140,0.53889,32,-1.9589,83,-0.5257,69,-0.8031,90,-0.3988,206,0.98177
ENSG00000197780,TAF13,123,0.19628,74,-0.6734,62,-0.9469,102,-0.1767,90,-0.3766,206,1.00704
ENSG00000215717,TMEM167B,53,-0.5711,19,-1.9192,22,-1.6966,55,-0.3258,90,0.48802,206,2.04963
ENSG00000031698,SARS,356,1.32602,137,-0.8612,118,-1.0947,158,-0.6461,90,-1.5002,206,-0.2228
ENSG00000143126,CELSR2,84,-0.4384,39,-1.4412,148,0.64940,84,-0.2820,90,-0.1747,206,1.23991
ENSG00000134243,SORT1,104,-1.3739,117,-0.8124,805,2.73510,134,-0.6099,90,-1.2163,206,0.08007
ENSG00000143106,PSMA5,93,-0.0829,32,-1.6854,80,-0.2809,82,-0.2493,90,-0.0970,206,1.33089
ENSG00000181754,AMIGO1,71,-0.0135,25,-1.6193,15,-2.3591,24,-1.6613,90,0.36977,206,1.89870
ENSG00000116337,AMPD2,119,0.56158,33,-1.6443,11,-3.1928,62,-0.7265,90,-0.1323,206,1.28940
ENSG00000134202,GSTM3,218,0.62206,56,-1.7472,88,-1.0756,267,0.69810,90,-1.0451,206,0.26482
ENSG00000168710,AHCYL1,129,-1.7875,405,0.46681,367,0.30065,1165,2.55302,90,-1.8794,206,-0.6220
ENSG00000197106,SLC6A17,168,1.20609,33,-1.9267,12,-3.3315,22,-2.5240,90,-0.3907,206,0.99095
ENSG00000116396,KCNC4,164,0.92279,81,-0.6426,24,-2.4305,31,-2.0842,90,-0.4704,206,0.90040
ENSG00000134248,LAMTOR5,250,-0.4456,100,-1.7030,253,-0.2737,299,-0.0072,846,1.86136,206,-0.5967
ENSG00000116459,ATP5PB,282,0.81183,90,-1.3567,161,-0.4603,255,0.28699,90,-1.3485,206,-0.0614
ENSG00000116473,RAP1A,43,-1.3557,69,-0.2409,109,0.49633,78,-0.0412,90,0.18141,206,1.66476
ENSG00000171385,KCND3,58,-0.3948,45,-0.6578,12,-2.6176,27,-1.4158,90,0.46506,206,2.02005
ENSG00000116489,CAPZA1,140,0.30100,48,-1.4942,87,-0.5670,135,0.12695,90,-0.5216,206,0.84271
ENSG00000155366,RHOC,29,-2.3739,66,-0.6203,79,-0.3389,324,2.20495,90,-0.1364,206,1.28465
ENSG00000163349,HIPK1,18,-2.5441,38,-0.9517,41,-0.8080,175,1.63279,90,0.42658,206,1.97079
ENSG00000116752,BCAS2,203,-0.3673,58,-2.1328,55,-2.2150,92,-1.4594,895,2.54792,206,-0.2100
ENSG00000009307,CSDE1,418,0.78480,207,-0.6969,392,0.33010,318,-0.0128,90,-1.9519,206,-0.6977
ENSG00000163399,ATP1A1,1474,2.88869,158,-2.4054,229,-1.8613,309,-1.4088,90,-3.2321,206,-2.0143
ENSG00000198162,MAN1A2,80,-1.4441,214,0.51402,174,0.17218,407,1.69183,90,-0.8711,206,0.45451
ENSG00000092621,PHGDH,11,-3.6948,80,-0.1791,161,0.98033,227,1.63242,90,0.00057,206,1.44652
ENSG00000265808,SEC22B,65,-0.6049,39,-1.1877,82,-0.0523,81,-0.0644,90,0.10290,206,1.56931
ENSG00000265491,RNF115,47,-2.2749,35,-2.2130,27,-2.5948,4,-5.1088,874,3.91520,206,0.54822
ENSG00000131779,PEX11B,48,-0.6397,29,-1.1896,9,-2.8987,38,-0.7854,90,0.60405,206,2.20128
ENSG00000265241,RBM8A,94,-0.2976,93,-0.2088,60,-0.8963,130,0.32538,90,-0.2641,206,1.13614
ENSG00000265972,TXNIP,3,-5.2919,44,-0.9339,100,0.36136,269,2.23843,90,0.18632,206,1.67077
ENSG00000178104,PDE4DIP,156,-0.2925,110,-0.7459,139,-0.3718,412,1.49140,90,-1.0476,206,0.26211
ENSG00000159164,SV2A,585,2.10651,158,-1.1753,129,-1.4809,94,-1.9540,90,-2.0177,206,-0.7663
ENSG00000143401,ANP32E,56,-1.1848,76,-0.3687,71,-0.4788,196,1.22588,90,-0.1015,206,1.32559
ENSG00000266472,MRPS21,228,0.39355,104,-1.0005,120,-0.7920,347,0.95217,90,-1.2259,206,0.06977
ENSG00000143384,MCL1,24,-1.7635,55,-0.0487,17,-1.7996,47,-0.2980,90,0.76133,206,2.41333
ENSG00000143420,ENSA,47,-1.2168,52,-0.7230,77,-0.1042,127,0.72488,90,0.14129,206,1.61585
ENSG00000143418,CERS2,23,-2.5015,36,-1.3276,283,2.25133,48,-0.8745,90,0.11514,206,1.58412
ENSG00000213190,MLLT11,593,2.04773,166,-1.1318,63,-2.5874,190,-0.9269,90,-2.0526,206,-0.8026
ENSG00000159352,PSMD4,254,0.95652,92,-1.1036,112,-0.7912,154,-0.3020,90,-1.1314,206,0.17150
ENSG00000143393,PI4KB,71,-0.1548,44,-0.8442,5,-3.8316,49,-0.6659,90,0.28768,206,1.79584
ENSG00000159377,PSMB4,344,0.95900,125,-1.0934,224,-0.1825,238,-0.0868,90,-1.5843,206,-0.3118
ENSG00000143376,SNX27,49,-0.8677,60,-0.2806,45,-0.7425,50,-0.5743,90,0.36235,206,1.88934
ENSG00000143436,MRPL9,49,-0.7655,16,-2.2266,66,-0.0534,38,-0.8920,90,0.46433,206,2.01912
ENSG00000197747,S100A10,334,1.00830,67,-1.9600,78,-1.7394,387,0.80088,90,-1.5203,206,-0.2442
ENSG00000197956,S100A6,569,0.21456,294,-0.9145,463,-0.2037,1007,1.11437,481,-0.1416,206,-1.4505
ENSG00000188643,S100A16,7,-3.7261,58,-0.0221,10,-2.6519,137,1.47127,90,0.70573,206,2.33744
ENSG00000189171,S100A13,52,-2.6886,308,0.61544,457,1.32565,642,2.01211,90,-1.3351,206,-0.0472
ENSG00000160678,S100A1,14,-4.2039,179,0.19072,664,2.77640,238,0.66753,90,-0.8981,206,0.42494
ENSG00000160679,CHTOP,68,-0.3959,46,-0.8656,52,-0.6801,56,-0.5696,90,0.18006,206,1.66311
ENSG00000143621,ILF2,139,0.58261,46,-1.4068,18,-2.7856,104,-0.1360,90,-0.3690,206,1.01570
ENSG00000143543,JTB,144,0.02534,81,-0.8755,88,-0.7572,240,0.88174,90,-0.7228,206,0.61796
ENSG00000177954,RPS27,477,-1.6552,1257,0.29820,1742,0.85773,3202,2.03948,1115,0.10044,206,-2.4790
ENSG00000143549,TPM3,253,0.58906,143,-0.5799,128,-0.7487,272,0.46428,90,-1.2850,206,0.00641
ENSG00000143612,C1orf43,116,-0.2318,65,-1.0491,178,0.56008,141,0.16726,90,-0.5461,206,0.81509
ENSG00000143569,UBAP2L,60,-0.5500,32,-1.3432,85,0.18193,29,-1.4625,90,0.27654,206,1.78199
ENSG00000143575,HAX1,94,-0.0451,40,-1.3390,86,-0.1790,64,-0.6392,90,-0.1036,206,1.32314
ENSG00000160714,UBE2Q1,115,0.34626,24,-2.2017,43,-1.3067,86,-0.2465,90,-0.1832,206,1.23003
ENSG00000160710,ADAR,219,0.74390,97,-0.8789,68,-1.4181,191,0.19186,90,-0.9935,206,0.32088
ENSG00000143603,KCNN3,33,-1.7222,97,0.42636,60,-0.3539,90,0.30557,90,0.29940,206,1.81043
ENSG00000163344,PMVK,96,-0.2862,81,-0.4637,102,-0.0943,109,0.00672,90,-0.2923,206,1.10362
ENSG00000163346,PBXIP1,31,-2.4864,161,0.59593,86,-0.4299,343,2.03176,90,-0.3526,206,1.03446
ENSG00000179085,DPM3,47,-1.0589,23,-1.8423,29,-1.4870,145,1.10453,90,0.28495,206,1.79244
ENSG00000163463,KRTCAP2,118,-0.2671,56,-1.3226,117,-0.1886,241,1.03220,90,-0.5982,206,0.75671
ENSG00000177628,GBA,183,-0.5152,25,-3.3179,83,-1.5618,131,-0.8615,865,2.55046,206,-0.1531
ENSG00000116521,SCAMP3,89,-0.1699,37,-1.4745,84,-0.1980,84,-0.1986,90,-0.0922,206,1.33657
ENSG00000160752,FDPS,581,1.92775,94,-1.9893,181,-1.0045,191,-0.9205,90,-2.0517,206,-0.8016
ENSG00000160753,RUSC1,123,0.55814,28,-1.9776,10,-3.4358,84,-0.3007,90,-0.1884,206,1.22394
ENSG00000116539,ASH1L,44,-1.6018,99,0.05735,124,0.43033,160,0.87670,90,-0.0895,206,1.33979
ENSG00000132676,DAP3,70,-0.2140,16,-2.3341,22,-1.9133,70,-0.1280,90,0.27936,206,1.78550
ENSG00000132718,SYT11,882,1.10397,352,-0.8901,820,0.46305,581,-0.1031,90,-2.9226,206,-1.6988
ENSG00000163479,SSR2,68,-0.6082,43,-1.1171,56,-0.7297,128,0.60957,90,0.02622,206,1.47714
ENSG00000160803,UBQLN4,53,-0.4746,37,-0.8807,14,-2.3213,25,-1.4643,90,0.53298,206,2.10795
ENSG00000116586,LAMTOR2,96,-0.1329,54,-0.9832,46,-1.2332,129,0.40822,90,-0.1830,206,1.23027
ENSG00000160789,LMNA,33,-1.6211,43,-0.8018,79,0.14917,97,0.48768,90,0.36558,206,1.89341
ENSG00000160785,SLC25A44,70,-0.0110,21,-1.8187,5,-3.8199,29,-1.3518,90,0.40893,206,1.94831
ENSG00000160781,PAQR6,56,-2.7004,471,1.23224,875,2.54677,203,-0.2026,90,-1.4546,206,-0.1744
ENSG00000198952,SMG5,70,-1.7375,27,-2.7201,60,-1.5352,15,-3.5234,871,3.55263,206,0.39528
ENSG00000163468,CCT3,250,0.93913,55,-1.8608,110,-0.8128,191,0.06284,90,-1.1136,206,0.19070
ENSG00000125462,C1orf61,233,-1.5892,753,0.70652,694,0.56743,1766,2.39907,90,-2.5883,206,-1.3563
ENSG00000116604,MEF2D,51,-0.6053,29,-1.2603,28,-1.3477,37,-0.9032,90,0.50910,206,2.07691
ENSG00000163382,NAXE,108,-0.0299,33,-1.8516,53,-1.1407,172,0.74873,90,-0.3154,206,1.07714
ENSG00000132702,HAPLN2,6,-5.4194,121,-0.4891,1042,4.22250,0,-9.8614,90,-0.9498,206,0.36847
ENSG00000132692,BCAN,36,-2.2595,156,0.51300,128,0.18968,301,1.72353,90,-0.3771,206,1.00640
ENSG00000143314,MRPL24,57,-0.8500,65,-0.3875,89,0.12654,65,-0.3881,90,0.14117,206,1.61571
ENSG00000143321,HDGF,22,-2.3334,29,-1.4215,69,-0.1034,180,1.56220,90,0.32385,206,1.84098
ENSG00000162706,CADM3,298,1.35738,90,-1.2287,22,-3.2925,173,-0.2107,90,-1.2216,206,0.07441
ENSG00000158710,TAGLN2,204,0.83578,31,-2.4167,68,-1.2580,173,0.19392,90,-0.8418,206,0.48672
ENSG00000177807,KCNJ10,20,-3.0435,77,-0.4129,312,2.07135,139,0.53721,90,-0.1740,206,1.24067
ENSG00000162729,IGSF8,95,-0.2320,54,-1.0238,181,0.92801,29,-1.9786,90,-0.2424,206,1.16121
ENSG00000018625,ATP1A2,60,-2.5800,325,0.59829,228,0.00618,952,2.80301,90,-1.4328,206,-0.1512
ENSG00000162734,PEA15,753,-0.0811,603,-0.4050,1779,1.44705,865,0.17377,530,-0.6075,206,-2.0370
ENSG00000132716,DCAF8,54,-0.7490,49,-0.6705,74,-0.0219,39,-1.0191,90,0.29507,206,1.80504
ENSG00000162735,PEX19,68,-0.5898,38,-1.2997,123,0.56619,55,-0.7132,90,0.05461,206,1.51115
ENSG00000122218,COPA,166,-0.6621,62,-1.9402,104,-1.1652,113,-1.0504,832,2.52761,206,-0.1055
ENSG00000162736,NCSTN,68,-0.2371,27,-1.5649,33,-1.2522,42,-0.8836,90,0.31349,206,1.82803
ENSG00000143256,PFDN2,151,0.02046,92,-0.7619,215,0.60122,141,-0.1024,90,-0.8028,206,0.52955
ENSG00000143222,UFC1,115,-0.2166,61,-1.1270,82,-0.6616,227,1.01542,90,-0.5218,206,0.84242
ENSG00000158859,ADAMTS4,1,-6.9567,40,-1.0070,351,3.03650,0,-8.7603,90,0.26224,206,1.76425
ENSG00000158864,NDUFS2,258,0.92367,102,-0.9759,152,-0.3576,128,-0.6232,90,-1.1650,206,0.13523
ENSG00000143252,SDHC,104,-0.2796,72,-0.7653,122,0.06246,145,0.34947,90,-0.4164,206,0.96166
ENSG00000152332,UHMK1,287,1.14384,106,-0.9850,102,-1.0530,143,-0.5254,90,-1.2399,206,0.05474
ENSG00000117152,RGS4,63,-0.1976,38,-0.9081,18,-2.0514,10,-2.8733,90,0.45453,206,2.00654
ENSG00000143248,RGS5,12,-4.4319,51,-1.6660,53,-1.6038,113,-0.4408,876,3.88855,206,0.53402
ENSG00000185630,PBX1,68,-0.5616,74,-0.2624,19,-2.2841,117,0.49616,90,0.06162,206,1.51957
ENSG00000143198,MGST3,582,1.37048,154,-1.4161,382,-0.0065,292,-0.4376,90,-2.2177,206,-0.9740
ENSG00000143149,ALDH9A1,47,-1.3714,35,-1.4218,102,0.24230,173,1.15474,90,0.03339,206,1.48571
ENSG00000143183,TMCO1,101,-0.1363,71,-0.6459,75,-0.5596,114,0.10713,90,-0.2737,206,1.12512
ENSG00000197965,MPZL1,74,-0.1480,28,-1.5649,0,-7.6590,85,0.12738,90,0.22710,206,1.72084
ENSG00000143158,MPC2,182,0.76895,63,-1.2506,76,-0.9593,98,-0.5668,90,-0.6985,206,0.64490
ENSG00000143155,TIPRL,88,0.05156,22,-2.0707,32,-1.5408,74,-0.2357,90,0.06775,206,1.52694
ENSG00000143153,ATP1B1,3656,1.62399,811,-1.6047,1125,-1.1101,709,-1.8064,3078,0.49467,206,-3.6197
ENSG00000075945,KIFAP3,473,1.99787,85,-1.8085,87,-1.7706,121,-1.2814,90,-1.7259,206,-0.4610
ENSG00000117523,PRRC2C,104,-0.7190,252,0.98652,172,0.32907,133,-0.0895,90,-0.7079,206,0.63453
ENSG00000117533,VAMP4,58,-0.4218,35,-1.0336,12,-2.6668,44,-0.7111,90,0.44651,206,1.99626
ENSG00000197959,DNM3,421,-0.0840,165,-1.5005,207,-1.1579,68,-2.8129,1584,2.44061,206,-1.1652
ENSG00000117592,PRDX6,218,0.04891,170,-0.3612,91,-1.3277,495,1.46687,90,-1.3437,206,-0.0563
ENSG00000234741,GAS5,81,-0.9231,103,-0.2675,238,1.14239,136,0.17380,90,-0.4853,206,0.88361
ENSG00000152061,RABGAP1L,101,0.00235,64,-0.7153,96,-0.0814,49,-1.1323,90,-0.1886,206,1.22372
ENSG00000116161,CACYBP,415,1.44203,118,-1.2817,165,-0.7741,183,-0.6136,90,-1.6899,206,-0.4232
ENSG00000116147,TNR,41,-1.5468,121,0.57087,79,-0.1356,110,0.40976,90,0.08152,206,1.54351
ENSG00000152092,ASTN1,54,-0.5496,35,-1.0293,23,-1.6455,40,-0.8200,90,0.46773,206,2.02349
ENSG00000116199,FAM20B,64,-0.2730,46,-0.7101,15,-2.3245,32,-1.2387,90,0.36631,206,1.89434
ENSG00000169905,TOR1AIP2,69,-0.4022,35,-1.3300,74,-0.1665,54,-0.6592,90,0.15708,206,1.63507
ENSG00000135837,CEP350,16,-2.7110,63,-0.0944,102,0.72042,72,0.14288,90,0.50205,206,2.06778
ENSG00000116260,QSOX1,96,-0.1127,36,-1.5619,142,0.57368,44,-1.2660,90,-0.1735,206,1.24131
ENSG00000143324,XPR1,64,-0.3045,28,-1.4821,36,-1.0691,35,-1.1297,90,0.35806,206,1.88394
ENSG00000135821,GLUL,148,-1.7428,557,0.81656,1022,1.98501,615,0.99385,90,-2.0496,206,-0.7995
ENSG00000135829,DHX9,94,-0.2080,30,-1.8558,102,-0.0059,115,0.19391,90,-0.2043,206,1.20543
ENSG00000157064,NMNAT2,170,0.93192,43,-1.6258,32,-2.0750,72,-0.8678,90,-0.5169,206,0.84793
ENSG00000162704,ARPC5,157,-0.7830,96,-1.3011,212,-0.0662,63,-1.9282,780,2.36647,206,-0.1075
ENSG00000143344,RGL1,38,-1.1848,33,-1.0442,52,-0.3330,48,-0.4649,90,0.55288,206,2.13393
ENSG00000198756,COLGALT2,42,-1.1918,34,-1.1658,149,1.24351,3,-4.7413,90,0.36190,206,1.88878
ENSG00000198860,TSEN15,59,-0.4912,24,-1.6840,40,-0.9230,54,-0.4589,90,0.36121,206,1.88790
ENSG00000116667,C1orf21,67,-0.2897,48,-0.7306,13,-2.6122,55,-0.5039,90,0.28118,206,1.78775
ENSG00000116679,IVNS1ABP,22,-2.2052,47,-0.5816,96,0.55087,88,0.40795,90,0.44560,206,1.99509
ENSG00000047410,TPR,19,-2.5993,80,0.12595,81,0.13412,134,1.00074,90,0.31649,206,1.83176
ENSG00000116741,RGS2,259,1.60377,43,-2.0169,45,-1.9779,40,-2.1334,90,-0.9248,206,0.39576
ENSG00000116750,UCHL5,108,0.46526,34,-1.5281,36,-1.4222,25,-1.9972,90,-0.0287,206,1.41167
ENSG00000023572,GLRX2,90,0.32996,21,-2.0643,17,-2.3348,25,-1.7581,90,0.18860,206,1.67357
ENSG00000134371,CDC73,34,-1.3662,36,-0.9180,45,-0.5546,64,-0.0020,90,0.56122,206,2.14486
ENSG00000151414,NEK7,69,-1.8499,34,-2.4218,76,-1.2550,71,-1.3528,861,3.37021,206,0.32475
ENSG00000118200,CAMSAP2,198,-0.4211,102,-1.3053,58,-2.1486,71,-1.8417,889,2.52975,206,-0.2104
ENSG00000116857,TMEM9,248,1.13366,61,-1.6165,53,-1.8274,155,-0.1809,90,-1.0229,206,0.28887
ENSG00000174307,PHLDA3,107,-0.2619,73,-0.7692,223,1.07858,47,-1.4168,90,-0.4362,206,0.93915
ENSG00000159176,CSRP1,83,-2.3259,386,0.59751,799,1.97130,612,1.43094,90,-1.6926,206,-0.4260
ENSG00000134369,NAV1,28,-1.7452,55,-0.2534,66,0.03993,52,-0.3378,90,0.55062,206,2.13098
ENSG00000198700,IPO9,64,-0.3423,41,-0.9268,35,-1.1695,34,-1.1764,90,0.33047,206,1.84927
ENSG00000198892,SHISA4,164,0.03300,107,-0.6608,230,0.57454,171,0.08116,90,-0.9256,206,0.39491
ENSG00000134375,TIMM17A,164,0.78122,63,-1.0764,55,-1.2827,63,-1.0941,90,-0.5352,206,0.82734
ENSG00000170075,GPR37L1,15,-3.6571,117,-0.0191,216,1.01769,377,2.11590,90,-0.4404,206,0.93447
ENSG00000143862,ARL8A,181,0.17117,117,-0.5876,327,1.11963,64,-1.5112,90,-0.9968,206,0.31727
ENSG00000077157,PPP1R12B,20,-2.2355,43,-0.5704,60,-0.0433,76,0.33705,90,0.62981,206,2.23547
ENSG00000117153,KLHL12,100,0.46619,13,-2.7528,32,-1.4966,19,-2.2811,90,0.10454,206,1.57129
ENSG00000159346,ADIPOR1,51,-0.7560,39,-0.9241,42,-0.7892,51,-0.5059,90,0.41128,206,1.95130
ENSG00000159348,CYB5R1,282,0.13963,41,-2.8413,27,-3.4586,139,-1.0327,868,2.16925,206,-0.4154
ENSG00000163444,TMEM183A,105,0.17915,42,-1.3040,48,-1.1144,76,-0.4071,90,-0.1351,206,1.28613
ENSG00000058668,ATP2B4,222,0.82654,63,-1.5086,8,-4.4953,257,0.70906,90,-0.9774,206,0.33842
ENSG00000182004,SNRPE,116,0.02410,49,-1.3231,116,0.01952,107,-0.1030,90,-0.3846,206,0.99787
ENSG00000143850,PLEKHA6,57,-0.3868,32,-1.1309,3,-4.3063,42,-0.7185,90,0.48574,206,2.04670
ENSG00000170382,LRRN2,74,0.02063,17,-2.2424,11,-2.7787,39,-0.9818,90,0.33984,206,1.86102
ENSG00000163531,NFASC,129,-0.1334,128,-0.0925,206,0.70280,75,-0.9355,90,-0.6471,206,0.70214
ENSG00000184144,CNTN2,48,-2.5907,187,0.02278,978,3.51703,4,-5.6077,90,-1.1186,206,0.18532
ENSG00000133059,DSTYK,85,-0.3360,72,-0.4796,121,0.35780,47,-1.1438,90,-0.1237,206,1.29950
ENSG00000133069,TMCC2,32,-1.8788,94,0.24217,185,1.43488,25,-1.8158,90,0.17201,206,1.65327
ENSG00000117266,CDK18,46,-2.1437,64,-1.1718,665,3.26382,5,-4.7435,90,-0.6406,206,0.70928
ENSG00000069275,NUCKS1,243,-0.9035,542,0.67953,699,1.13443,650,1.00115,177,-1.1160,206,-0.8786
ENSG00000266028,SRGAP2,45,-0.7721,44,-0.5770,13,-2.3597,36,-0.8899,90,0.57782,206,2.16666
ENSG00000196352,CD55,148,0.86502,32,-1.8807,33,-1.8616,43,-1.4471,90,-0.3308,206,1.05942
ENSG00000117335,CD46,96,0.01421,27,-1.9065,76,-0.3739,77,-0.3487,90,-0.0987,206,1.32888
ENSG00000008118,CAMK1G,87,0.46073,17,-2.2553,0,-8.1053,3,-4.4425,90,0.32267,206,1.83950
ENSG00000117625,RCOR3,52,-0.7020,26,-1.5349,42,-0.8194,61,-0.2257,90,0.40359,206,1.94152
ENSG00000123684,LPGAT1,54,-0.8143,35,-1.2211,102,0.47119,41,-0.9879,90,0.26617,206,1.76912
ENSG00000066027,PPP2R5A,22,-2.1230,62,-0.0383,37,-0.8585,88,0.54385,90,0.58107,206,2.17094
ENSG00000117691,NENF,249,-0.1261,201,-0.4190,608,1.47726,252,-0.0575,90,-1.6470,206,-0.3780
ENSG00000117697,NSL1,31,-1.6157,43,-0.6838,87,0.44464,48,-0.5127,90,0.50413,206,2.07046
ENSG00000143499,SMYD2,55,-0.4060,25,-1.4407,31,-1.1220,11,-2.6149,90,0.53935,206,2.11626
ENSG00000143353,LYPLAL1,62,-0.4719,19,-2.0496,65,-0.2440,49,-0.6635,90,0.29237,206,1.80168
ENSG00000136628,EPRS,102,-0.1340,86,-0.3510,114,0.10524,61,-0.8848,90,-0.2776,206,1.12060
ENSG00000067704,IARS2,61,-0.6832,27,-1.7056,58,-0.5420,110,0.49195,90,0.15703,206,1.63500
ENSG00000118873,RAB3GAP2,102,0.09545,51,-1.0332,89,-0.1586,42,-1.3087,90,-0.1493,206,1.26956
ENSG00000116141,MARK1,69,-0.0053,22,-1.7239,12,-2.6262,16,-2.2317,90,0.43208,206,1.97781
ENSG00000154305,MIA3,67,-0.4524,55,-0.6168,36,-1.2654,73,-0.1703,90,0.17454,206,1.65636
ENSG00000186063,AIDA,83,-0.2197,55,-0.7734,54,-0.8025,77,-0.2628,90,-0.0076,206,1.43666
ENSG00000143502,SUSD4,70,-0.0771,27,-1.5056,20,-1.9899,27,-1.4961,90,0.35739,206,1.88309
ENSG00000162909,CAPN2,62,-2.0726,50,-1.9096,103,-0.8250,83,-1.1644,876,3.33444,206,0.27760
ENSG00000143514,TP53BP2,17,-2.4916,32,-1.0146,60,-0.0410,100,0.80765,90,0.61927,206,2.22146
ENSG00000143753,DEGS1,120,0.16306,28,-2.1141,147,0.42722,66,-0.8421,90,-0.3670,206,1.01800
ENSG00000143771,CNIH4,49,-0.7952,25,-1.5541,44,-0.6937,58,-0.2687,90,0.44507,206,1.99442
ENSG00000162923,WDR26,58,-0.6730,54,-0.5663,52,-0.6108,59,-0.4158,90,0.25559,206,1.75601
ENSG00000154380,ENAH,82,-0.9677,130,0.05539,156,0.35420,221,0.95407,90,-0.5288,206,0.83460
ENSG00000143742,SRP9,244,0.31320,137,-0.7225,234,0.12413,312,0.60101,90,-1.3678,206,-0.0820
ENSG00000143819,EPHX1,49,-1.2597,81,-0.1016,43,-1.0843,165,1.09688,90,0.05888,206,1.51628
ENSG00000196187,TMEM63A,6,-4.4973,48,-0.8936,391,3.03660,9,-3.3377,90,0.08285,206,1.54512
ENSG00000143811,PYCR2,66,-0.6776,29,-1.7173,88,-0.0103,119,0.48410,90,0.02478,206,1.47541
ENSG00000163041,H3F3A,119,-1.3832,175,-0.4032,569,1.64238,510,1.42808,90,-1.4211,206,-0.1389
ENSG00000182827,ACBD3,44,-0.9938,39,-0.8806,33,-1.1432,71,0.06752,90,0.45412,206,2.00601
ENSG00000143799,PARP1,114,-0.2848,95,-0.4776,170,0.47401,133,0.06737,90,-0.5560,206,0.80397
ENSG00000143772,ITPKB,20,-3.0849,122,0.20969,238,1.38828,226,1.28869,90,-0.2783,206,1.11982
ENSG00000143776,CDC42BPA,66,-0.9193,84,-0.2570,104,0.08502,140,0.58506,90,-0.1483,206,1.27073
ENSG00000143740,SNAP47,61,-0.2140,24,-1.5488,2,-5.0580,33,-1.0913,90,0.49324,206,2.05637
ENSG00000143761,ARF1,409,-0.2244,119,-2.0292,193,-1.3114,206,-1.2122,1663,2.49462,206,-1.2058
ENSG00000162910,MRPL55,153,0.50112,54,-1.3434,65,-1.0637,126,-0.0338,90,-0.5602,206,0.79921
ENSG00000143774,GUK1,390,0.51859,206,-0.7164,458,0.57136,400,0.34457,90,-1.9694,206,-0.7159
ENSG00000198835,GJC2,1,-6.5417,30,-1.5268,396,3.24422,0,-7.8172,90,0.17798,206,1.66057
ENSG00000168159,RNF187,531,1.39305,213,-0.7786,188,-0.9683,313,-0.1741,90,-2.0737,206,-0.8245
ENSG00000116574,RHOU,6,-5.3309,47,-1.8415,293,1.08640,32,-2.4119,792,3.38456,206,0.47311
ENSG00000168118,RAB4A,140,0.27578,74,-0.8381,96,-0.4366,111,-0.2124,90,-0.5365,206,0.82584
ENSG00000135744,AGT,37,-4.0535,146,-1.4172,97,-2.0355,1864,3.38969,820,1.41257,206,-0.8961
ENSG00000119280,C1orf198,2,-6.1584,72,-0.3002,238,1.79982,169,1.13727,90,0.05572,206,1.51248
ENSG00000173409,ARV1,48,-0.7148,23,-1.6343,63,-0.0656,16,-2.1188,90,0.51809,206,2.08857
ENSG00000116906,GNPAT,67,-0.2847,25,-1.6816,56,-0.4525,29,-1.4586,90,0.30237,206,1.81413
ENSG00000135766,EGLN1,63,-0.6944,42,-1.0867,90,0.08986,84,-0.0205,90,0.09251,206,1.55677
ENSG00000116918,TSNAX,109,0.13172,56,-0.9522,58,-0.9102,85,-0.3075,90,-0.2218,206,1.18510
ENSG00000135778,NTPCR,91,0.01363,41,-1.2450,98,0.12713,16,-2.6138,90,-0.0095,206,1.43447
ENSG00000168275,COA6,71,-0.1570,16,-2.3438,27,-1.5786,54,-0.5097,90,0.29642,206,1.80672
ENSG00000168264,IRF2BP2,63,-0.8945,52,-0.9131,84,-0.1666,153,0.84161,90,-0.0516,206,1.38450
ENSG00000173726,TOMM20,397,0.19520,219,-0.8271,263,-0.5416,175,-1.1651,872,1.50646,206,-0.9149
ENSG00000054267,ARID4B,41,-1.7896,102,0.06500,215,1.36587,102,0.06695,90,-0.1295,206,1.29278
ENSG00000168243,GNG4,158,-0.6921,46,-2.3166,49,-2.2347,101,-1.1562,878,2.75473,206,-0.0494
ENSG00000116977,LGALS8,76,-0.1357,19,-2.1451,78,-0.0367,23,-1.9175,90,0.19157,206,1.67720
ENSG00000182901,RGS7,61,-0.1429,13,-2.3564,5,-3.7750,23,-1.5737,90,0.54431,206,2.12274
ENSG00000091483,FH,56,-0.7020,19,-2.0939,59,-0.3797,81,0.10725,90,0.28974,206,1.79840
