ensg	gene_name	chr	Outcome	Region	SxG_beta	SxG_SE	SxG_p	fem_beta	fem_SE	fem_p	fem_fdr	male_beta	male_SE	male_p	male_fdr	model
ENSG00000135945	REV1	2	Tangles	PCC	-0.295388958	0.087387447	0.000799358	0.325508047	0.0647968	1.18E-06	0.003554095	0.03037305	0.058659004	0.605210293	0.899712427	e4adj
ENSG00000144339	TMEFF2	2	Tangles	PCC	-0.177926974	0.087841469	0.043509742	0.263499183	0.069898793	0.000218701	0.03941757	0.083467797	0.055628329	0.135165282	0.610897291	e4adj
ENSG00000068878	PSME4	2	Tangles	CN	0.222536777	0.079899684	0.005565052	-0.213731717	0.053421761	8.48E-05	0.017286729	0.006087725	0.06000972	0.919283204	0.969222175	e4adj
ENSG00000115392	FANCL	2	Tangles	CN	0.277435995	0.07923034	0.000506448	-0.227664662	0.063317951	0.000395061	0.031889083	0.05141006	0.049398346	0.299073041	0.602413753	e4adj
ENSG00000115816	CEBPZ	2	Tangles	CN	0.236519986	0.079172088	0.002960279	-0.195600632	0.054904639	0.000445308	0.032740657	0.045433157	0.057126192	0.427234468	0.707989675	e4adj
ENSG00000115919	KYNU	2	Tangles	CN	0.162389604	0.078236599	0.038470996	-0.223092458	0.058628435	0.000181124	0.021995156	-0.06205453	0.052288841	0.23651894	0.541013306	e4adj
ENSG00000127838	PNKD	2	Tangles	CN	-0.196041362	0.079391619	0.013891588	0.030187853	0.055708682	0.588413648	0.811059854	-0.18186063	0.056689126	0.001522512	0.046414443	e4adj
ENSG00000144029	MRPS5	2	Tangles	CN	0.156334367	0.078541787	0.047117675	0.030562885	0.059876049	0.610229339	0.824525507	0.192225477	0.052139653	0.000282112	0.02142979	e4adj
ENSG00000155657	TTN	2	Tangles	CN	0.200437531	0.078833779	0.011324244	-0.21015684	0.056244202	0.000234747	0.026294829	-0.005299738	0.056091926	0.924805935	0.970940341	e4adj
ENSG00000184924	PTRHD1	2	Tangles	CN	-0.182815254	0.078434101	0.020184425	0.220912612	0.05865586	0.000209907	0.024121781	0.037625166	0.053822597	0.485206512	0.748591287	e4adj
ENSG00000232034		2	Tangles	CN	0.253397264	0.079038352	0.00143743	-0.028879752	0.058419407	0.62152335	0.831434154	0.23641604	0.053209174	1.37E-05	0.004534934	e4adj
ENSG00000236283		2	Tangles	CN	0.166119416	0.08018936	0.03884759	0.007203938	0.06055256	0.905401629	0.96590901	0.173438936	0.052650222	0.001139459	0.040529917	e4adj
ENSG00000008952	SEC62	3	Tangles	DLPFC	-0.185487717	0.070997926	0.009207598	0.149013384	0.051589904	0.004150788	0.048745368	-0.041862284	0.048993914	0.39353492	0.68977713	e4adj
ENSG00000069849	ATP1B3	3	Tangles	DLPFC	0.143328197	0.070681249	0.043013718	0.013447157	0.053979473	0.803439746	0.903389483	0.159823146	0.046808517	0.000726021	0.027611655	e4adj
ENSG00000075975	MKRN2	3	Tangles	DLPFC	0.17287502	0.072277163	0.017066221	-0.146930144	0.049919626	0.003497949	0.044826614	0.028616846	0.051933607	0.58201955	0.815830029	e4adj
ENSG00000080822	CLDND1	3	Tangles	DLPFC	-0.158192459	0.072333905	0.02912336	0.14388429	0.049974605	0.004271414	0.049819557	-0.013058123	0.052618765	0.804174482	0.924630198	e4adj
ENSG00000114439	BBX	3	Tangles	DLPFC	-0.15722915	0.071261268	0.027729565	0.155316739	0.051145244	0.002599049	0.039323021	-0.006249918	0.049680023	0.899970669	0.965062036	e4adj
ENSG00000114573	ATP6V1A	3	Tangles	DLPFC	0.190603317	0.07100232	0.007461958	-0.160929201	0.05208855	0.002190684	0.035313416	0.028412719	0.048454647	0.558056939	0.799039577	e4adj
ENSG00000114686	MRPL3	3	Tangles	DLPFC	0.152688151	0.070519397	0.03075983	-0.192926953	0.051463304	0.000212754	0.011322309	-0.039200344	0.048487003	0.419451621	0.707379574	e4adj
ENSG00000134108	ARL8B	3	Tangles	DLPFC	0.164443709	0.071628898	0.022027155	-0.14295522	0.049642338	0.004264099	0.049790835	0.022444091	0.051066898	0.660608847	0.856891622	e4adj
ENSG00000144635	DYNC1LI1	3	Tangles	DLPFC	0.159469347	0.071025563	0.025110195	-0.174073304	0.053547093	0.001280243	0.027702564	-0.014941727	0.0471422	0.751498984	0.903262636	e4adj
ENSG00000144730	IL17RD	3	Tangles	DLPFC	-0.213398162	0.070630492	0.002622062	0.047928942	0.054064364	0.376042421	0.593519015	-0.164098295	0.046127926	0.000434216	0.021757923	e4adj
ENSG00000144746	ARL6IP5	3	Tangles	DLPFC	0.163245955	0.070929869	0.021699382	-0.154739066	0.051256812	0.002753341	0.040522262	0.011100657	0.049068442	0.821176106	0.932259393	e4adj
ENSG00000144893	MED12L	3	Tangles	DLPFC	0.220808044	0.070734582	0.00188352	-0.232389823	0.054348868	2.55E-05	0.00459798	-0.01295782	0.046104251	0.778859575	0.915141204	e4adj
ENSG00000151093	OXSM	3	Tangles	DLPFC	0.168381733	0.071470249	0.018789862	-0.17386166	0.049894946	0.000565702	0.018240997	-0.004428986	0.050886979	0.930700403	0.975696532	e4adj
ENSG00000162244	RPL29	3	Tangles	DLPFC	-0.161873553	0.071552007	0.024029163	-0.004856252	0.052115399	0.925820022	0.966252548	-0.165673622	0.048848814	0.000787209	0.028798641	e4adj
ENSG00000163389	POGLUT1	3	Tangles	DLPFC	0.194159667	0.071291475	0.006645388	-0.045187352	0.052526473	0.390318411	0.607286153	0.150652001	0.048144462	0.00192313	0.045994096	e4adj
ENSG00000163428	LRRC58	3	Tangles	DLPFC	-0.147723205	0.071620603	0.039575364	0.168737066	0.050240906	0.000883614	0.022602254	0.019117841	0.05070182	0.706388979	0.880701134	e4adj
ENSG00000163590	PPM1L	3	Tangles	DLPFC	0.158613975	0.071142907	0.026143124	-0.186851229	0.050423732	0.000250619	0.01230556	-0.028179939	0.050795462	0.579458028	0.813975611	e4adj
ENSG00000163618	CADPS	3	Tangles	DLPFC	0.176837629	0.071933215	0.014234664	-0.146988935	0.050739368	0.004042717	0.048205099	0.02879465	0.050650471	0.5701185	0.808097454	e4adj
ENSG00000163634	THOC7	3	Tangles	DLPFC	0.147581982	0.070460936	0.036625475	-0.206130621	0.05217937	9.71E-05	0.008133108	-0.055498266	0.047985512	0.248358995	0.564775522	e4adj
ENSG00000163686	ABHD6	3	Tangles	DLPFC	0.164189546	0.071175329	0.02139883	-0.005527069	0.05300171	0.91701561	0.961616502	0.160751494	0.047751195	0.000859307	0.030399539	e4adj
ENSG00000163785	RYK	3	Tangles	DLPFC	-0.18381643	0.070763628	0.00961404	0.168732027	0.052718835	0.001516932	0.029699475	-0.015647975	0.047885651	0.74406071	0.899583046	e4adj
ENSG00000163882	POLR2H	3	Tangles	DLPFC	0.184637522	0.071789711	0.010349145	-0.018324832	0.050920451	0.719193737	0.855331734	0.171752086	0.050682177	0.000794541	0.028824463	e4adj
ENSG00000163938	GNL3	3	Tangles	DLPFC	0.153806414	0.070677981	0.029926476	-0.178342997	0.050325648	0.000456644	0.016426681	-0.022630415	0.049459326	0.64759824	0.849363765	e4adj
ENSG00000163939	PBRM1	3	Tangles	DLPFC	-0.18535029	0.071720958	0.009988184	0.199457427	0.04855441	5.14E-05	0.006231849	0.005843013	0.052693239	0.911778855	0.96948135	e4adj
ENSG00000164053	ATRIP	3	Tangles	DLPFC	-0.149854534	0.070911451	0.034983751	-0.009019436	0.053022566	0.86504061	0.935617985	-0.15831887	0.047259291	0.000909992	0.031523223	e4adj
ENSG00000164068	RNF123	3	Tangles	DLPFC	0.168848284	0.071040077	0.017770923	-0.162350555	0.052167257	0.002034644	0.033884945	0.007311746	0.048274333	0.879711432	0.95669738	e4adj
ENSG00000164087	POC1A	3	Tangles	DLPFC	0.217849154	0.071868195	0.002538841	-0.173492859	0.057120239	0.002594457	0.039323021	0.04715006	0.045008696	0.295665855	0.60954943	e4adj
ENSG00000172667	ZMAT3	3	Tangles	DLPFC	0.165640123	0.071412122	0.020697462	-0.005041578	0.051666506	0.92233093	0.964083233	0.16077925	0.049003289	0.001154774	0.034985149	e4adj
ENSG00000174007	CEP19	3	Tangles	DLPFC	0.14401423	0.071544763	0.044561407	0.042347485	0.050820186	0.405342739	0.620563868	0.184485041	0.05003992	0.000268924	0.017142229	e4adj
ENSG00000174738	NR1D2	3	Tangles	DLPFC	0.174109956	0.07113689	0.014664623	0.000160042	0.051649758	0.997529715	0.998693666	0.176298299	0.049078421	0.00038232	0.020804764	e4adj
ENSG00000182580	EPHB3	3	Tangles	DLPFC	0.223118998	0.070759721	0.001694268	-0.176224611	0.053247271	0.001047243	0.024648348	0.048024774	0.047315737	0.310919997	0.62374068	e4adj
ENSG00000185798	WDR53	3	Tangles	DLPFC	0.19501339	0.070667393	0.005961092	-0.1818113	0.05005651	0.000329995	0.01436318	0.015035669	0.049674143	0.762336154	0.908530563	e4adj
ENSG00000189058	APOD	3	Tangles	DLPFC	-0.144439934	0.071774316	0.044614911	0.167209387	0.051172754	0.001209479	0.026841447	0.021121905	0.051268806	0.680641819	0.868405525	e4adj
ENSG00000196542	SPTSSB	3	Tangles	DLPFC	0.180452954	0.0710559	0.011345285	-0.168619261	0.050034732	0.000848878	0.022324429	0.012907757	0.050169498	0.797134394	0.922463926	e4adj
ENSG00000230409	TCEA1P2	3	Tangles	DLPFC	-0.194796442	0.071058381	0.006297948	0.154756917	0.052595205	0.003508058	0.044826614	-0.044296346	0.048183341	0.358652344	0.664225358	e4adj
ENSG00000231249	ITPR1-DT	3	Tangles	DLPFC	0.158101697	0.070618511	0.02552783	-0.178856496	0.051951112	0.000656792	0.01973218	-0.017469883	0.048976216	0.721562833	0.888555434	e4adj
ENSG00000239381		3	Tangles	DLPFC	-0.166478181	0.071463306	0.020154799	0.015313976	0.051482538	0.766319466	0.883133677	-0.152740721	0.049158869	0.002067894	0.04762593	e4adj
ENSG00000280173		3	Tangles	DLPFC	0.226641164	0.071053106	0.001497015	-0.160012521	0.052671167	0.002589238	0.039291568	0.067657089	0.047911336	0.158934164	0.456594697	e4adj
ENSG00000016864	GLT8D1	3	Tangles	PCC	0.200693096	0.088068461	0.023231253	-0.269463193	0.067013864	8.38E-05	0.025818177	-0.060168555	0.057694246	0.298332948	0.752668555	e4adj
ENSG00000144566	RAB5A	3	Tangles	PCC	0.200175087	0.087686569	0.022991014	-0.26093961	0.06897433	0.00020803	0.038244323	-0.056123992	0.056362793	0.320638386	0.761873606	e4adj
ENSG00000169964	TMEM42	3	Tangles	PCC	0.299759034	0.087716496	0.000700689	-0.262139499	0.067226335	0.000134134	0.031214054	0.042379428	0.05682612	0.456730625	0.836229192	e4adj
ENSG00000170142	UBE2E1	3	Tangles	PCC	0.238560105	0.089013316	0.007681414	-0.240158732	0.063798759	0.000223146	0.039828329	-0.004371745	0.061445077	0.943354541	0.992270903	e4adj
ENSG00000172667	ZMAT3	3	Tangles	PCC	0.276075421	0.089446887	0.002173976	-0.243092498	0.064163642	0.000203806	0.038232412	0.034577577	0.061196613	0.572727253	0.886357295	e4adj
ENSG00000173230	GOLGB1	3	Tangles	PCC	-0.210956792	0.088948626	0.018205537	0.279252635	0.06264476	1.42E-05	0.012078283	0.069224708	0.062568176	0.269964672	0.73125484	e4adj
ENSG00000181061	HIGD1A	3	Tangles	PCC	0.303207625	0.086349917	0.00049935	-0.377819065	0.069006416	1.39E-07	0.000637355	-0.074661088	0.053898869	0.16762191	0.648495446	e4adj
ENSG00000198843	SELENOT	3	Tangles	PCC	0.190229258	0.088164916	0.031580985	-0.263683189	0.064358084	6.21E-05	0.023235076	-0.073766635	0.059797944	0.218884582	0.691523312	e4adj
ENSG00000003756	RBM5	3	Tangles	CN	0.254953363	0.079424182	0.001417915	-0.215897858	0.062646093	0.000674033	0.040553044	0.038144696	0.049803452	0.444501635	0.721451453	e4adj
ENSG00000076242	MLH1	3	Tangles	CN	0.161595576	0.079823602	0.043491969	-0.214060011	0.053368913	8.15E-05	0.017286729	-0.05493915	0.061511743	0.372691113	0.664745333	e4adj
ENSG00000114270	COL7A1	3	Tangles	CN	0.210199361	0.078630432	0.007772679	-0.228905107	0.05630892	6.57E-05	0.016349779	-0.012608209	0.054887767	0.818517786	0.928002045	e4adj
ENSG00000145191	EIF2B5	3	Tangles	CN	0.205688746	0.079770943	0.010225775	-0.009949267	0.05598932	0.859113465	0.947074596	0.203066118	0.057236764	0.000468861	0.026766187	e4adj
ENSG00000160799	CCDC12	3	Tangles	CN	-0.212265997	0.07838244	0.0070136	0.195424204	0.057425373	0.00078417	0.042728949	-0.024490407	0.053651202	0.648470392	0.848220664	e4adj
ENSG00000163512	AZI2	3	Tangles	CN	0.196923152	0.078058763	0.011972915	-0.253732329	0.05922187	2.69E-05	0.013162288	-0.065631939	0.051810737	0.206494003	0.509681673	e4adj
ENSG00000047315	POLR2B	4	Tangles	DLPFC	0.163730409	0.07127514	0.021947417	-0.1549369	0.052032602	0.003138758	0.043008787	0.010310431	0.04882412	0.832892244	0.9368025	e4adj
ENSG00000061918	GUCY1B1	4	Tangles	DLPFC	0.171698273	0.070973662	0.015846916	-0.158237601	0.050957361	0.00208066	0.034219468	0.012551113	0.049506168	0.800032954	0.923505413	e4adj
ENSG00000064042	LIMCH1	4	Tangles	DLPFC	-0.15630752	0.06998157	0.025874289	0.233442718	0.052208844	1.10E-05	0.003686073	0.076533501	0.047003935	0.10451072	0.36914436	e4adj
ENSG00000071205	ARHGAP10	4	Tangles	DLPFC	-0.161505205	0.070524997	0.022359361	0.204056127	0.052475568	0.000123944	0.008973833	0.038006214	0.048157659	0.430607897	0.715599799	e4adj
ENSG00000083896	YTHDC1	4	Tangles	DLPFC	-0.149530069	0.072657606	0.040013496	0.144612914	0.048174913	0.00290692	0.04144129	-0.008904804	0.053590874	0.868139378	0.953113339	e4adj
ENSG00000109184	DCUN1D4	4	Tangles	DLPFC	0.177703758	0.070301054	0.011730829	-0.203282434	0.052494859	0.000132044	0.009246898	-0.021255362	0.047652496	0.655879166	0.85419263	e4adj
ENSG00000109475	RPL34	4	Tangles	DLPFC	-0.18587601	0.071813168	0.009874133	0.153708974	0.05194679	0.003330053	0.043974471	-0.033132593	0.049512433	0.503890296	0.765587522	e4adj
ENSG00000138778	CENPE	4	Tangles	DLPFC	-0.148700426	0.071151165	0.037038305	-0.002440038	0.055324145	0.964850241	0.985756498	-0.152960663	0.04600983	0.000994123	0.032532998	e4adj
ENSG00000145242	EPHA5	4	Tangles	DLPFC	0.187284859	0.070342145	0.007961205	-0.200291115	0.053059178	0.000192614	0.010755544	-0.013752731	0.046898519	0.769535385	0.911788146	e4adj
ENSG00000150625	GPM6A	4	Tangles	DLPFC	-0.161794922	0.070859556	0.022754652	-0.047816131	0.050921563	0.348470774	0.56805191	-0.210449353	0.04865273	2.07E-05	0.004412833	e4adj
ENSG00000151790	TDO2	4	Tangles	DLPFC	0.236095001	0.071340076	0.000989941	-0.180426114	0.056517053	0.001559118	0.029832756	0.058854518	0.045137642	0.193257569	0.501484024	e4adj
ENSG00000153012	LGI2	4	Tangles	DLPFC	0.159439693	0.071522019	0.026161367	-0.161161334	0.054565782	0.003387676	0.044275268	-0.001643469	0.0473159	0.972314663	0.989390816	e4adj
ENSG00000159674	SPON2	4	Tangles	DLPFC	-0.140862387	0.070557385	0.04633189	-0.071231931	0.052158819	0.173054277	0.375648382	-0.215302069	0.04769832	9.11E-06	0.002705657	e4adj
ENSG00000163950	SLBP	4	Tangles	DLPFC	0.143478427	0.071682503	0.04577208	-0.159217018	0.049046823	0.001300485	0.027776741	-0.013568499	0.051730992	0.793275867	0.920454124	e4adj
ENSG00000164038	SLC9B2	4	Tangles	DLPFC	0.171835858	0.070824527	0.015545888	-0.178595528	0.05255179	0.000768311	0.021132065	-0.007823878	0.047703465	0.869831713	0.953678049	e4adj
ENSG00000164305	CASP3	4	Tangles	DLPFC	-0.14766328	0.071189536	0.038477089	0.18076699	0.050589901	0.000410141	0.015573509	0.032212374	0.050059153	0.520393786	0.776319943	e4adj
ENSG00000168214	RBPJ	4	Tangles	DLPFC	-0.148000746	0.070562847	0.036366355	0.199083506	0.052970112	0.000205118	0.011091309	0.049729122	0.047157292	0.292474387	0.606419677	e4adj
ENSG00000168538	TRAPPC11	4	Tangles	DLPFC	0.142842997	0.071812553	0.047135393	-0.18813178	0.048476516	0.000127745	0.009081281	-0.046070751	0.052308794	0.37915118	0.67873821	e4adj
ENSG00000170522	ELOVL6	4	Tangles	DLPFC	0.195075385	0.071296342	0.006397807	-0.161239675	0.050882979	0.001686855	0.031093095	0.033379364	0.04985014	0.503624764	0.765472011	e4adj
ENSG00000171566	PLRG1	4	Tangles	DLPFC	-0.150442114	0.07095821	0.034396379	-0.001933852	0.053312675	0.97108795	0.98873673	-0.152861603	0.047526223	0.001438169	0.039192972	e4adj
ENSG00000249307	LINC01088	4	Tangles	DLPFC	-0.140469908	0.071372871	0.049507474	0.195346833	0.048152623	6.33E-05	0.006812231	0.055951447	0.052163054	0.284289699	0.597884823	e4adj
ENSG00000269893	SNHG8	4	Tangles	DLPFC	-0.164405573	0.071335088	0.02151862	-0.016287521	0.052244827	0.75544208	0.878026032	-0.182458234	0.048398986	0.00019621	0.014327528	e4adj
ENSG00000279013		4	Tangles	DLPFC	0.231079893	0.070795721	0.001159789	-0.188036259	0.055443342	0.000787363	0.021457216	0.044501136	0.045044033	0.323964069	0.634052998	e4adj
ENSG00000288563		4	Tangles	DLPFC	0.220385664	0.070670902	0.001903535	-0.056111779	0.053226091	0.29262409	0.511882456	0.166347598	0.046717447	0.000429081	0.021691461	e4adj
ENSG00000153064	BANK1	4	Tangles	PCC	-0.176987504	0.087684862	0.044246487	0.280501592	0.068960436	6.98E-05	0.024222793	0.104925039	0.055551164	0.060450209	0.501445918	e4adj
ENSG00000250317	SMIM20	4	Tangles	PCC	0.354033361	0.087528082	6.34E-05	-0.297786741	0.067279481	1.62E-05	0.012078283	0.061347662	0.056687351	0.280537687	0.740289897	e4adj
ENSG00000145244	CORIN	4	Tangles	CN	0.202480083	0.079908148	0.011602813	-0.025716827	0.056533066	0.64960556	0.847603863	0.185655045	0.056484658	0.001168262	0.040889493	e4adj
ENSG00000215375	MYL5	4	Tangles	CN	0.183135808	0.080369996	0.023134181	-0.25077676	0.064774735	0.000140508	0.020949603	-0.069984226	0.048567386	0.150923784	0.440993866	e4adj
ENSG00000248863		4	Tangles	CN	0.251715936	0.079031723	0.001543551	-0.103555587	0.063050441	0.101850952	0.360491842	0.157181427	0.049185555	0.001586332	0.04721906	e4adj
ENSG00000043143	JADE2	5	Tangles	DLPFC	0.151272201	0.069967516	0.031003614	0.083267988	0.052449465	0.11342314	0.292536994	0.23456969	0.046325406	7.15E-07	0.00065869	e4adj
ENSG00000086189	DIMT1	5	Tangles	DLPFC	-0.17202098	0.071109306	0.015850217	0.148999953	0.051546712	0.004123144	0.048528585	-0.02212517	0.048929264	0.651456866	0.851548613	e4adj
ENSG00000112992	NNT	5	Tangles	DLPFC	0.183978753	0.070529928	0.009316273	-0.216123876	0.051853531	4.01E-05	0.005467954	-0.02759705	0.048239495	0.567687759	0.80625723	e4adj
ENSG00000113327	GABRG2	5	Tangles	DLPFC	0.173878087	0.070873146	0.014431137	-0.176615049	0.051694737	0.000720957	0.020484971	-0.003692113	0.048558345	0.939441603	0.979029985	e4adj
ENSG00000113657	DPYSL3	5	Tangles	DLPFC	-0.172243518	0.071302133	0.015998445	0.169947951	0.051541096	0.001092233	0.02518621	-0.000175025	0.049634416	0.997188759	0.998965673	e4adj
ENSG00000123643	SLC36A1	5	Tangles	DLPFC	0.195082346	0.071057302	0.006221408	-0.037144304	0.052368406	0.478690926	0.681900112	0.156846873	0.047918634	0.00118598	0.035412929	e4adj
ENSG00000132570	PCBD2	5	Tangles	DLPFC	-0.20325624	0.071607658	0.004683885	0.047871673	0.051004929	0.348699356	0.568153514	-0.155755753	0.050210965	0.00210243	0.047898952	e4adj
ENSG00000134057	CCNB1	5	Tangles	DLPFC	0.19436024	0.070656872	0.006122158	-0.154561643	0.05228477	0.00335977	0.04416445	0.039957209	0.047662346	0.402498935	0.69634537	e4adj
ENSG00000145721	LIX1	5	Tangles	DLPFC	-0.214441466	0.071240658	0.002719508	0.039980491	0.051949822	0.442137798	0.652661291	-0.173346529	0.048459341	0.000404017	0.021241346	e4adj
ENSG00000152620	NADK2	5	Tangles	DLPFC	-0.145355445	0.071057563	0.041224005	0.153847219	0.051571545	0.003084581	0.042470776	0.010354641	0.049069117	0.833011835	0.9368025	e4adj
ENSG00000152669	CCNO	5	Tangles	DLPFC	0.177674489	0.070915206	0.01248903	-0.156457985	0.052926793	0.003360086	0.04416445	0.020075916	0.047812386	0.674862817	0.865833529	e4adj
ENSG00000152932	RAB3C	5	Tangles	DLPFC	0.151989528	0.071420613	0.033729842	-0.159008982	0.050200714	0.001694557	0.031201397	-0.009104402	0.050772084	0.857806645	0.949556392	e4adj
ENSG00000153006	SREK1IP1	5	Tangles	DLPFC	-0.152032391	0.071287378	0.033350516	0.158506928	0.050603938	0.001903903	0.032861932	0.002606921	0.050116274	0.958548942	0.985482899	e4adj
ENSG00000155858	LSM11	5	Tangles	DLPFC	0.176944903	0.070912645	0.012849969	-0.153077639	0.051143604	0.002988936	0.041968232	0.022894339	0.049145826	0.641660008	0.84690596	e4adj
ENSG00000164209	SLC25A46	5	Tangles	DLPFC	0.201976376	0.070720098	0.004436224	-0.202460864	0.050972825	8.91E-05	0.00790638	0.001808199	0.049070208	0.970629406	0.988977022	e4adj
ENSG00000164219	PGGT1B	5	Tangles	DLPFC	-0.202800029	0.070804892	0.004324319	0.191583948	0.050795952	0.000195007	0.010810323	-0.014113094	0.049568204	0.776051987	0.914298842	e4adj
ENSG00000164330	EBF1	5	Tangles	DLPFC	-0.208256932	0.071791738	0.00385567	0.199609462	0.04975451	7.59E-05	0.007378642	-0.008195894	0.0515821	0.873860829	0.954463665	e4adj
ENSG00000164347	GFM2	5	Tangles	DLPFC	0.215620428	0.071081276	0.002520653	-0.198495976	0.051588325	0.000145414	0.009502535	0.019381831	0.049382443	0.694975493	0.875482619	e4adj
ENSG00000165671	NSD1	5	Tangles	DLPFC	0.148840782	0.071060181	0.036620864	0.02054913	0.052172578	0.693955234	0.838195823	0.168595685	0.04880063	0.00062904	0.025778024	e4adj
ENSG00000170606	HSPA4	5	Tangles	DLPFC	0.170916263	0.071151461	0.016597087	0.014197754	0.051073297	0.781211302	0.891763051	0.185120787	0.049341734	0.000210228	0.014967328	e4adj
ENSG00000177556	ATOX1	5	Tangles	DLPFC	-0.144255068	0.070740523	0.041859146	-0.036500032	0.053492419	0.495545105	0.695628199	-0.181471898	0.046624567	0.000122124	0.010826845	e4adj
ENSG00000184845	DRD1	5	Tangles	DLPFC	0.169484931	0.070723256	0.016854713	0.004960649	0.052816788	0.925233338	0.966006406	0.174721347	0.047582308	0.000284257	0.017408946	e4adj
ENSG00000197043	ANXA6	5	Tangles	DLPFC	0.216892979	0.070926013	0.002325667	-0.205586624	0.053909918	0.000166004	0.010130407	0.011334622	0.046681796	0.808319405	0.926228321	e4adj
ENSG00000213585	VDAC1	5	Tangles	DLPFC	0.182746932	0.071024908	0.010317377	-0.187831034	0.050070544	0.000210735	0.011322309	-0.002817302	0.050144141	0.955232083	0.984353601	e4adj
