gene_id	rn	source	type	gene_version	gene_name	gene_type	gene_search	chr	dev_nobatch	rank_nobatch
ENSG00000131686	ENSG00000131686	HAVANA	gene	15	CA6	protein_coding	CA6; ENSG00000131686	chr1	177.055193894643	23740
ENSG00000142583	ENSG00000142583	HAVANA	gene	18	SLC2A5	protein_coding	SLC2A5; ENSG00000142583	chr1	14340.5955584632	10558
ENSG00000180758	ENSG00000180758	HAVANA	gene	12	GPR157	protein_coding	GPR157; ENSG00000180758	chr1	2243.56053755866	16531
ENSG00000228526	ENSG00000228526	HAVANA	gene	7	MIR34AHG	lncRNA	MIR34AHG; ENSG00000228526	chr1	2865.2892359857	15852
ENSG00000234546	ENSG00000234546	HAVANA	gene	4	LNCTAM34A	lncRNA	LNCTAM34A; ENSG00000234546	chr1	1123.12213205638	18499
ENSG00000049239	ENSG00000049239	HAVANA	gene	12	H6PD	protein_coding	H6PD; ENSG00000049239	chr1	18370.3313560569	9210
ENSG00000171621	ENSG00000171621	HAVANA	gene	14	SPSB1	protein_coding	SPSB1; ENSG00000171621	chr1	10826.1015344426	11777
ENSG00000284652	ENSG00000284652	HAVANA	gene	1	BX323043.1	lncRNA	BX323043.1; ENSG00000284652	chr1	1503.04813875866	17645
ENSG00000284693	ENSG00000284693	HAVANA	gene	1	LINC02606	lncRNA	LINC02606; ENSG00000284693	chr1	4854.29910196014	14355
ENSG00000171612	ENSG00000171612	HAVANA	gene	7	SLC25A33	protein_coding	SLC25A33; ENSG00000171612	chr1	40468.2898290761	4041
ENSG00000188807	ENSG00000188807	HAVANA	gene	13	TMEM201	protein_coding	TMEM201; ENSG00000188807	chr1	24108.9247625795	7531
ENSG00000171608	ENSG00000171608	HAVANA	gene	16	PIK3CD	protein_coding	PIK3CD; ENSG00000171608	chr1	11274.526055702	11608
ENSG00000231789	ENSG00000231789	HAVANA	gene	2	PIK3CD-AS2	lncRNA	PIK3CD-AS2; ENSG00000231789	chr1	1309.17668820133	18075
ENSG00000171603	ENSG00000171603	HAVANA	gene	17	CLSTN1	protein_coding	CLSTN1; ENSG00000171603	chr1	98374.7810767202	534
ENSG00000178585	ENSG00000178585	HAVANA	gene	15	CTNNBIP1	protein_coding	CTNNBIP1; ENSG00000178585	chr1	35815.5699559184	4852
ENSG00000223989	ENSG00000223989	HAVANA	gene	1	AL357140.1	lncRNA	AL357140.1; ENSG00000223989	chr1	527.20383448475	20649
ENSG00000285701	ENSG00000285701	HAVANA	gene	1	AL357140.4	lncRNA	AL357140.4; ENSG00000285701	chr1	43.3121129693315	27225
ENSG00000162441	ENSG00000162441	HAVANA	gene	12	LZIC	protein_coding	LZIC; ENSG00000162441	chr1	40261.3465656958	4084
ENSG00000228150	ENSG00000228150	HAVANA	gene	1	AL357140.2	lncRNA	AL357140.2; ENSG00000228150	chr1	738.6941584161	19666
ENSG00000173614	ENSG00000173614	HAVANA	gene	14	NMNAT1	protein_coding	NMNAT1; ENSG00000173614	chr1	15111.2113595501	10279
ENSG00000162444	ENSG00000162444	HAVANA	gene	12	RBP7	protein_coding	RBP7; ENSG00000162444	chr1	16668.2803105355	9757
ENSG00000130939	ENSG00000130939	HAVANA	gene	20	UBE4B	protein_coding	UBE4B; ENSG00000130939	chr1	39966.2496200065	4124
ENSG00000054523	ENSG00000054523	HAVANA	gene	17	KIF1B	protein_coding	KIF1B; ENSG00000054523	chr1	97489.2763384967	548
ENSG00000284735	ENSG00000284735	HAVANA	gene	1	AL139424.3	lncRNA	AL139424.3; ENSG00000284735	chr1	1113.21168598124	18531
ENSG00000284642	ENSG00000284642	HAVANA	gene	1	AL139424.2	lncRNA	AL139424.2; ENSG00000284642	chr1	14607.6820802112	10460
ENSG00000142657	ENSG00000142657	HAVANA	gene	21	PGD	protein_coding	PGD; ENSG00000142657	chr1	50476.6478068365	2738
ENSG00000271989	ENSG00000271989	HAVANA	gene	1	AL139424.1	lncRNA	AL139424.1; ENSG00000271989	chr1	44.4249138244639	27091
ENSG00000175279	ENSG00000175279	HAVANA	gene	22	CENPS	protein_coding	CENPS; ENSG00000175279	chr1	12550.3039702687	11142
ENSG00000241563	ENSG00000241563	HAVANA	gene	3	CORT	protein_coding	CORT; ENSG00000241563	chr1	9208.11272476668	12359
ENSG00000160049	ENSG00000160049	HAVANA	gene	12	DFFA	protein_coding	DFFA; ENSG00000160049	chr1	42014.9968581834	3804
ENSG00000203469	ENSG00000203469	HAVANA	gene	2	AL354956.1	lncRNA	AL354956.1; ENSG00000203469	chr1	86.072742109046	25650
ENSG00000142655	ENSG00000142655	HAVANA	gene	13	PEX14	protein_coding	PEX14; ENSG00000142655	chr1	25485.2715966188	7179
ENSG00000130940	ENSG00000130940	HAVANA	gene	15	CASZ1	protein_coding	CASZ1; ENSG00000130940	chr1	3691.43025994864	15127
ENSG00000272078	ENSG00000272078	HAVANA	gene	1	AL139423.1	lncRNA	AL139423.1; ENSG00000272078	chr1	610.404054266166	20232
ENSG00000175262	ENSG00000175262	HAVANA	gene	14	C1orf127	protein_coding	C1orf127; ENSG00000175262	chr1	738.370567018714	19668
ENSG00000120948	ENSG00000120948	HAVANA	gene	17	TARDBP	protein_coding	TARDBP; ENSG00000120948	chr1	45837.187268902	3263
ENSG00000009724	ENSG00000009724	HAVANA	gene	17	MASP2	protein_coding	MASP2; ENSG00000009724	chr1	50.6029007471714	26907
ENSG00000271895	ENSG00000271895	HAVANA	gene	2	AL109811.2	lncRNA	AL109811.2; ENSG00000271895	chr1	13675.322841354	10774
ENSG00000116649	ENSG00000116649	HAVANA	gene	10	SRM	protein_coding	SRM; ENSG00000116649	chr1	49011.8007276461	2904
ENSG00000171824	ENSG00000171824	HAVANA	gene	14	EXOSC10	protein_coding	EXOSC10; ENSG00000171824	chr1	25330.2327729459	7222
ENSG00000226849	ENSG00000226849	HAVANA	gene	1	AL109811.1	lncRNA	AL109811.1; ENSG00000226849	chr1	655.029420543924	20010
ENSG00000230337	ENSG00000230337	HAVANA	gene	1	EXOSC10-AS1	lncRNA	EXOSC10-AS1; ENSG00000230337	chr1	2250.10361276643	16523
ENSG00000198793	ENSG00000198793	HAVANA	gene	13	MTOR	protein_coding	MTOR; ENSG00000198793	chr1	34893.5827387804	5022
ENSG00000225602	ENSG00000225602	HAVANA	gene	5	MTOR-AS1	lncRNA	MTOR-AS1; ENSG00000225602	chr1	40.3211077006781	27684
ENSG00000171819	ENSG00000171819	HAVANA	gene	5	ANGPTL7	protein_coding	ANGPTL7; ENSG00000171819	chr1	1407.34199462801	17839
ENSG00000120942	ENSG00000120942	HAVANA	gene	13	UBIAD1	protein_coding	UBIAD1; ENSG00000120942	chr1	18326.9931951451	9220
ENSG00000284646	ENSG00000284646	HAVANA	gene	1	AL031291.1	lncRNA	AL031291.1; ENSG00000284646	chr1	482.312154288277	20883
ENSG00000204624	ENSG00000204624	HAVANA	gene	8	DISP3	protein_coding	DISP3; ENSG00000204624	chr1	11025.2600598444	11693
ENSG00000235643	ENSG00000235643	HAVANA	gene	2	LINC01647	lncRNA	LINC01647; ENSG00000235643	chr1	103.882602087768	25216
ENSG00000284708	ENSG00000284708	HAVANA	gene	1	AL031731.1	lncRNA	AL031731.1; ENSG00000284708	chr1	234.233261910867	22972
ENSG00000116661	ENSG00000116661	HAVANA	gene	11	FBXO2	protein_coding	FBXO2; ENSG00000116661	chr1	97546.0812702451	547
ENSG00000132879	ENSG00000132879	HAVANA	gene	14	FBXO44	protein_coding	FBXO44; ENSG00000132879	chr1	57363.5568374076	2089
ENSG00000116663	ENSG00000116663	HAVANA	gene	11	FBXO6	protein_coding	FBXO6; ENSG00000116663	chr1	12292.0828078685	11252
ENSG00000116670	ENSG00000116670	HAVANA	gene	15	MAD2L2	protein_coding	MAD2L2; ENSG00000116670	chr1	21656.1442085145	8189
ENSG00000162490	ENSG00000162490	HAVANA	gene	7	DRAXIN	protein_coding	DRAXIN; ENSG00000162490	chr1	1335.42004912015	18011
ENSG00000177674	ENSG00000177674	HAVANA	gene	16	AGTRAP	protein_coding	AGTRAP; ENSG00000177674	chr1	23563.2091356585	7663
ENSG00000215910	ENSG00000215910	HAVANA	gene	7	C1orf167	protein_coding	C1orf167; ENSG00000215910	chr1	1788.28060328839	17132
ENSG00000177000	ENSG00000177000	HAVANA	gene	12	MTHFR	protein_coding	MTHFR; ENSG00000177000	chr1	22984.0290488722	7819
ENSG00000011021	ENSG00000011021	HAVANA	gene	23	CLCN6	protein_coding	CLCN6; ENSG00000011021	chr1	59280.2070365608	1961
ENSG00000175206	ENSG00000175206	HAVANA	gene	10	NPPA	protein_coding	NPPA; ENSG00000175206	chr1	1428.05337370085	17788
ENSG00000120937	ENSG00000120937	HAVANA	gene	9	NPPB	protein_coding	NPPB; ENSG00000120937	chr1	1154.53145210491	18411
ENSG00000285646	ENSG00000285646	HAVANA	gene	2	AL021155.5	lncRNA	AL021155.5; ENSG00000285646	chr1	2870.99389280801	15845
ENSG00000116685	ENSG00000116685	HAVANA	gene	16	KIAA2013	protein_coding	KIAA2013; ENSG00000116685	chr1	38367.947171484	4410
ENSG00000083444	ENSG00000083444	HAVANA	gene	17	PLOD1	protein_coding	PLOD1; ENSG00000083444	chr1	34901.6672834279	5018
ENSG00000287384	ENSG00000287384	HAVANA	gene	1	AL096840.2	lncRNA	AL096840.2; ENSG00000287384	chr1	79.5012130562769	25868
ENSG00000116688	ENSG00000116688	HAVANA	gene	16	MFN2	protein_coding	MFN2; ENSG00000116688	chr1	63749.4141255277	1638
ENSG00000116691	ENSG00000116691	HAVANA	gene	11	MIIP	protein_coding	MIIP; ENSG00000116691	chr1	18997.8453711848	8995
ENSG00000120949	ENSG00000120949	HAVANA	gene	15	TNFRSF8	protein_coding	TNFRSF8; ENSG00000120949	chr1	306.685695185352	22225
ENSG00000028137	ENSG00000028137	HAVANA	gene	19	TNFRSF1B	protein_coding	TNFRSF1B; ENSG00000028137	chr1	14024.5285340295	10646
ENSG00000048707	ENSG00000048707	HAVANA	gene	15	VPS13D	protein_coding	VPS13D; ENSG00000048707	chr1	40576.7050492743	4025
ENSG00000229484	ENSG00000229484	HAVANA	gene	1	LINC02766	lncRNA	LINC02766; ENSG00000229484	chr1	18.8639242563262	29760
ENSG00000162496	ENSG00000162496	HAVANA	gene	9	DHRS3	protein_coding	DHRS3; ENSG00000162496	chr1	31805.8995064772	5714
ENSG00000272482	ENSG00000272482	HAVANA	gene	1	AC254633.1	lncRNA	AC254633.1; ENSG00000272482	chr1	308.674504597496	22210
ENSG00000157330	ENSG00000157330	HAVANA	gene	10	C1orf158	protein_coding	C1orf158; ENSG00000157330	chr1	4864.47404933292	14346
ENSG00000179172	ENSG00000179172	HAVANA	gene	9	HNRNPCL1	protein_coding	HNRNPCL1; ENSG00000179172	chr1	39.9061111035929	27729
ENSG00000277058	ENSG00000277058	HAVANA	gene	2	HNRNPCL3	protein_coding	HNRNPCL3; ENSG00000277058	chr1	21.418112611864	29239.5
ENSG00000162494	ENSG00000162494	HAVANA	gene	6	LRRC38	protein_coding	LRRC38; ENSG00000162494	chr1	5567.9364145339	13933
ENSG00000259961	ENSG00000259961	HAVANA	gene	1	AL354712.1	lncRNA	AL354712.1; ENSG00000259961	chr1	1074.69730151942	18618
ENSG00000162493	ENSG00000162493	HAVANA	gene	16	PDPN	protein_coding	PDPN; ENSG00000162493	chr1	22497.9520158792	7939
ENSG00000116731	ENSG00000116731	HAVANA	gene	22	PRDM2	protein_coding	PRDM2; ENSG00000116731	chr1	37294.1921634247	4578
ENSG00000189337	ENSG00000189337	HAVANA	gene	17	KAZN	protein_coding	KAZN; ENSG00000189337	chr1	45763.3543105395	3271
ENSG00000231606	ENSG00000231606	HAVANA	gene	2	AL357873.1	lncRNA	AL357873.1; ENSG00000231606	chr1	184.608185830158	23634
ENSG00000287756	ENSG00000287756	HAVANA	gene	1	AL031293.1	lncRNA	AL031293.1; ENSG00000287756	chr1	44.8525844646414	27057
ENSG00000175147	ENSG00000175147	HAVANA	gene	13	TMEM51-AS1	lncRNA	TMEM51-AS1; ENSG00000175147	chr1	1746.25860123607	17197
ENSG00000171729	ENSG00000171729	HAVANA	gene	14	TMEM51	protein_coding	TMEM51; ENSG00000171729	chr1	8442.55583597538	12635
ENSG00000142621	ENSG00000142621	HAVANA	gene	19	FHAD1	protein_coding	FHAD1; ENSG00000142621	chr1	5749.16590380182	13820
ENSG00000233485	ENSG00000233485	HAVANA	gene	1	AL031283.2	lncRNA	AL031283.2; ENSG00000233485	chr1	411.712151189615	21366
ENSG00000228140	ENSG00000228140	HAVANA	gene	2	AL031283.1	lncRNA	AL031283.1; ENSG00000228140	chr1	1042.19818263354	18705
ENSG00000142634	ENSG00000142634	HAVANA	gene	13	EFHD2	protein_coding	EFHD2; ENSG00000142634	chr1	35948.5171229104	4824
ENSG00000162438	ENSG00000162438	HAVANA	gene	12	CTRC	protein_coding	CTRC; ENSG00000162438	chr1	155.417900947348	24081
ENSG00000142615	ENSG00000142615	HAVANA	gene	8	CELA2A	protein_coding	CELA2A; ENSG00000142615	chr1	116.193715324239	24905
ENSG00000215704	ENSG00000215704	HAVANA	gene	10	CELA2B	protein_coding	CELA2B; ENSG00000215704	chr1	60.0584751430637	26609
ENSG00000132906	ENSG00000132906	HAVANA	gene	18	CASP9	protein_coding	CASP9; ENSG00000132906	chr1	14731.5335771779	10420
ENSG00000116138	ENSG00000116138	HAVANA	gene	13	DNAJC16	protein_coding	DNAJC16; ENSG00000116138	chr1	25989.9949888941	7047
ENSG00000272510	ENSG00000272510	HAVANA	gene	1	AL121992.3	lncRNA	AL121992.3; ENSG00000272510	chr1	539.977901599466	20570
ENSG00000116771	ENSG00000116771	HAVANA	gene	6	AGMAT	protein_coding	AGMAT; ENSG00000116771	chr1	9051.48990013257	12410
ENSG00000237301	ENSG00000237301	HAVANA	gene	1	AL121992.1	lncRNA	AL121992.1; ENSG00000237301	chr1	391.630005820112	21507
ENSG00000197312	ENSG00000197312	HAVANA	gene	12	DDI2	protein_coding	DDI2; ENSG00000197312	chr1	21765.012792896	8147
ENSG00000271742	ENSG00000271742	HAVANA	gene	1	AL121992.2	lncRNA	AL121992.2; ENSG00000271742	chr1	71.6304475885971	26181
ENSG00000116786	ENSG00000116786	HAVANA	gene	13	PLEKHM2	protein_coding	PLEKHM2; ENSG00000116786	chr1	41134.9812124655	3932
ENSG00000162461	ENSG00000162461	HAVANA	gene	8	SLC25A34	protein_coding	SLC25A34; ENSG00000162461	chr1	3259.8603206492	15508
ENSG00000224459	ENSG00000224459	HAVANA	gene	1	SLC25A34-AS1	lncRNA	SLC25A34-AS1; ENSG00000224459	chr1	115.368388708975	24929
ENSG00000162460	ENSG00000162460	HAVANA	gene	7	TMEM82	protein_coding	TMEM82; ENSG00000162460	chr1	21.4628009150238	29221.5
ENSG00000162458	ENSG00000162458	HAVANA	gene	13	FBLIM1	protein_coding	FBLIM1; ENSG00000162458	chr1	5703.74464126439	13850
ENSG00000233954	ENSG00000233954	HAVANA	gene	6	UQCRHL	protein_coding	UQCRHL; ENSG00000233954	chr1	3333.92176747577	15428
ENSG00000179743	ENSG00000179743	HAVANA	gene	4	AL450998.2	lncRNA	AL450998.2; ENSG00000179743	chr1	5208.09748750043	14154
ENSG00000065526	ENSG00000065526	HAVANA	gene	11	SPEN	protein_coding	SPEN; ENSG00000065526	chr1	41854.3251882191	3826
ENSG00000116809	ENSG00000116809	HAVANA	gene	11	ZBTB17	protein_coding	ZBTB17; ENSG00000116809	chr1	19199.1246482875	8929
ENSG00000183888	ENSG00000183888	HAVANA	gene	4	SRARP	protein_coding	SRARP; ENSG00000183888	chr1	13950.3353588006	10678
ENSG00000173641	ENSG00000173641	HAVANA	gene	17	HSPB7	protein_coding	HSPB7; ENSG00000173641	chr1	5485.63696520856	13993
ENSG00000186510	ENSG00000186510	HAVANA	gene	12	CLCNKA	protein_coding	CLCNKA; ENSG00000186510	chr1	765.252313777293	19584
ENSG00000184908	ENSG00000184908	HAVANA	gene	17	CLCNKB	protein_coding	CLCNKB; ENSG00000184908	chr1	1510.89436194376	17622
ENSG00000185519	ENSG00000185519	HAVANA	gene	9	FAM131C	protein_coding	FAM131C; ENSG00000185519	chr1	35693.9008571893	4876
ENSG00000142627	ENSG00000142627	HAVANA	gene	13	EPHA2	protein_coding	EPHA2; ENSG00000142627	chr1	4957.00894970284	14293
ENSG00000227959	ENSG00000227959	HAVANA	gene	1	AL451042.2	lncRNA	AL451042.2; ENSG00000227959	chr1	113.126788212574	24992
ENSG00000224621	ENSG00000224621	HAVANA	gene	1	AL451042.1	lncRNA	AL451042.1; ENSG00000224621	chr1	63.1841156198286	26366
ENSG00000142632	ENSG00000142632	HAVANA	gene	17	ARHGEF19	protein_coding	ARHGEF19; ENSG00000142632	chr1	1509.00800197574	17627
ENSG00000288398	ENSG00000288398	HAVANA	gene	1	AL109627.1	lncRNA	AL109627.1; ENSG00000288398	chr1	15229.1447407796	10251
ENSG00000132881	ENSG00000132881	HAVANA	gene	12	CPLANE2	protein_coding	CPLANE2; ENSG00000132881	chr1	5690.47415308886	13859
ENSG00000037637	ENSG00000037637	HAVANA	gene	11	FBXO42	protein_coding	FBXO42; ENSG00000037637	chr1	25578.7857808018	7147
ENSG00000055070	ENSG00000055070	HAVANA	gene	17	SZRD1	protein_coding	SZRD1; ENSG00000055070	chr1	36889.3296693584	4659
ENSG00000187144	ENSG00000187144	HAVANA	gene	11	SPATA21	protein_coding	SPATA21; ENSG00000187144	chr1	321.159010908095	22099
ENSG00000157191	ENSG00000157191	HAVANA	gene	20	NECAP2	protein_coding	NECAP2; ENSG00000157191	chr1	23424.7771502793	7693
ENSG00000226029	ENSG00000226029	HAVANA	gene	1	LINC01772	lncRNA	LINC01772; ENSG00000226029	chr1	1418.97491153051	17808
ENSG00000261135	ENSG00000261135	HAVANA	gene	1	AL137802.2	lncRNA	AL137802.2; ENSG00000261135	chr1	3717.11126710537	15107
ENSG00000224174	ENSG00000224174	HAVANA	gene	2	AL137802.1	lncRNA	AL137802.1; ENSG00000224174	chr1	318.361106068448	22126
ENSG00000233421	ENSG00000233421	HAVANA	gene	4	LINC01783	lncRNA	LINC01783; ENSG00000233421	chr1	5374.53171522247	14064
ENSG00000219481	ENSG00000219481	HAVANA	gene	10	NBPF1	protein_coding	NBPF1; ENSG00000219481	chr1	35329.5129900793	4942
ENSG00000271732	ENSG00000271732	HAVANA	gene	1	AL137798.1	lncRNA	AL137798.1; ENSG00000271732	chr1	969.914884335202	18910
ENSG00000279151	ENSG00000279151	HAVANA	gene	1	AL021920.1	lncRNA	AL021920.1; ENSG00000279151	chr1	25.5820156334565	28018
ENSG00000058453	ENSG00000058453	HAVANA	gene	17	CROCC	protein_coding	CROCC; ENSG00000058453	chr1	20307.6017431641	8593
ENSG00000228549	ENSG00000228549	HAVANA	gene	4	BX284668.2	lncRNA	BX284668.2; ENSG00000228549	chr1	1620.52910694656	17420
ENSG00000238142	ENSG00000238142	HAVANA	gene	2	BX284668.5	lncRNA	BX284668.5; ENSG00000238142	chr1	12450.5003114624	11184
ENSG00000272426	ENSG00000272426	HAVANA	gene	1	BX284668.6	lncRNA	BX284668.6; ENSG00000272426	chr1	582.039710322291	20359
ENSG00000117122	ENSG00000117122	HAVANA	gene	14	MFAP2	protein_coding	MFAP2; ENSG00000117122	chr1	1923.17313705329	16930
ENSG00000286898	ENSG00000286898	HAVANA	gene	1	AL049569.2	lncRNA	AL049569.2; ENSG00000286898	chr1	250.175812617164	22807
ENSG00000159363	ENSG00000159363	HAVANA	gene	18	ATP13A2	protein_coding	ATP13A2; ENSG00000159363	chr1	82084.8238165999	874
ENSG00000117118	ENSG00000117118	HAVANA	gene	9	SDHB	protein_coding	SDHB; ENSG00000117118	chr1	49816.2674523764	2809
ENSG00000117115	ENSG00000117115	HAVANA	gene	13	PADI2	protein_coding	PADI2; ENSG00000117115	chr1	89478.7337402881	697
ENSG00000142623	ENSG00000142623	HAVANA	gene	11	PADI1	protein_coding	PADI1; ENSG00000142623	chr1	3856.7276232393	15003
ENSG00000142619	ENSG00000142619	HAVANA	gene	4	PADI3	protein_coding	PADI3; ENSG00000142619	chr1	109.03445680528	25121
ENSG00000159339	ENSG00000159339	HAVANA	gene	13	PADI4	protein_coding	PADI4; ENSG00000159339	chr1	184.846941086411	23630
ENSG00000276747	ENSG00000276747	HAVANA	gene	1	PADI6	protein_coding	PADI6; ENSG00000276747	chr1	21.4095893452806	29242
ENSG00000227751	ENSG00000227751	HAVANA	gene	1	RCC2-AS1	lncRNA	RCC2-AS1; ENSG00000227751	chr1	95.7022483418772	25426
ENSG00000179051	ENSG00000179051	HAVANA	gene	14	RCC2	protein_coding	RCC2; ENSG00000179051	chr1	24671.9149677278	7381
ENSG00000074964	ENSG00000074964	HAVANA	gene	17	ARHGEF10L	protein_coding	ARHGEF10L; ENSG00000074964	chr1	28807.2852565199	6375
ENSG00000236648	ENSG00000236648	HAVANA	gene	2	LINC02810	lncRNA	LINC02810; ENSG00000236648	chr1	23.8028590594364	28303
ENSG00000117148	ENSG00000117148	HAVANA	gene	8	ACTL8	protein_coding	ACTL8; ENSG00000117148	chr1	185.928883780228	23619
ENSG00000261781	ENSG00000261781	HAVANA	gene	1	LINC01654	lncRNA	LINC01654; ENSG00000261781	chr1	21.6023741377972	29168
ENSG00000117154	ENSG00000117154	HAVANA	gene	12	IGSF21	protein_coding	IGSF21; ENSG00000117154	chr1	25580.0615083143	7146
ENSG00000179023	ENSG00000179023	HAVANA	gene	8	KLHDC7A	protein_coding	KLHDC7A; ENSG00000179023	chr1	684.357093923985	19877
ENSG00000009709	ENSG00000009709	HAVANA	gene	12	PAX7	protein_coding	PAX7; ENSG00000009709	chr1	11948.5752926452	11375
ENSG00000159423	ENSG00000159423	HAVANA	gene	17	ALDH4A1	protein_coding	ALDH4A1; ENSG00000159423	chr1	32467.6560205811	5543
ENSG00000169991	ENSG00000169991	HAVANA	gene	11	IFFO2	protein_coding	IFFO2; ENSG00000169991	chr1	17619.833212986	9458
ENSG00000272084	ENSG00000272084	HAVANA	gene	1	AL137127.1	lncRNA	AL137127.1; ENSG00000272084	chr1	5336.3261619162	14084
ENSG00000127481	ENSG00000127481	HAVANA	gene	15	UBR4	protein_coding	UBR4; ENSG00000127481	chr1	23317.1227852812	7725
ENSG00000230424	ENSG00000230424	HAVANA	gene	1	EMC1-AS1	lncRNA	EMC1-AS1; ENSG00000230424	chr1	3042.0682173392	15701
ENSG00000127463	ENSG00000127463	HAVANA	gene	15	EMC1	protein_coding	EMC1; ENSG00000127463	chr1	36603.3798748849	4705
ENSG00000053372	ENSG00000053372	HAVANA	gene	5	MRTO4	protein_coding	MRTO4; ENSG00000053372	chr1	32833.5158658817	5458
ENSG00000162482	ENSG00000162482	HAVANA	gene	5	AKR7A3	protein_coding	AKR7A3; ENSG00000162482	chr1	5137.63958131579	14194
ENSG00000053371	ENSG00000053371	HAVANA	gene	12	AKR7A2	protein_coding	AKR7A2; ENSG00000053371	chr1	46640.8720248383	3146
ENSG00000040487	ENSG00000040487	HAVANA	gene	13	SLC66A1	protein_coding	SLC66A1; ENSG00000040487	chr1	18578.7318699453	9129
ENSG00000077549	ENSG00000077549	HAVANA	gene	18	CAPZB	protein_coding	CAPZB; ENSG00000077549	chr1	79276.4087557329	947
ENSG00000173436	ENSG00000173436	HAVANA	gene	15	MICOS10	protein_coding	MICOS10; ENSG00000173436	chr1	86679.1884207851	757
ENSG00000235185	ENSG00000235185	HAVANA	gene	1	AL031727.2	lncRNA	AL031727.2; ENSG00000235185	chr1	183.037053903849	23653
ENSG00000158747	ENSG00000158747	HAVANA	gene	14	NBL1	protein_coding	NBL1; ENSG00000158747	chr1	71328.0518801204	1231
ENSG00000158748	ENSG00000158748	HAVANA	gene	4	HTR6	protein_coding	HTR6; ENSG00000158748	chr1	2973.93688418676	15763
ENSG00000162542	ENSG00000162542	HAVANA	gene	13	TMCO4	protein_coding	TMCO4; ENSG00000162542	chr1	4919.24334785131	14309
ENSG00000178828	ENSG00000178828	HAVANA	gene	7	RNF186	protein_coding	RNF186; ENSG00000178828	chr1	21.5922197698891	29170.5
ENSG00000235434	ENSG00000235434	HAVANA	gene	1	AL391883.1	lncRNA	AL391883.1; ENSG00000235434	chr1	74.8612312959447	26103
ENSG00000169914	ENSG00000169914	HAVANA	gene	6	OTUD3	protein_coding	OTUD3; ENSG00000169914	chr1	13914.7350242975	10689
ENSG00000188257	ENSG00000188257	HAVANA	gene	11	PLA2G2A	protein_coding	PLA2G2A; ENSG00000188257	chr1	192.727896666033	23535
ENSG00000127472	ENSG00000127472	HAVANA	gene	11	PLA2G5	protein_coding	PLA2G5; ENSG00000127472	chr1	12651.2025607032	11110
ENSG00000117215	ENSG00000117215	HAVANA	gene	15	PLA2G2D	protein_coding	PLA2G2D; ENSG00000117215	chr1	649.69718129777	20038
ENSG00000227066	ENSG00000227066	HAVANA	gene	2	Z98257.1	lncRNA	Z98257.1; ENSG00000227066	chr1	348.824713030057	21857
ENSG00000187980	ENSG00000187980	HAVANA	gene	6	PLA2G2C	protein_coding	PLA2G2C; ENSG00000187980	chr1	1057.900232738	18658
ENSG00000225986	ENSG00000225986	HAVANA	gene	1	UBXN10-AS1	lncRNA	UBXN10-AS1; ENSG00000225986	chr1	14800.3738543741	10394
ENSG00000162543	ENSG00000162543	HAVANA	gene	6	UBXN10	protein_coding	UBXN10; ENSG00000162543	chr1	12436.1938433135	11191
ENSG00000228105	ENSG00000228105	HAVANA	gene	2	LINC01757	lncRNA	LINC01757; ENSG00000228105	chr1	67.9088416611909	26220
ENSG00000158816	ENSG00000158816	HAVANA	gene	15	VWA5B1	protein_coding	VWA5B1; ENSG00000158816	chr1	2894.16141353287	15825
ENSG00000226664	ENSG00000226664	HAVANA	gene	1	AL020998.1	lncRNA	AL020998.1; ENSG00000226664	chr1	330.899564715532	22003
ENSG00000236963	ENSG00000236963	HAVANA	gene	7	LINC01141	lncRNA	LINC01141; ENSG00000236963	chr1	3201.07086014274	15558
ENSG00000226487	ENSG00000226487	HAVANA	gene	1	AL139254.1	lncRNA	AL139254.1; ENSG00000226487	chr1	38.6509421464706	27838
ENSG00000284743	ENSG00000284743	HAVANA	gene	1	AL139254.3	lncRNA	AL139254.3; ENSG00000284743	chr1	65.1160436508038	26281
