Gene Symbol	Gene for PCA, Harmony, Clustering	Rank (n=85 sections)	Deviance (n=85 sections)	Ensembl Gene ID
RPLP0	Yes	541	104819.84	ENSG00000089157
KIF1B	Yes	542	104598.58	ENSG00000054523
FBXO2	Yes	543	104394.3	ENSG00000116661
ATP6V0A1	Yes	544	104314.52	ENSG00000033627
NDRG1	No	545	104312.71	ENSG00000104419
RACK1	Yes	546	104237.63	ENSG00000204628
CAMK2B	Yes	547	104183.21	ENSG00000058404
MT1M	No	548	104095.49	ENSG00000205364
CIRBP	Yes	549	104086.18	ENSG00000099622
ABCA2	No	550	103941.13	ENSG00000107331
NTM	No	551	103807.48	ENSG00000182667
TTC3	Yes	552	103778.03	ENSG00000182670
RAB3A	Yes	553	103743.05	ENSG00000105649
CNTN1	Yes	554	103718.39	ENSG00000018236
NCDN	Yes	555	103620.45	ENSG00000020129
CNTN2	No	556	103497.35	ENSG00000184144
GNB1	Yes	557	103399.41	ENSG00000078369
CHCHD10	Yes	558	103333.08	ENSG00000250479
PITHD1	Yes	559	103209.56	ENSG00000057757
LIMCH1	No	560	103209.25	ENSG00000064042
RNF11	Yes	561	103127.59	ENSG00000123091
SNU13	Yes	562	103099.92	ENSG00000100138
TAGLN3	Yes	563	103089.76	ENSG00000144834
USP22	Yes	564	103039.39	ENSG00000124422
VDAC3	Yes	565	103016.42	ENSG00000078668
SNCB	Yes	566	102986.06	ENSG00000074317
NDUFA11	Yes	567	102972.88	ENSG00000174886
PARK7	Yes	568	102963.43	ENSG00000116288
SPOCK1	Yes	569	102922.88	ENSG00000152377
HLA-E	No	570	102663.88	ENSG00000204592
GUK1	Yes	571	102567.44	ENSG00000143774
LUC7L3	No	572	102533.91	ENSG00000108848
NCL	No	573	102420.28	ENSG00000115053
RAN	Yes	574	102407.88	ENSG00000132341
HIGD1A	Yes	575	102398.24	ENSG00000181061
KTN1	Yes	576	102292	ENSG00000126777
S100A13	Yes	577	102259.01	ENSG00000189171
AUXG01000058.1	Yes	578	102134.77	ENSG00000286214
GABARAPL1	Yes	579	102076.15	ENSG00000139112
FGFR3	Yes	580	102062.5	ENSG00000068078
BLCAP	Yes	581	102045.43	ENSG00000166619
DNAJA1	Yes	582	102003.98	ENSG00000086061
TOMM20	Yes	583	101887.12	ENSG00000173726
TMEM59	No	584	101846.27	ENSG00000116209
S100A1	No	585	101797.43	ENSG00000160678
PCMT1	Yes	586	101778.56	ENSG00000120265
HLA-A	No	587	101765.22	ENSG00000206503
DYNLRB1	Yes	588	101617.26	ENSG00000125971
LHPP	No	589	101259.58	ENSG00000107902
C1QTNF4	No	590	101195.36	ENSG00000172247
PKP4	No	591	101159.88	ENSG00000144283
PRDX6	Yes	592	101123.67	ENSG00000117592
BEX5	Yes	593	101005.63	ENSG00000184515
TPPP3	Yes	594	100993.54	ENSG00000159713
ATRX	No	595	100992.45	ENSG00000085224
DYNC1I1	Yes	596	100947.97	ENSG00000158560
FMNL2	No	597	100685.74	ENSG00000157827
C4orf3	No	598	100614.95	ENSG00000164096
SAP18	Yes	599	100546.38	ENSG00000150459
ATP6V1A	Yes	600	100495.56	ENSG00000114573
TRIM2	No	601	100451.12	ENSG00000109654
ST13	No	602	100423.91	ENSG00000100380
FIS1	No	603	100410.77	ENSG00000214253
PIN1	Yes	604	100367.27	ENSG00000127445
BNIP3	Yes	605	100354.84	ENSG00000176171
PAFAH1B1	Yes	606	100340.85	ENSG00000007168
CD99	No	607	100265.09	ENSG00000002586
PPP2CB	Yes	608	100255.78	ENSG00000104695
OLIG1	No	609	100213.4	ENSG00000184221
AK1	Yes	610	100189.47	ENSG00000106992
NDUFA5	Yes	611	100157.57	ENSG00000128609
EIF5	Yes	612	99955.67	ENSG00000100664
OPTN	Yes	613	99863.93	ENSG00000123240
SNORC	Yes	614	99844.52	ENSG00000182600
DYNC1LI2	No	615	99775.92	ENSG00000135720
RCN2	Yes	616	99762.74	ENSG00000117906
RASSF2	No	617	99717.01	ENSG00000101265
NAP1L3	Yes	618	99713.42	ENSG00000186310
HSPA2	Yes	619	99656.46	ENSG00000126803
PRXL2A	Yes	620	99570.92	ENSG00000122378
TMEM144	No	621	99548.26	ENSG00000164124
NDUFC2	Yes	622	99532.02	ENSG00000151366
FGF13	Yes	623	99508.98	ENSG00000129682
RUFY3	Yes	624	99486.83	ENSG00000018189
RCAN2	Yes	625	99464.12	ENSG00000172348
AKAP12	Yes	626	99395.68	ENSG00000131016
COX5A	Yes	627	99329.12	ENSG00000178741
ATP9A	No	628	99289.93	ENSG00000054793
ARF1	Yes	629	99201.67	ENSG00000143761
ZEB2	No	630	99161.53	ENSG00000169554
ATP5PO	Yes	631	99144.1	ENSG00000241837
CEND1	Yes	632	98945.8	ENSG00000184524
EDNRB	Yes	633	98942.03	ENSG00000136160
SCRG1	No	634	98938.19	ENSG00000164106
SNX3	Yes	635	98826.97	ENSG00000112335
NFIA	Yes	636	98669.95	ENSG00000162599
BEX2	Yes	637	98566.95	ENSG00000133134
CAMTA1	No	638	98559.68	ENSG00000171735
HACD3	Yes	639	98402.51	ENSG00000074696
GRIN1	Yes	640	98359.91	ENSG00000176884
MAN1A2	Yes	641	98318.09	ENSG00000198162
CNDP1	No	642	98316.2	ENSG00000150656
CDC42	Yes	643	98272.6	ENSG00000070831
REEP1	Yes	644	98153.37	ENSG00000068615
CDK2AP1	Yes	645	98137.91	ENSG00000111328
HMGCS1	Yes	646	98122.24	ENSG00000112972
NDUFB4	Yes	647	98084.62	ENSG00000065518
KIFAP3	Yes	648	98012.53	ENSG00000075945
ZNF483	Yes	649	97959.04	ENSG00000173258
SHTN1	No	650	97899.52	ENSG00000187164
ALDH2	Yes	651	97881.57	ENSG00000111275
PFN2	Yes	652	97660.9	ENSG00000070087
OAT	Yes	653	97586.08	ENSG00000065154
GPR37L1	No	654	97562.33	ENSG00000170075
SOD2	Yes	655	97543.63	ENSG00000112096
CYCS	No	656	97493.51	ENSG00000172115
PPDPF	No	657	97455.74	ENSG00000125534
UBL3	No	658	97367.18	ENSG00000122042
MZT2B	No	659	97364.19	ENSG00000152082
SERINC3	Yes	660	97361.81	ENSG00000132824
HSPH1	Yes	661	97358.89	ENSG00000120694
GRINA	Yes	662	97241.1	ENSG00000178719
HPCAL1	Yes	663	97227.94	ENSG00000115756
SLC25A4	Yes	664	97213.36	ENSG00000151729
PRMT2	Yes	665	97185.16	ENSG00000160310
MAP9	Yes	666	97181.9	ENSG00000164114
ATP5F1D	Yes	667	97140.07	ENSG00000099624
MAPRE2	Yes	668	97031.97	ENSG00000166974
RABAC1	Yes	669	97031.68	ENSG00000105404
CPLX2	Yes	670	96996.99	ENSG00000145920
LARP1	Yes	671	96774.71	ENSG00000155506
ARF3	Yes	672	96729.99	ENSG00000134287
C1orf122	No	673	96693.94	ENSG00000197982
SCG5	No	674	96557.89	ENSG00000166922
TBCB	Yes	675	96519.3	ENSG00000105254
FADS2	Yes	676	96406.46	ENSG00000134824
SON	No	677	96370.12	ENSG00000159140
ATP5MF	Yes	678	96219.74	ENSG00000241468
GOT1	Yes	679	96113.68	ENSG00000120053
FGF1	No	680	96023.4	ENSG00000113578
ARL6IP5	Yes	681	95937.13	ENSG00000144746
CARNS1	No	682	95788.55	ENSG00000172508
NDUFB7	No	683	95740.52	ENSG00000099795
PFN1	Yes	684	95715.59	ENSG00000108518
HSBP1	Yes	685	95685.38	ENSG00000230989
PAQR8	Yes	686	95637.9	ENSG00000170915
PIP4K2A	No	687	95636.87	ENSG00000150867
GNAI2	Yes	688	95628.35	ENSG00000114353
ENC1	Yes	689	95603.16	ENSG00000171617
SEMA4D	No	690	95513.16	ENSG00000187764
SRP9	Yes	691	95485.04	ENSG00000143742
EDF1	Yes	692	95425.92	ENSG00000107223
HSPD1	Yes	693	95395.23	ENSG00000144381
SEC11C	No	694	95368.07	ENSG00000166562
TSPYL4	Yes	695	95195.61	ENSG00000187189
TIMP3	No	696	95194.69	ENSG00000100234
SH3BGRL3	Yes	697	95147.66	ENSG00000142669
SORT1	No	698	95145.11	ENSG00000134243
SRI	Yes	699	95143.01	ENSG00000075142
PRRC2C	No	700	95057.56	ENSG00000117523
RAB2A	Yes	701	95055.3	ENSG00000104388
GABRG2	Yes	702	95032.35	ENSG00000113327
HNRNPDL	No	703	95029.99	ENSG00000152795
ATP2A2	Yes	704	94963.02	ENSG00000174437
NPTN	No	705	94777.82	ENSG00000156642
SET	No	706	94696.23	ENSG00000119335
NAT8L	Yes	707	94686.48	ENSG00000185818
PADI2	No	708	94612.32	ENSG00000117115
EPB41L3	No	709	94567.12	ENSG00000082397
PMP22	No	710	94542.3	ENSG00000109099
DDX17	Yes	711	94297.6	ENSG00000100201
SVIP	No	712	94192.69	ENSG00000198168
TMX4	Yes	713	94175.69	ENSG00000125827
RAB11A	Yes	714	94115.82	ENSG00000103769
SORL1	No	715	94085.73	ENSG00000137642
ARHGDIA	Yes	716	94034.25	ENSG00000141522
EPDR1	Yes	717	93810.35	ENSG00000086289
ISCU	No	718	93787.67	ENSG00000136003
HK1	Yes	719	93771.28	ENSG00000156515
NUDT3	No	720	93742.83	ENSG00000272325
VDAC1	Yes	721	93705.33	ENSG00000213585
OCIAD1	No	722	93692.14	ENSG00000109180
VAPA	Yes	723	93677.06	ENSG00000101558
CALR	Yes	724	93509.24	ENSG00000179218
PLPP3	No	725	93459.19	ENSG00000162407
NENF	No	726	93428.16	ENSG00000117691
GATM	No	727	93408.13	ENSG00000171766
NEDD8	No	728	93396.29	ENSG00000129559
KIF3C	Yes	729	93355.34	ENSG00000084731
MACF1	No	730	93311.4	ENSG00000127603
CTNNB1	No	731	93291.97	ENSG00000168036
HNRNPC	No	732	93177.23	ENSG00000092199
SERPINE2	Yes	733	93135.11	ENSG00000135919
CADM2	No	734	93122.89	ENSG00000175161
RAB6A	No	735	93097.1	ENSG00000175582
MAPK8IP1	Yes	736	93049	ENSG00000121653
C18orf32	No	737	93016.29	ENSG00000177576
LAMP2	No	738	92970.29	ENSG00000005893
MAPRE3	Yes	739	92926.13	ENSG00000084764
LINC00844	No	740	92792.25	ENSG00000237949
IDI1	Yes	741	92780.91	ENSG00000067064
EPB41L1	No	742	92779	ENSG00000088367
HLA-C	No	743	92676.27	ENSG00000204525
ATP6AP2	No	744	92600.69	ENSG00000182220
PAIP2	Yes	745	92592.04	ENSG00000120727
AKR1B1	Yes	746	92566.13	ENSG00000085662
ACHE	Yes	747	92560.98	ENSG00000087085
PAFAH1B2	No	748	92559.07	ENSG00000168092
PNMA8B	Yes	749	92547.33	ENSG00000204851
PTN	No	750	92520.06	ENSG00000105894
ELAVL4	Yes	751	92455.48	ENSG00000162374
PSIP1	No	752	92410.7	ENSG00000164985
STMN4	No	753	92398.6	ENSG00000015592
PCBP1	Yes	754	92373.47	ENSG00000169564
ACLY	Yes	755	92317.91	ENSG00000131473
HSPA9	Yes	756	92317.72	ENSG00000113013
RHEB	Yes	757	92200.03	ENSG00000106615
OIP5-AS1	No	758	92179.91	ENSG00000247556
TCEAL4	No	759	92149.76	ENSG00000133142
DNM3	Yes	760	92054.91	ENSG00000197959
SQSTM1	Yes	761	92040.07	ENSG00000161011
NME2	No	762	92026.95	ENSG00000243678
PPP1CB	No	763	92020.6	ENSG00000213639
HSPE1	Yes	764	91989.99	ENSG00000115541
MICOS10	No	765	91946.81	ENSG00000173436
PHYHIPL	Yes	766	91939.75	ENSG00000165443
KIF5A	Yes	767	91757.78	ENSG00000155980
BAIAP3	Yes	768	91732.93	ENSG00000007516
PSMB4	Yes	769	91641.92	ENSG00000159377
EIF4H	No	770	91637.89	ENSG00000106682
CLTA	No	771	91627.16	ENSG00000122705
CDIP1	Yes	772	91555.7	ENSG00000089486
RAB3B	Yes	773	91532.16	ENSG00000169213
SYN1	Yes	774	91457.23	ENSG00000008056
RDX	No	775	91437.11	ENSG00000137710
PPIG	No	776	91428.31	ENSG00000138398
GUCY1B1	Yes	777	91421.02	ENSG00000061918
MXRA7	Yes	778	91402.33	ENSG00000182534
CYGB	No	779	91393.59	ENSG00000161544
MARCH6	Yes	780	91376.42	ENSG00000145495
SLIRP	No	781	91288.21	ENSG00000119705
MBOAT7	Yes	782	91270.37	ENSG00000125505
IFI6	Yes	783	91121.42	ENSG00000126709
CTNND2	No	784	91072.93	ENSG00000169862
CDKN1C	No	785	91062.14	ENSG00000129757
DNAJB6	No	786	90801.72	ENSG00000105993
SCARB2	No	787	90795.04	ENSG00000138760
HCFC1R1	Yes	788	90740.74	ENSG00000103145
RND2	No	789	90608.63	ENSG00000108830
ID4	Yes	790	90556.52	ENSG00000172201
HNRNPU	No	791	90544.42	ENSG00000153187
BCAP31	Yes	792	90280.1	ENSG00000185825
DAZAP2	No	793	90245.21	ENSG00000183283
TAX1BP1	No	794	90220.13	ENSG00000106052
ALCAM	No	795	90165.7	ENSG00000170017
TCEAL2	Yes	796	90111.64	ENSG00000184905
ZC3H13	No	797	90054.21	ENSG00000123200
POLR2L	Yes	798	89962.32	ENSG00000177700
SLC25A6	No	799	89950.27	ENSG00000169100
ANP32B	No	800	89944.15	ENSG00000136938
PSMA7	Yes	801	89909.74	ENSG00000101182
NDN	Yes	802	89886.86	ENSG00000182636
NOVA1	No	803	89842.66	ENSG00000139910
CACYBP	Yes	804	89842.22	ENSG00000116161
SEPTIN2	No	805	89789.95	ENSG00000168385
ARHGAP21	No	806	89755.55	ENSG00000107863
DCTN1	No	807	89730.59	ENSG00000204843
ANXA2	Yes	808	89683.57	ENSG00000182718
TXN	Yes	809	89615.1	ENSG00000136810
SV2C	Yes	810	89607.53	ENSG00000122012
TECR	No	811	89549.78	ENSG00000099797
ZCRB1	No	812	89514.88	ENSG00000139168
PLAAT3	No	813	89500.27	ENSG00000176485
CYB5R3	No	814	89447.94	ENSG00000100243
OGFRL1	No	815	89445.95	ENSG00000119900
SOX2	No	816	89438.46	ENSG00000181449
HAPLN2	No	817	89419.97	ENSG00000132702
LSAMP	No	818	89416.91	ENSG00000185565
ZCCHC12	Yes	819	89411.77	ENSG00000174460
ACO2	Yes	820	89406.06	ENSG00000100412
TMEM30A	No	821	89312.16	ENSG00000112697
CADPS	Yes	822	89295.04	ENSG00000163618
PTPRA	No	823	89283.35	ENSG00000132670
FKBP8	No	824	89242.31	ENSG00000105701
SCG3	Yes	825	89192.25	ENSG00000104112
NEBL	No	826	89162.47	ENSG00000078114
MPHOSPH8	No	827	89142.43	ENSG00000196199
REEP2	Yes	828	88954.98	ENSG00000132563
PAK3	Yes	829	88945.34	ENSG00000077264
ADD3	No	830	88905.18	ENSG00000148700
SCRN1	Yes	831	88883.83	ENSG00000136193
PCDH17	No	832	88881.89	ENSG00000118946
ACTN4	No	833	88795.97	ENSG00000130402
NPDC1	Yes	834	88795.83	ENSG00000107281
PTPRZ1	No	835	88740.15	ENSG00000106278
NCOR1	No	836	88544.31	ENSG00000141027
DDR1	No	837	88421.99	ENSG00000204580
CYP51A1	No	838	88341.47	ENSG00000001630
MAPK8IP2	Yes	839	88309.73	ENSG00000008735
SELENOM	No	840	88281.44	ENSG00000198832
FDFT1	Yes	841	88223.6	ENSG00000079459
PBXIP1	Yes	842	88132.33	ENSG00000163346
HSPA5	No	843	88127.77	ENSG00000044574
SST	No	844	88117.59	ENSG00000157005
LAMP1	No	845	88047.34	ENSG00000185896
FABP5	Yes	846	88013.59	ENSG00000164687
ITPKB	No	847	87988.44	ENSG00000143772
MLF2	Yes	848	87931.16	ENSG00000089693
MYL12B	No	849	87913.22	ENSG00000118680
INSIG1	Yes	850	87860.32	ENSG00000186480
SC5D	No	851	87837.39	ENSG00000109929
ATP6V1F	Yes	852	87830.74	ENSG00000128524
DDAH1	Yes	853	87819.06	ENSG00000153904
NDUFA2	No	854	87773.28	ENSG00000131495
SLC6A1	No	855	87739.01	ENSG00000157103
PNMA8A	Yes	856	87712.82	ENSG00000182013
DPYSL3	Yes	857	87698.83	ENSG00000113657
CLTB	Yes	858	87693.52	ENSG00000175416
SRPK2	No	859	87635.14	ENSG00000135250
ATP5MC2	No	860	87603.37	ENSG00000135390
DNAJB2	No	861	87579.48	ENSG00000135924
UQCRC1	Yes	862	87566.22	ENSG00000010256
MAP7D1	No	863	87561.77	ENSG00000116871
GABBR1	No	864	87550.88	ENSG00000204681
ARHGAP5	No	865	87518.12	ENSG00000100852
CLASP2	No	866	87369.33	ENSG00000163539
RPL36AL	No	867	87350.86	ENSG00000165502
ASAH1	No	868	87345.29	ENSG00000104763
ZFAND5	Yes	869	87329.75	ENSG00000107372
SLC12A5	No	870	87220.57	ENSG00000124140
NDUFAB1	No	871	87220.1	ENSG00000004779
RDH11	No	872	87218.25	ENSG00000072042
PSMC5	No	873	87211.38	ENSG00000087191
ATP13A2	Yes	874	87146.88	ENSG00000159363
CAMK2N2	Yes	875	87111.95	ENSG00000163888
NCKAP1	No	876	87052.17	ENSG00000061676
TPPP	No	877	87019.59	ENSG00000171368
CCDC85B	No	878	87019.26	ENSG00000175602
FGFR2	No	879	86997.06	ENSG00000066468
PSMD1	No	880	86933.88	ENSG00000173692
SUMO2	No	881	86922.43	ENSG00000188612
RETREG2	Yes	882	86867.07	ENSG00000144567
PSMD2	Yes	883	86785.95	ENSG00000175166
CADM3	Yes	884	86784.49	ENSG00000162706
SNAP91	Yes	885	86677.44	ENSG00000065609
ARHGDIG	Yes	886	86649.05	ENSG00000242173
FXYD1	No	887	86636.36	ENSG00000266964
HADHB	No	888	86476.35	ENSG00000138029
RBX1	No	889	86466.58	ENSG00000100387
SLC12A2	No	890	86438.12	ENSG00000064651
S100A10	Yes	891	86379.77	ENSG00000197747
PPP2CA	No	892	86328.56	ENSG00000113575
RAB7A	No	893	86310.72	ENSG00000075785
CMAS	Yes	894	86186.46	ENSG00000111726
ATP6AP1	No	895	86175.7	ENSG00000071553
FAM171A1	No	896	86113.76	ENSG00000148468
SNHG29	No	897	86065.85	ENSG00000175061
MAPK1	Yes	898	86028.57	ENSG00000100030
ATP6V1G1	Yes	899	85931.04	ENSG00000136888
SLC10A4	Yes	900	85908.39	ENSG00000145248
SECISBP2L	No	901	85899.64	ENSG00000138593
ZCCHC24	No	902	85822.9	ENSG00000165424
CYFIP2	Yes	903	85805.5	ENSG00000055163
NRXN2	No	904	85803.35	ENSG00000110076
ATP6V1D	Yes	905	85776.81	ENSG00000100554
PDXK	No	906	85772.47	ENSG00000160209
PSMB5	Yes	907	85766.19	ENSG00000100804
DPP6	No	908	85763.36	ENSG00000130226
C12orf57	No	909	85683.81	ENSG00000111678
PPP3CA	No	910	85643.66	ENSG00000138814
CISD1	No	911	85613.8	ENSG00000122873
BTF3	No	912	85447.81	ENSG00000145741
ADD1	No	913	85439.09	ENSG00000087274
SBDS	No	914	85384.8	ENSG00000126524
ATP5PD	No	915	85348.28	ENSG00000167863
SARS	No	916	85264.47	ENSG00000031698
ZFP36L1	No	917	85217.2	ENSG00000185650
RAB1A	No	918	85205.54	ENSG00000138069
NDUFV1	No	919	85188.08	ENSG00000167792
NPM1	No	920	85168.74	ENSG00000181163
NDUFC1	No	921	85152.75	ENSG00000109390
POMP	No	922	85002.17	ENSG00000132963
TPM3	No	923	84995.45	ENSG00000143549
KPNB1	No	924	84932.14	ENSG00000108424
NEMF	No	925	84913.41	ENSG00000165525
ADAR	No	926	84873.84	ENSG00000160710
NAA38	No	927	84835.72	ENSG00000183011
RBM25	No	928	84798.49	ENSG00000119707
SCAMP5	No	929	84782.37	ENSG00000198794
SNRPD2	No	930	84698.97	ENSG00000125743
MAGED2	No	931	84693.87	ENSG00000102316
GNAQ	No	932	84642.42	ENSG00000156052
FHL1	Yes	933	84636.13	ENSG00000022267
PTPN11	No	934	84504.23	ENSG00000179295
EIF4A1	No	935	84492.59	ENSG00000161960
EIF4B	No	936	84480.53	ENSG00000063046
MICOS13	No	937	84398.79	ENSG00000174917
MAP7D2	Yes	938	84363.28	ENSG00000184368
OLFM1	No	939	84290.79	ENSG00000130558
CAPZB	No	940	84257.31	ENSG00000077549
FDPS	Yes	941	84209.69	ENSG00000160752
ARL2	No	942	84197.36	ENSG00000213465
ACSL3	No	943	84149.57	ENSG00000123983
SDC3	No	944	84126.51	ENSG00000162512
CCDC92	No	945	84114.57	ENSG00000119242
ATXN10	Yes	946	84095.59	ENSG00000130638
RAP1GDS1	No	947	84028.78	ENSG00000138698
CBR1	No	948	84025.98	ENSG00000159228
HNRNPA3	No	949	84008.31	ENSG00000170144
MGST1	No	950	83952.57	ENSG00000008394
EEF1D	No	951	83922.48	ENSG00000104529
NFE2L1	No	952	83914.34	ENSG00000082641
PODXL2	No	953	83749.18	ENSG00000114631
DIRAS3	No	954	83715.77	ENSG00000162595
SUMO3	No	955	83644.01	ENSG00000184900
RAD21	No	956	83638.9	ENSG00000164754
HEPACAM	No	957	83585.36	ENSG00000165478
UBE2V2	No	958	83574.72	ENSG00000169139
HSPA1B	Yes	959	83472.9	ENSG00000204388
HLA-DRA	No	960	83293.32	ENSG00000204287
UBE2D3	No	961	83286.19	ENSG00000109332
MLC1	No	962	83273.02	ENSG00000100427
SNCA	Yes	963	83226.73	ENSG00000145335
NECAB1	No	964	83196.87	ENSG00000123119
NCOA7	Yes	965	83184.85	ENSG00000111912
ELOVL5	No	966	83183.79	ENSG00000012660
ELAVL2	Yes	967	83167.9	ENSG00000107105
ZBTB7A	No	968	83157.83	ENSG00000178951
SPOCK3	No	969	83157.17	ENSG00000196104
ACTR2	No	970	83113.59	ENSG00000138071
NFIX	No	971	83079.52	ENSG00000008441
CRABP1	No	972	83049.15	ENSG00000166426
SPRYD3	No	973	83046.23	ENSG00000167778
ANKS1B	No	974	83002.08	ENSG00000185046
NDUFS6	No	975	82960.58	ENSG00000145494
TCEAL3	No	976	82960.22	ENSG00000196507
NDUFS7	No	977	82758.53	ENSG00000115286
NLRP1	Yes	978	82656.85	ENSG00000091592
ANLN	No	979	82623.21	ENSG00000011426
NFIC	No	980	82568.85	ENSG00000141905
NCS1	Yes	981	82522.9	ENSG00000107130
MSMO1	Yes	982	82487.06	ENSG00000052802
HSPA1A	No	983	82486.04	ENSG00000204389
AP2B1	No	984	82452.87	ENSG00000006125
UHMK1	No	985	82441.74	ENSG00000152332
ERI3	Yes	986	82430.67	ENSG00000117419
TTLL7	No	987	82417.91	ENSG00000137941
PNISR	No	988	82401.57	ENSG00000132424
WSB2	No	989	82361.56	ENSG00000176871
TRAPPC5	No	990	82304.43	ENSG00000181029
ATL1	Yes	991	82271.79	ENSG00000198513
EIF3K	No	992	82244.53	ENSG00000178982
SDCBP	Yes	993	82187.73	ENSG00000137575
IFI27L2	No	994	82184.34	ENSG00000119632
SPCS1	No	995	82180.94	ENSG00000114902
SNTA1	No	996	82179.63	ENSG00000101400
PTPRN2	Yes	997	82134.68	ENSG00000155093
MDH2	Yes	998	82109.8	ENSG00000146701
RFK	Yes	999	82095.31	ENSG00000135002
HP1BP3	No	1000	82074.06	ENSG00000127483
SPAG9	No	1001	82049.62	ENSG00000008294
VDAC2	No	1002	82021.7	ENSG00000165637
HABP4	No	1003	81974.93	ENSG00000130956
EIF1B	No	1004	81957.12	ENSG00000114784
ARL6IP4	No	1005	81860.98	ENSG00000182196
RUNDC3A	Yes	1006	81599.82	ENSG00000108309
NAP1L4	No	1007	81549.9	ENSG00000205531
AKAP9	No	1008	81503.79	ENSG00000127914
UQCRFS1	No	1009	81444.07	ENSG00000169021
VEGFB	No	1010	81423.99	ENSG00000173511
LONRF2	Yes	1011	81374.85	ENSG00000170500
TMEM47	No	1012	81363.13	ENSG00000147027
SUN2	No	1013	81315.95	ENSG00000100242
CNN3	No	1014	81300.66	ENSG00000117519
VCP	No	1015	81230.21	ENSG00000165280
STRAP	Yes	1016	81175.55	ENSG00000023734
CNBP	No	1017	81144.34	ENSG00000169714
THRA	No	1018	81112.94	ENSG00000126351
NDUFB10	No	1019	81080.22	ENSG00000140990
DAAM2	No	1020	81075.81	ENSG00000146122
SLAIN1	No	1021	81049.13	ENSG00000139737
ETNPPL	No	1022	81041.54	ENSG00000164089
SYN2	Yes	1023	81033.68	ENSG00000157152
PCNP	No	1024	81025.88	ENSG00000081154
MTDH	No	1025	80964.73	ENSG00000147649
ATOX1	No	1026	80923.52	ENSG00000177556
BMERB1	No	1027	80907.55	ENSG00000166780
NRCAM	No	1028	80858.03	ENSG00000091129
CSNK1A1	No	1029	80848.55	ENSG00000113712
AP1S2	Yes	1030	80845.08	ENSG00000182287
KCNJ10	No	1031	80836.23	ENSG00000177807
FGFR1	No	1032	80820.78	ENSG00000077782
DNAJA4	Yes	1033	80781.35	ENSG00000140403
APC	No	1034	80750.47	ENSG00000134982
UBE2M	No	1035	80749.6	ENSG00000130725
COX7A2L	No	1036	80726.13	ENSG00000115944
SULT4A1	Yes	1037	80723.76	ENSG00000130540
NAP1L2	No	1038	80646.93	ENSG00000186462
SERPINA3	No	1039	80646.36	ENSG00000196136
TRIL	No	1040	80638.27	ENSG00000255690
MAPK3	No	1041	80615.08	ENSG00000102882
CMIP	Yes	1042	80593.08	ENSG00000153815
DDX6	No	1043	80551.69	ENSG00000110367
CUTA	No	1044	80547.57	ENSG00000112514
GNG2	Yes	1045	80544.71	ENSG00000186469
TACC1	No	1046	80541.74	ENSG00000147526
ATP5PB	No	1047	80537.5	ENSG00000116459
TCF25	No	1048	80519.99	ENSG00000141002
MAPK8IP3	No	1049	80517.95	ENSG00000138834
STARD7	No	1050	80489.02	ENSG00000084090
PSMA4	No	1051	80431.37	ENSG00000041357
MT1G	No	1052	80428.83	ENSG00000125144
SPINT2	No	1053	80406.65	ENSG00000167642
GAD1	No	1054	80373.59	ENSG00000128683
RAB18	No	1055	80370.79	ENSG00000099246
TCF4	No	1056	80361.69	ENSG00000196628
COPRS	No	1057	80334.16	ENSG00000172301
CHN1	No	1058	80316.25	ENSG00000128656
ATP6V1H	No	1059	80311.15	ENSG00000047249
BIN1	No	1060	80237.48	ENSG00000136717
TGOLN2	No	1061	80228.95	ENSG00000152291
ATP2B4	No	1062	80228.89	ENSG00000058668
CAMK2G	No	1063	80225.17	ENSG00000148660
HMGN2	No	1064	80208.45	ENSG00000198830
MAL	No	1065	80204.55	ENSG00000172005
MRPL20	No	1066	80165.9	ENSG00000242485
LAMTOR1	No	1067	80165.68	ENSG00000149357
YPEL3	No	1068	80124.15	ENSG00000090238
RANGAP1	No	1069	80084.34	ENSG00000100401
RNF13	No	1070	80082.81	ENSG00000082996
TKT	No	1071	80047.99	ENSG00000163931
ERBIN	No	1072	80043.25	ENSG00000112851
CHL1	Yes	1073	80035.39	ENSG00000134121
EIF3A	No	1074	80021.32	ENSG00000107581
SCN2A	Yes	1075	80009.91	ENSG00000136531
HSD17B12	No	1076	79983.77	ENSG00000149084
TPGS2	Yes	1077	79966.08	ENSG00000134779
LRP1	No	1078	79940.07	ENSG00000123384
PON2	No	1079	79903.74	ENSG00000105854
UBE2N	Yes	1080	79889.52	ENSG00000177889
AATK	No	1081	79882.38	ENSG00000181409
ADCYAP1R1	No	1082	79860.98	ENSG00000078549
CDS2	No	1083	79822.73	ENSG00000101290
SLC17A6	No	1084	79794.54	ENSG00000091664
BCAN	No	1085	79783.62	ENSG00000132692
MAOB	No	1086	79724.97	ENSG00000069535
SEPTIN3	No	1087	79714.81	ENSG00000100167
TUFM	No	1088	79711.04	ENSG00000178952
NNAT	No	1089	79664.15	ENSG00000053438
SH3BGRL	No	1090	79585.82	ENSG00000131171
FASN	No	1091	79476.96	ENSG00000169710
SELENOT	No	1092	79399.29	ENSG00000198843
ARL8B	No	1093	79398.65	ENSG00000134108
CMPK1	No	1094	79355.66	ENSG00000162368
LAMTOR4	No	1095	79299.94	ENSG00000188186
UGT8	No	1096	79245.45	ENSG00000174607
