gene_id	gene_name	V13M06-331_A1s2	V13M06-331_A1s1	V13M06-331_B1s1	V13M06-331_B1s2	V13M06-331_C1s2	V13M06-331_C1s1	V13M06-331_D1s1	V13M06-331_D1s2	V13M06-333_A1s2	V13M06-333_A1s1	V13M06-333_B1s1	V13M06-333_B1s2	V13M06-333_C1s2	V13M06-333_C1s1	V13M06-333_D1s1	V13M06-333_D1s2	V13M06-332_A1s2	V13M06-332_A1s1	V13M06-332_B1s1	V13M06-332_B1s2	V13M06-332_C1s1	V13M06-332_C1s2	V13M06-332_D1s2	V13M06-332_D1s1	V13M06-404_A1s1	V13M06-404_A1s2	V13M06-404_B1s2	V13M06-404_B1s1	V13M06-404_C1s1	V13M06-404_C1s2	V13M06-404_D1s1	V13M06-404_D1s2	V13M06-403_A1s1	V13M06-403_A1s2	V13M06-403_B1s2	V13M06-403_B1s1	V13M06-403_C1s1	V13M06-403_C1s2	V13M06-403_D1s1	V13M06-403_D1s2	V13M06-402_A1s1	V13M06-402_A1s2	V13M06-402_B1s1	V13M06-402_B1s2	V13M06-402_C1s2	V13M06-402_C1s1	V13M06-402_D1s1	V13M06-402_D1s2	V13M06-401_A1s1	V13M06-401_A1s2	V13M06-401_B1s1	V13M06-401_B1s2	V13M06-401_C1s1	V13M06-401_C1s2	V13M06-401_D1s1	V13M06-401_D1s2	V13M06-386_A1s2	V13M06-386_A1s1	V13M06-386_B1s2	V13M06-386_B1s1	V13M06-386_C1s1	V13M06-386_C1s2	V13M06-386_D1s2	V13M06-386_D1s1	V13B23-366_A1s1	V13B23-284_A1s2	V13B23-284_A1s1	V13B23-284_B1s2	V13B23-284_B1s1	V13B23-284_C1s2	V13B23-284_C1s1	V13B23-284_D1s1	V13B23-284_D1s2	V13F27-339_A1s1	V13F27-339_A1s2	V13F27-339_B1s1	V13F27-339_B1s2	V13F27-339_C1s2	V13F27-339_C1s1	V13F27-339_D1s2	V13F27-339_D1s1	V13B23-286_A1s1	V13B23-286_A1s2	V13B23-286_B1s2	V13B23-286_B1s1	meanrank	samples_signif	Gene for PCA, Harmony, Clustering
ENSG00000035862	TIMP2	487	184		564	1057	1167	1127		844	1088	1337	650	961	1104		561	703		586	1384			1056		862	805	660	927		531				218							530	1297			244	408				751		1717	414				492				801	792	423		426	222	367		496					1063	600	380	202		1549			1522	1291	366		765.565217391304	46	Yes
ENSG00000035928	RFC1					1211						1763	1713																			847																																																							1383.5	4	No
ENSG00000036257	CUL3													2613	2596			282			1455				1342				1199																																																										1581.16666666667	6	No
ENSG00000036530	CYP46A1								1148		1781			2551	1967			1125																																																																					1714.4	5	No
ENSG00000037042	TUBG2						1539				2434				2020																																																																								1997.66666666667	3	No
ENSG00000038219	BOD1L1									1424		1359	2194		1747			1006								1435		1286				1411			219											522					735																								1281				543	1573		137			1035		1119.1875	16	No
ENSG00000038274	MAT2B					836	1636					1273			2797	1671	1799			1484	1208			1249		1847	1795	1660	2177													903															714																					841					1899				1517	17	No
ENSG00000038358	EDC4													2469																																																																									2469	1	No
ENSG00000038382	TRIO									1036				2621																																																																									1828.5	2	No
ENSG00000038427	VCAN								186		1451			1209	1825										511							635																																														651									924	7	No
ENSG00000039123	MTREX														2600																																																																								2600	1	No
ENSG00000039319	ZFYVE16														1896																																66																					827																			929.666666666667	3	No
ENSG00000039523	RIPOR1						1303																		891																																																														1097	2	No
ENSG00000040341	STAU2						1818			1591			1291					1111						1321			1858	1723				1197										1865		822												873																							1295				1679	999			1388.78571428571	14	No
ENSG00000040933	INPP4A						2144				2169						1224			1867																																	960			696	596																														1379.42857142857	7	No
ENSG00000041353	RAB27B										1894																																																																												1894	1	No
ENSG00000041357	PSMA4	602			300	738	1106	713			2219		1450	1758	1041	1371	939			403	841			1337		1304	1217	615	1582		345											812	1043	608	733								1330			1040		238				1023	440					1485							705	599		1022		1074			249		960	667	941.916666666667	36	No
ENSG00000041982	TNC										1518		1414	1395	1170																											857																																													1270.8	5	No
ENSG00000042753	AP2S1	848				998	352	529	1249		1134	1145			1406	908	467	397		683	1741			682		1069	1209		918													1569	1019	836	494							367	980				830		567			596	1071												1014	508	662		559	816			488	444			839.852941176471	34	No
ENSG00000043093	DCUN1D1					1087																																																																																	1087	1	No
ENSG00000043143	JADE2														2818	1607																																																																							2212.5	2	No
ENSG00000044115	CTNNA1							1272		897	2561																728	1586	1226			848	621									1841					585															687						594									855	539	590				1549				1061.1875	16	No
ENSG00000044574	HSPA5	839				522	348	693		562	724		1163	1002	1298	563	794	707		1214	872			1021	406	1005	848	519	389	539		624	484									598	984	969	459		932				849		681	600				380	429			781	760	211				1536	632						659				645				1712	1426			770.928571428572	42	No
ENSG00000046653	GPM6B	151	243	43	63	145	296	140	83	16	63	23	67	398	109	1640	711	22	20	639	393	36		257	107	151	100	138	310	138	330	76	55	22	27	26	69	59	34	60	61	332	133	203	146	12	7	15	44	35	41	278	188	110	84	20	172	309	36	125	73	429	463	216	124	515	153	51	118	273	29	179	137	154	151	53	39	28	25	68	45	16	224	114	47	75	159.642857142857	84	Yes
ENSG00000046889	PREX2												1719																																																																										1719	1	No
ENSG00000047056	WDR37										1691						1617																																																																						1654	2	No
ENSG00000047249	ATP6V1H	301				527	680	472	882	660	600	767	1268	1156	683	850	470	1193		1365	489			902	597	999		1234	534		466											1478		1070	773								799			619	548		488			614	837					1366		227		586			1203			1173	1100	1635			1117	900			840.7	40	No
ENSG00000047315	POLR2B											1332	1425				665			1307																							692																																												1084.2	5	No
ENSG00000047365	ARAP2														1716																																																																								1716	1	No
ENSG00000047410	TPR														1558																	499	1067																				1670																																		1198.5	4	No
ENSG00000047457	CP													61																																																																									61	1	No
ENSG00000047579	DTNBP1										1434			2198	2138		1725																																																																						1873.75	4	No
ENSG00000047849	MAP4	562		692	245		1024	1307		368	1469	1509	444	1069	1981		489	1190	331	509	587	142				594	866	1103	382	283	450		765			171	178			518		536	603	800			417						1490	420	610			490	377	241	170		796	336	117			1224	478				183		432	201	236		261		145	94	307	529	576		590.509433962264	53	Yes
ENSG00000047932	GOPC														2502																																																																								2502	1	No
ENSG00000048392	RRM2B						1995																																																																																1995	1	No
ENSG00000048540	LMO3						844	1110	1045	1073	1567	929	1051	952	2028	407		1309		2093				1064		1356	1755	1676	1559													1500	1199	711	384						764		978				460												548	294										776			1485	1141			1105.44827586207	29	No
ENSG00000048544	MRPS10										2420																																																																												2420	1	No
ENSG00000048649	RSF1											1427	1649		2856				466							2032	1846		1246			927	497									911																																				1097							1055		1334.08333333333	12	No
ENSG00000048740	CELF2										2639	978	1961		2442																	1229										893											1597																								835										1571.75	8	No
ENSG00000048828	FAM120A											1004		2405																																																																									1704.5	2	No
ENSG00000049089	COL9A2														1458																																																					823												1775							1352	3	No
ENSG00000049245	VAMP3										1003	1433			2329																																																					237										987	973								1160.33333333333	6	No
ENSG00000049449	RCN1										1087			1437																																																																									1262	2	No
ENSG00000049618	ARID1B																1629																																		803																																				1216	2	No
ENSG00000049656	CLPTM1L						2228	1238							2411		1722				959								786																																																		663								1429.57142857143	7	No
ENSG00000049759	NEDD4L						1924				2482			2575										1048																																																															2007.25	4	No
ENSG00000049860	HEXB					819																																																																																	819	1	No
ENSG00000050130	JKAMP		443			494	1137	571			2093		1194	1335	2718	1654	684			1225	641			1279		544	834	421	1224														921	1133									1323						527				603					1031	1067										1093				1342				1058.88461538462	26	No
ENSG00000050165	DKK3	268	93	97	139	211	169	115	479	134	164	221	107	238	304	210	158	266	324	263	193			406	404	393	200	394	267	78	115	638	578	299						208	366	75	56	259	246	302	573	255		49	65	157	194	119	105	125	64	115		38		249	222	267	203	106	307	332	214	50	52	95	113		180	609	397		302	225	458		771	369	145	203	238.402777777778	72	Yes
ENSG00000050393	MCUR1						1771						1664																																																																										1717.5	2	No
ENSG00000050438	SLC4A8					863					2054				2858		1812																									1845																																													1886.4	5	No
ENSG00000050748	MAPK9					941	711	630		1491	1135	1285	1794	1642	1987	877	818			947	1488			823	1171	2074	1809		2004													1348										706	884			433	292											1136	1010						1292			378	929	1764			1533	1253			1180.16129032258	31	No
ENSG00000050820	BCAR1																			2079																																																																			2079	1	No
ENSG00000051108	HERPUD1						2159							2285																																																																					1588				2010.66666666667	3	No
ENSG00000051128	HOMER3																																																																			610																			610	1	No
ENSG00000051382	PIK3CB							999																																																																								1620			1836	1493			1487	4	No
ENSG00000051523	CYBA													836	1473																		746																																																						1018.33333333333	3	No
ENSG00000051620	HEBP2						879													1989	1452																																1538																											1783							1528.2	5	No
ENSG00000052126	PLEKHA5										1489			1013	1367																																																																								1289.66666666667	3	No
ENSG00000052802	MSMO1		554		376	177	487	669	509	942	905	1050	790	1079	1364	1438	1152	930	304	603	562			988	1069	1528	1522	497	790	665	492	1099	592							496		887	401	1391							801		441			574	286	527	829			463	345	722		584		1490									970		1082	881			252	715	884		778.65306122449	49	Yes
ENSG00000053371	AKR7A2								1079		2207													1243		1672		670	1752													1576																																													1457	7	No
ENSG00000053372	MRTO4										2508																																																																												2508	1	No
ENSG00000053438	NNAT			525				79	89	36	34	290	861	17	46		728				375			298	46	307	192	42	125													352	59	210	50					39	73	87	301																						102	228	605	590		1286			196	226	6		257.575757575758	33	No
ENSG00000054116	TRAPPC3												2234											1346																																																															1790	2	No
ENSG00000054118	THRAP3													2516										1144					1865			1361																																																							1721.5	4	No
ENSG00000054148	PHPT1										2548	553				1137					1248			1331	1077	739	1377	1677	1011			728	757											1470			699	563											899			953	934					632										1256									1079.45	20	No
ENSG00000054179	ENTPD2																																																																																				17		17	1	No
ENSG00000054267	ARID4B											829			1807				497								1833						1229									1886																																			1048	1002	580	1309	423	427	1664				1118	13	No
ENSG00000054282	SDCCAG8													1738	2702																	1125																																																							1855	3	No
ENSG00000054356	PTPRN	451	394	673	348	99	150	168	131	825	366	512	466	257	226	391	155	588		290	244		53	328	303	308	390	444	1105	98	91	273	519							193	471	562	402	240	200	411		211		192	377	245	297	783	575	68	105	366	587			227	255	529		118	206	857	212	257	286	185			543	512	230	458	495	135	92	81	421	213	645	314	345.742857142857	70	Yes
ENSG00000054523	KIF1B	446	226	492	512			435		1079	2583	665	593	1584	1437	805	704	578		541	1030			962	559	572	859	1019	1017	815	580		1055							464		840	1116	655		601	277				523				471				823			602				456		1428	747				218		513	267		1228	699	574		374	461	634	512	312	733.530612244898	49	Yes
