Domain	Domains Compared to	Gene Symbol	FDR	logFC	p	t statistic	Ensembl Gene ID
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BCL2L2	0.055	-0.287	0.031	-2.167	ENSG00000129473
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BCLAF1	0.792	-0.038	0.727	-0.349	ENSG00000029363
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BDP1	0.019	-0.41	0.009	-2.633	ENSG00000145734
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BEX1	0	-0.439	0	-4.861	ENSG00000133169
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BEX2	0.103	-0.182	0.065	-1.855	ENSG00000133134
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BEX3	0.049	-0.116	0.027	-2.221	ENSG00000166681
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BEX4	0.001	0.294	0	3.772	ENSG00000102409
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BEX5	0.001	-0.403	0	-3.801	ENSG00000184515
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BHLHE41	0	0.604	0	5.167	ENSG00000123095
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BIN1	0	0.423	0	4.327	ENSG00000136717
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BLCAP	0.918	0.013	0.895	0.132	ENSG00000166619
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BLOC1S1	0	0.443	0	4.165	ENSG00000135441
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BMERB1	0.032	-0.295	0.017	-2.406	ENSG00000166780
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BMPR2	0.46	-0.102	0.372	-0.895	ENSG00000204217
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BNIP3	0.38	-0.112	0.294	-1.051	ENSG00000176171
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BNIP3L	0.003	0.301	0.001	3.268	ENSG00000104765
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BOD1L1	0	-0.553	0	-4.318	ENSG00000038219
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BOK	0	0.96	0	8.602	ENSG00000176720
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BPTF	0	-0.462	0	-4.213	ENSG00000171634
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BRD4	0.009	-0.415	0.004	-2.929	ENSG00000141867
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BRI3	0.052	0.232	0.029	2.201	ENSG00000164713
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BRK1	0.652	-0.071	0.572	-0.566	ENSG00000254999
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BRSK1	0	-0.69	0	-6.493	ENSG00000160469
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BRWD1	0.075	-0.222	0.045	-2.016	ENSG00000185658
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BSCL2	0.005	-0.266	0.002	-3.129	ENSG00000168000
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BSG	0.002	-0.236	0.001	-3.415	ENSG00000172270
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BTBD3	0.003	0.384	0.001	3.281	ENSG00000132640
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BTF3	0.557	0.068	0.468	0.727	ENSG00000145741
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	BZW1	0.296	0.129	0.223	1.223	ENSG00000082153
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C11orf58	0.611	-0.074	0.528	-0.632	ENSG00000110696
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C12orf57	0.007	-0.284	0.003	-3.025	ENSG00000111678
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C12orf76	0.009	0.358	0.004	2.934	ENSG00000174456
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C14orf132	0.015	-0.294	0.007	-2.715	ENSG00000227051
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C18orf32	0.125	0.157	0.081	1.751	ENSG00000177576
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C19orf53	0.585	0.081	0.497	0.68	ENSG00000104979
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C1QBP	0.903	0.02	0.872	0.161	ENSG00000108561
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C1QTNF4	0	-0.81	0	-6.507	ENSG00000172247
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C1orf122	0	0.332	0	5.621	ENSG00000197982
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C1orf198	0	0.817	0	8.017	ENSG00000119280
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C1orf43	0	0.444	0	4.183	ENSG00000143612
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C1orf61	0	-0.714	0	-11.194	ENSG00000125462
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C3	0.082	-0.316	0.05	-1.97	ENSG00000125730
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C4orf3	0.01	-0.217	0.005	-2.855	ENSG00000164096
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C4orf48	0	0.665	0	8.299	ENSG00000243449
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C5orf63	0	-1.028	0	-5.971	ENSG00000164241
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C6orf62	0.031	-0.242	0.016	-2.425	ENSG00000112308
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C6orf89	0.352	0.114	0.27	1.105	ENSG00000198663
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C9orf16	0.561	-0.089	0.472	-0.72	ENSG00000171159
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	C9orf78	0.66	0.058	0.581	0.553	ENSG00000136819
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CA2	0	0.592	0	3.891	ENSG00000104267
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CAB39	0.605	0.08	0.52	0.645	ENSG00000135932
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CACYBP	0.021	0.201	0.01	2.585	ENSG00000116161
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CADM1	0.035	-0.266	0.019	-2.371	ENSG00000182985
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CADM2	0.006	-0.277	0.003	-3.03	ENSG00000175161
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CADM3	0.002	-0.352	0.001	-3.368	ENSG00000162706
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CADM4	0	0.322	0	3.868	ENSG00000105767
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CADPS	0.003	-0.46	0.001	-3.301	ENSG00000163618
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CALB2	0.002	-0.34	0.001	-3.484	ENSG00000172137
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CALM1	0.027	-0.085	0.014	-2.48	ENSG00000198668
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CALM2	0	0.358	0	7.747	ENSG00000143933
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CALM3	0.002	-0.199	0.001	-3.413	ENSG00000160014
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CALR	0.21	0.084	0.15	1.446	ENSG00000179218
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CALY	0.002	-0.344	0.001	-3.391	ENSG00000130643
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CAMK2B	0	-0.679	0	-6.445	ENSG00000058404
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CAMK2G	0	-0.489	0	-4.161	ENSG00000148660
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CAMK2N1	0.265	0.094	0.196	1.297	ENSG00000162545
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CAMK2N2	0.005	-0.288	0.002	-3.123	ENSG00000163888
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CAMLG	0.178	-0.157	0.123	-1.546	ENSG00000164615
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CAMSAP2	0.034	-0.252	0.018	-2.384	ENSG00000118200
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CAMTA1	0	-0.418	0	-4.13	ENSG00000171735
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CAND1	0.001	-0.36	0	-3.653	ENSG00000111530
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CANX	0.231	-0.081	0.169	-1.381	ENSG00000127022
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CAP1	0.001	0.383	0	3.713	ENSG00000131236
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CAPN3	0	1.429	0	10.786	ENSG00000092529
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CAPNS1	0.26	0.1	0.192	1.309	ENSG00000126247
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CAPRIN1	0.009	0.392	0.004	2.928	ENSG00000135387
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CAPZA1	0	0.465	0	3.864	ENSG00000116489
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CAPZA2	0.09	-0.184	0.056	-1.924	ENSG00000198898
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CAPZB	0.653	0.057	0.573	0.564	ENSG00000077549
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CARNS1	0	1.318	0	13.677	ENSG00000172508
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CASC3	0.078	-0.258	0.047	-1.996	ENSG00000108349
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CASC4	0.09	-0.227	0.056	-1.924	ENSG00000166734
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CAST	0.674	-0.071	0.596	-0.53	ENSG00000153113
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CAVIN1	0.092	0.267	0.057	1.91	ENSG00000177469
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CBR1	0	0.439	0	5.416	ENSG00000159228
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CBX3	0.104	0.215	0.066	1.846	ENSG00000122565
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CBX5	0.442	-0.102	0.354	-0.93	ENSG00000094916
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CBX6	0.745	-0.051	0.675	-0.42	ENSG00000183741
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CCAR1	0	-0.593	0	-4.788	ENSG00000060339
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CCDC25	0.006	-0.41	0.002	-3.071	ENSG00000147419
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CCDC47	0.391	0.12	0.307	1.025	ENSG00000108588
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CCDC85B	0.01	-0.309	0.004	-2.882	ENSG00000175602
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CCDC88A	0.686	-0.039	0.609	-0.512	ENSG00000115355
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CCDC91	0	-0.492	0	-3.865	ENSG00000123106
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CCDC92	0.814	-0.032	0.758	-0.308	ENSG00000119242
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CCNI	0.008	-0.231	0.004	-2.938	ENSG00000118816
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CCNY	0.012	0.324	0.005	2.814	ENSG00000108100
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CCP110	0.379	-0.143	0.293	-1.054	ENSG00000103540
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CCPG1	0.507	-0.1	0.42	-0.807	ENSG00000260916
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CCSER2	0.999	0	0.999	-0.001	ENSG00000107771
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CCT2	0.522	0.085	0.435	0.783	ENSG00000166226
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CCT3	0.01	0.312	0.005	2.863	ENSG00000163468
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CCT4	0	0.428	0	4.034	ENSG00000115484
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CCT5	0.251	0.163	0.184	1.332	ENSG00000150753
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CCT6A	0.204	0.162	0.145	1.463	ENSG00000146731
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CCT7	0.092	0.216	0.057	1.912	ENSG00000135624
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CD164	0	0.835	0	8.371	ENSG00000135535
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CD44	0.601	0.109	0.515	0.651	ENSG00000026508
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CD47	0	0.806	0	7.452	ENSG00000196776
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CD59	0	-0.428	0	-5.855	ENSG00000085063
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CD63	0.086	-0.145	0.053	-1.945	ENSG00000135404
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CD74	0.001	-0.445	0	-3.786	ENSG00000019582
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CD81	0.026	-0.141	0.013	-2.492	ENSG00000110651
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CD9	0	1.093	0	12.592	ENSG00000010278
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CD99	0.017	-0.356	0.008	-2.673	ENSG00000002586
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CD99L2	0.148	0.168	0.099	1.655	ENSG00000102181
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CDC42	0	0.396	0	5.53	ENSG00000070831
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CDC42BPA	0.003	-0.42	0.001	-3.309	ENSG00000143776
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CDC42EP1	0	0.994	0	6.408	ENSG00000128283
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CDC42SE2	0.487	-0.084	0.399	-0.845	ENSG00000158985
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CDIP1	0.574	-0.063	0.487	-0.697	ENSG00000089486
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CDK18	0	1.298	0	11.437	ENSG00000117266
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CDK2AP1	0.809	-0.024	0.75	-0.319	ENSG00000111328
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CDKN1B	0.019	0.26	0.009	2.637	ENSG00000111276
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CDKN1C	0	1.562	0	12.436	ENSG00000129757
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CDS2	0.799	-0.037	0.737	-0.336	ENSG00000101290
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CELF4	0	-0.637	0	-5.818	ENSG00000101489
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CELSR2	0	0.629	0	5.177	ENSG00000143126
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CEND1	0.001	-0.356	0	-3.764	ENSG00000184524
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CENPB	0	-0.543	0	-4.458	ENSG00000125817
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CEP170	0	0.554	0	4.193	ENSG00000143702
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CEP350	0.137	-0.219	0.091	-1.699	ENSG00000135837
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CERCAM	0	0.812	0	6.123	ENSG00000167123
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CERS1	0.563	0.091	0.475	0.716	ENSG00000223802
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CERS2	0	1.406	0	10.774	ENSG00000143418
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CFAP36	0.381	-0.141	0.296	-1.047	ENSG00000163001
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CFL1	0	0.295	0	6.231	ENSG00000172757
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CFL2	0	0.427	0	4.617	ENSG00000165410
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CHADL	0	1.089	0	8.967	ENSG00000100399
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CHCHD10	0.036	-0.228	0.019	-2.362	ENSG00000250479
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CHCHD2	0.073	0.098	0.044	2.028	ENSG00000106153
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CHD2	0	-0.529	0	-4.758	ENSG00000173575
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CHD4	0.02	-0.254	0.009	-2.618	ENSG00000111642
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CHD9	0.079	-0.251	0.048	-1.993	ENSG00000177200
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CHGB	0.033	-0.315	0.017	-2.4	ENSG00000089199
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CHL1	0.033	-0.273	0.017	-2.398	ENSG00000134121
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CHMP2A	0.009	0.364	0.004	2.913	ENSG00000130724
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CHMP2B	0	0.984	0	7.834	ENSG00000083937
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CHMP3	0.03	-0.257	0.016	-2.433	ENSG00000115561
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CHMP4B	0.058	-0.217	0.033	-2.144	ENSG00000101421
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CHMP5	0.376	0.129	0.29	1.061	ENSG00000086065
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CHN1	0.009	-0.381	0.004	-2.909	ENSG00000128656
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CHP1	0.385	0.121	0.3	1.039	ENSG00000187446
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CHST2	0	1.577	0	11.513	ENSG00000175040
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CHURC1	0.001	0.41	0.001	3.523	ENSG00000258289
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CIAO1	0.351	-0.134	0.269	-1.107	ENSG00000144021
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CIAO2B	0.025	0.308	0.012	2.524	ENSG00000166595
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CIPC	0.505	-0.104	0.417	-0.813	ENSG00000198894
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CIRBP	0.689	0.036	0.613	0.506	ENSG00000099622
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CISD1	0.213	-0.124	0.152	-1.437	ENSG00000122873
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CKAP5	0.38	0.123	0.294	1.052	ENSG00000175216
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CKB	0	-0.227	0	-4.874	ENSG00000166165
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CLASP2	0	0.509	0	4.91	ENSG00000163539
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CLCN3	0	0.305	0	3.947	ENSG00000109572
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CLCN4	0.032	0.281	0.017	2.414	ENSG00000073464
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CLDN11	0	1.292	0	13.341	ENSG00000013297
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CLDN5	0	-0.812	0	-5.925	ENSG00000184113
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CLDND1	0	1.136	0	14.673	ENSG00000080822
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CLIC4	0.026	0.291	0.013	2.498	ENSG00000169504
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CLIP2	0.146	0.141	0.098	1.664	ENSG00000106665
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CLIP3	0.124	-0.148	0.08	-1.756	ENSG00000105270
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CLK1	0.06	0.3	0.035	2.127	ENSG00000013441
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CLPTM1	0.11	0.175	0.07	1.819	ENSG00000104853
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CLSTN1	0.884	0.015	0.845	0.195	ENSG00000171603
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CLSTN3	0.002	-0.412	0.001	-3.499	ENSG00000139182
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CLTA	0.008	0.255	0.003	2.972	ENSG00000122705
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CLTB	0.065	-0.23	0.038	-2.09	ENSG00000175416
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CLTC	0.684	0.047	0.607	0.516	ENSG00000141367
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CLU	0	-0.498	0	-6.667	ENSG00000120885
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CMAS	0.563	-0.063	0.475	-0.715	ENSG00000111726
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CMIP	0.816	-0.033	0.762	-0.303	ENSG00000153815
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CMPK1	0.874	-0.021	0.834	-0.21	ENSG00000162368
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CMTM5	0	1.627	0	11.704	ENSG00000166091
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CNBP	0.709	0.044	0.634	0.477	ENSG00000169714
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CNDP1	0	0.775	0	8.813	ENSG00000150656
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CNDP2	0	0.546	0	4.665	ENSG00000133313
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CNN3	0.506	-0.103	0.418	-0.811	ENSG00000117519
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CNP	0	1.048	0	14.489	ENSG00000173786
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CNPY2	0	0.535	0	5.019	ENSG00000257727
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CNTN1	0	-0.434	0	-4.188	ENSG00000018236
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CNTN2	0	0.863	0	8.171	ENSG00000184144
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CNTNAP2	0.037	0.312	0.02	2.347	ENSG00000174469
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CNTNAP4	0	1.215	0	8.802	ENSG00000152910
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COA3	0.788	0.039	0.723	0.354	ENSG00000183978
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COBL	0.037	0.302	0.02	2.345	ENSG00000106078
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COL9A2	0	0.678	0	5.497	ENSG00000049089
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COMMD6	0.857	0.028	0.814	0.236	ENSG00000188243
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COMT	0	0.859	0	7.015	ENSG00000093010
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COPA	0	0.374	0	4.008	ENSG00000122218
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COPE	0.009	0.3	0.004	2.918	ENSG00000105669
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COPRS	0.012	-0.265	0.006	-2.802	ENSG00000172301
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COPS6	0.325	0.119	0.247	1.16	ENSG00000168090
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COPS8	0.159	0.173	0.108	1.613	ENSG00000198612
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COPS9	0.001	0.302	0	3.58	ENSG00000172428
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CORO2B	0	0.853	0	6.634	ENSG00000103647
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COTL1	0.229	-0.165	0.166	-1.391	ENSG00000103187
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COX14	0.76	0.052	0.692	0.397	ENSG00000178449
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COX16	0.186	0.202	0.129	1.522	ENSG00000133983
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COX17	0.523	0.094	0.436	0.781	ENSG00000138495
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COX20	0.138	-0.166	0.091	-1.697	ENSG00000203667
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COX4I1	0.925	-0.007	0.905	-0.12	ENSG00000131143
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COX5A	0.688	-0.059	0.612	-0.508	ENSG00000178741
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COX5B	0.54	0.049	0.452	0.753	ENSG00000135940
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COX6A1	0.372	-0.073	0.286	-1.068	ENSG00000111775
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COX6B1	0.21	0.112	0.15	1.443	ENSG00000126267
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COX6C	0.038	0.158	0.02	2.335	ENSG00000164919
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COX7A2	0.674	0.054	0.597	0.53	ENSG00000112695
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COX7A2L	0.249	-0.137	0.183	-1.337	ENSG00000115944
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COX7B	0.161	0.111	0.11	1.606	ENSG00000131174
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COX7C	0.007	-0.153	0.003	-3.012	ENSG00000127184
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	COX8A	0.774	-0.023	0.706	-0.378	ENSG00000176340
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CPD	0	0.851	0	7.01	ENSG00000108582
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CPE	0	-0.551	0	-8.037	ENSG00000109472
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CPEB1	0	0.574	0	4.82	ENSG00000214575
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CPEB4	0.407	-0.134	0.322	-0.993	ENSG00000113742
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CPLX1	0.008	-0.429	0.004	-2.944	ENSG00000168993
Oligo	Oligo-Astro, Oligo-Other Cell Types Mixed	CPLX2	0	-0.877	0	-7.122	ENSG00000145920
